scenario;region;sector;subsector;technology;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;basin_id;sector_name;subRegion
Reference;ID;water_td_an_W;GreatBasin;GreatBasin;0.00171123;0.0019348;0.00237435;0.00253568;0.00269108;0.00285926;0.00301874;0.00316976;0.00333296;0.00349515;0.00365048;km^3;222;Livestock;Great
Reference;ID;water_td_an_W;MissouriR;MissouriR;1.74E-04;1.97E-04;2.41E-04;2.58E-04;2.73E-04;2.90E-04;3.07E-04;3.22E-04;3.39E-04;3.55E-04;3.71E-04;km^3;223;Livestock;Missouri_River
Reference;ID;water_td_an_W;UsaPacNW;UsaPacNW;0.0420648;0.0475606;0.0583655;0.0623312;0.0661512;0.0702854;0.0742057;0.077918;0.0819297;0.0859166;0.0897349;km^3;229;Livestock;Pacific_Northwest
Reference;ID;water_td_elec_W;GreatBasin;GreatBasin;6.59E-06;7.11E-05;8.51E-05;1.66E-04;1.24E-04;1.26E-04;1.24E-04;1.22E-04;1.21E-04;1.28E-04;1.32E-04;km^3;222;Electricity;Great
Reference;ID;water_td_elec_W;MissouriR;MissouriR;5.20E-06;5.61E-05;6.72E-05;1.31E-04;9.79E-05;9.90E-05;9.80E-05;9.66E-05;9.52E-05;1.01E-04;1.04E-04;km^3;223;Electricity;Missouri_River
Reference;ID;water_td_elec_W;UsaPacNW;UsaPacNW;3.52E-04;0.00380184;0.00455574;0.00887597;0.00663829;0.00671522;0.00664942;0.00655097;0.00645717;0.0068746;0.00704044;km^3;229;Electricity;Pacific_Northwest
Reference;ID;water_td_ind_W;GreatBasin;GreatBasin;0.00567792;0.00183319;0.00144196;0.00167136;0.00192784;0.00218667;0.00241197;0.00259633;0.00277839;0.00295639;0.00313828;km^3;222;Manufacturing;Great
Reference;ID;water_td_ind_W;MissouriR;MissouriR;1.59E-04;5.12E-05;4.03E-05;4.67E-05;5.39E-05;6.11E-05;6.74E-05;7.25E-05;7.76E-05;8.26E-05;8.77E-05;km^3;223;Manufacturing;Missouri_River
Reference;ID;water_td_ind_W;UsaPacNW;UsaPacNW;0.264638;0.0854418;0.0672072;0.0778992;0.0898534;0.101917;0.112418;0.12101;0.129496;0.137793;0.14627;km^3;229;Manufacturing;Pacific_Northwest
Reference;ID;water_td_irr_GreatBasin_W;GreatBasin;GreatBasin;0.168192;0.169106;0.153538;0.151282;0.158299;0.173091;0.183234;0.197756;0.213599;0.232179;0.248611;km^3;222;Irrigation;Great
Reference;ID;water_td_irr_MissouriR_W;MissouriR;MissouriR;0.0290869;0.0389777;0.04002;0.0451338;0.047931;0.0494051;0.0500532;0.0511667;0.0545035;0.0599169;0.0648086;km^3;223;Irrigation;Missouri_River
Reference;ID;water_td_irr_UsaPacNW_W;UsaPacNW;UsaPacNW;7.36709;7.90457;7.78027;7.74822;7.97619;8.62715;9.06122;9.66152;10.3106;11.0897;11.7538;km^3;229;Irrigation;Pacific_Northwest
Reference;ID;water_td_muni_W;GreatBasin;GreatBasin;0.00723124;0.00968402;0.00923563;0.0100594;0.0111296;0.0120831;0.0127239;0.0131167;0.0135023;0.013846;0.014188;km^3;222;Municipal;Great
Reference;ID;water_td_muni_W;MissouriR;MissouriR;1.48E-04;1.98E-04;1.89E-04;2.06E-04;2.28E-04;2.47E-04;2.60E-04;2.68E-04;2.76E-04;2.83E-04;2.90E-04;km^3;223;Municipal;Missouri_River
Reference;ID;water_td_muni_W;UsaPacNW;UsaPacNW;0.336178;0.450207;0.429362;0.46766;0.517412;0.561738;0.591533;0.60979;0.627718;0.643694;0.659597;km^3;229;Municipal;Pacific_Northwest
Reference;ID;water_td_pri_W;GreatBasin;GreatBasin;1.85E-04;7.92E-04;4.42E-04;6.61E-04;6.64E-04;6.53E-04;6.16E-04;5.83E-04;5.50E-04;5.18E-04;4.91E-04;km^3;222;Mining;Great
Reference;ID;water_td_pri_W;MissouriR;MissouriR;5.89E-06;2.52E-05;1.41E-05;2.11E-05;2.12E-05;2.08E-05;1.96E-05;1.86E-05;1.75E-05;1.65E-05;1.57E-05;km^3;223;Mining;Missouri_River
Reference;ID;water_td_pri_W;UsaPacNW;UsaPacNW;0.00878181;0.0376601;0.0210156;0.0314631;0.0315766;0.0310497;0.0292978;0.027742;0.0261461;0.0246578;0.0233529;km^3;229;Mining;Pacific_Northwest
Reference;IL;water_td_an_W;MissppRN;MissppRN;0.0401365;0.0365605;0.0396243;0.0397751;0.0422127;0.0448508;0.0473524;0.0497214;0.0522813;0.0548255;0.057262;km^3;218;Livestock;Upper_Mississippi
Reference;IL;water_td_an_W;MissppRS;MissppRS;2.69E-05;2.45E-05;2.66E-05;2.67E-05;2.83E-05;3.01E-05;3.17E-05;3.33E-05;3.51E-05;3.68E-05;3.84E-05;km^3;219;Livestock;Lower_Mississippi_River
Reference;IL;water_td_an_W;OhioR;OhioR;0.00671946;0.00612079;0.00663371;0.00665895;0.00706705;0.00750872;0.00792752;0.00832412;0.0087527;0.00917862;0.00958654;km^3;228;Livestock;Ohio_River
Reference;IL;water_td_elec_W;GreatLakes;GreatLakes;0.124868;0.182141;0.186346;0.160587;0.131896;0.123587;0.108946;0.0928887;0.0729369;0.0561978;0.0296452;km^3;227;Electricity;Great_Lakes
Reference;IL;water_td_elec_W;MissppRN;MissppRN;9.09302;13.2637;13.5699;11.6941;9.60485;8.99972;7.93361;6.76426;5.31135;4.09239;2.1588;km^3;218;Electricity;Upper_Mississippi
Reference;IL;water_td_elec_W;MissppRS;MissppRS;1.42E-04;2.07E-04;2.12E-04;1.82E-04;1.50E-04;1.40E-04;1.24E-04;1.05E-04;8.28E-05;6.38E-05;3.37E-05;km^3;219;Electricity;Lower_Mississippi_River
Reference;IL;water_td_elec_W;OhioR;OhioR;0.641796;0.93617;0.957781;0.825385;0.677921;0.63521;0.559963;0.477429;0.374881;0.288846;0.15237;km^3;228;Electricity;Ohio_River
Reference;IL;water_td_ind_W;GreatLakes;GreatLakes;0.0643255;0.0504098;0.0540844;0.0596879;0.0614459;0.06533;0.0704102;0.0754724;0.0806491;0.0857812;0.0910107;km^3;227;Manufacturing;Great_Lakes
Reference;IL;water_td_ind_W;MissppRN;MissppRN;0.532394;0.41722;0.447634;0.494011;0.508561;0.540709;0.582755;0.624653;0.667498;0.709974;0.753257;km^3;218;Manufacturing;Upper_Mississippi
Reference;IL;water_td_ind_W;MissppRS;MissppRS;3.13E-06;2.45E-06;2.63E-06;2.90E-06;2.99E-06;3.17E-06;3.42E-06;3.67E-06;3.92E-06;4.17E-06;4.42E-06;km^3;219;Manufacturing;Lower_Mississippi_River
Reference;IL;water_td_ind_W;OhioR;OhioR;0.0446361;0.0349799;0.0375297;0.041418;0.0426379;0.0453332;0.0488583;0.0523711;0.0559632;0.0595244;0.0631533;km^3;228;Manufacturing;Ohio_River
Reference;IL;water_td_irr_GreatLakes_W;GreatLakes;GreatLakes;1.93E-04;4.71E-04;3.49E-04;3.74E-04;3.87E-04;3.98E-04;4.07E-04;4.19E-04;4.36E-04;4.57E-04;4.77E-04;km^3;227;Irrigation;Great_Lakes
Reference;IL;water_td_irr_MissppRN_W;MissppRN;MissppRN;0.34204;0.840554;0.709869;0.787809;0.816905;0.83801;0.854209;0.879762;0.916939;0.963504;1.00613;km^3;218;Irrigation;Upper_Mississippi
Reference;IL;water_td_irr_MissppRS_W;MissppRS;MissppRS;4.36E-04;0.00147423;0.00144439;0.0015295;0.00158206;0.00162227;0.00165005;0.00168876;0.00173848;0.00179159;0.00183664;km^3;219;Irrigation;Lower_Mississippi_River
Reference;IL;water_td_irr_OhioR_W;OhioR;OhioR;0.0877145;0.178401;0.167567;0.185428;0.192406;0.196699;0.198944;0.203282;0.212063;0.224398;0.235288;km^3;228;Irrigation;Ohio_River
Reference;IL;water_td_muni_W;GreatLakes;GreatLakes;0.0251782;0.0229847;0.0203669;0.0199911;0.019847;0.0202003;0.0208673;0.0215054;0.0221636;0.0227729;0.0233589;km^3;227;Municipal;Great_Lakes
Reference;IL;water_td_muni_W;MissppRN;MissppRN;2.52598;2.30592;2.04329;2.00559;1.99113;2.02657;2.0935;2.15751;2.22355;2.28467;2.34346;km^3;218;Municipal;Upper_Mississippi
Reference;IL;water_td_muni_W;MissppRS;MissppRS;3.97E-05;3.62E-05;3.21E-05;3.15E-05;3.13E-05;3.18E-05;3.29E-05;3.39E-05;3.49E-05;3.59E-05;3.68E-05;km^3;219;Municipal;Lower_Mississippi_River
Reference;IL;water_td_muni_W;OhioR;OhioR;0.17662;0.161233;0.142869;0.140233;0.139222;0.141701;0.14638;0.150856;0.155473;0.159747;0.163858;km^3;228;Municipal;Ohio_River
Reference;IL;water_td_pri_W;GreatLakes;GreatLakes;0.00338648;0.00596939;0.00342799;0.00353766;0.00355042;0.00349117;0.00329419;0.00311926;0.00293982;0.00277248;0.00262576;km^3;227;Mining;Great_Lakes
Reference;IL;water_td_pri_W;MissppRN;MissppRN;0.0908228;0.160095;0.0919363;0.0948773;0.0952197;0.0936307;0.0883478;0.0836564;0.0788439;0.074356;0.0704211;km^3;218;Mining;Upper_Mississippi
Reference;IL;water_td_pri_W;MissppRS;MissppRS;1.17E-06;2.06E-06;1.18E-06;1.22E-06;1.23E-06;1.21E-06;1.14E-06;1.08E-06;1.02E-06;9.58E-07;9.07E-07;km^3;219;Mining;Lower_Mississippi_River
Reference;IL;water_td_pri_W;OhioR;OhioR;0.0069426;0.0122378;0.00702772;0.00725254;0.00727871;0.00715724;0.00675341;0.00639479;0.00602692;0.00568386;0.00538307;km^3;228;Mining;Ohio_River
Reference;IN;water_td_an_W;GreatLakes;GreatLakes;0.00384793;0.00405907;0.0046798;0.00467089;0.00495715;0.00526696;0.00556072;0.00583892;0.00613954;0.0064383;0.00672444;km^3;227;Livestock;Great_Lakes
Reference;IN;water_td_an_W;MissppRN;MissppRN;0.00236706;0.00249695;0.00287879;0.00287331;0.00304941;0.00323998;0.0034207;0.00359183;0.00377676;0.00396054;0.00413656;km^3;218;Livestock;Upper_Mississippi
Reference;IN;water_td_an_W;OhioR;OhioR;0.035156;0.037085;0.0427563;0.0426749;0.0452902;0.0481207;0.0508047;0.0533463;0.0560929;0.0588226;0.0614368;km^3;228;Livestock;Ohio_River
Reference;IN;water_td_elec_W;GreatLakes;GreatLakes;1.2732;1.6166;1.52088;1.07979;1.0615;1.05153;1.02153;0.93162;0.860104;0.699153;0.387216;km^3;227;Electricity;Great_Lakes
Reference;IN;water_td_elec_W;MissppRN;MissppRN;0.645299;0.81935;0.770832;0.547276;0.538005;0.532953;0.517746;0.472176;0.43593;0.354354;0.196254;km^3;218;Electricity;Upper_Mississippi
Reference;IN;water_td_elec_W;OhioR;OhioR;5.96824;7.57799;7.12926;5.06165;4.9759;4.92917;4.78853;4.36706;4.03182;3.27735;1.81511;km^3;228;Electricity;Ohio_River
Reference;IN;water_td_ind_W;GreatLakes;GreatLakes;0.607903;0.538974;0.540372;0.559915;0.583427;0.623254;0.671195;0.715637;0.760702;0.804586;0.847955;km^3;227;Manufacturing;Great_Lakes
Reference;IN;water_td_ind_W;MissppRN;MissppRN;0.245219;0.217414;0.217978;0.225861;0.235346;0.251411;0.27075;0.288677;0.306855;0.324557;0.342052;km^3;218;Manufacturing;Upper_Mississippi
Reference;IN;water_td_ind_W;OhioR;OhioR;2.57665;2.28449;2.29041;2.37325;2.47291;2.64172;2.84492;3.03329;3.2243;3.41031;3.59413;km^3;228;Manufacturing;Ohio_River
Reference;IN;water_td_irr_GreatLakes_W;GreatLakes;GreatLakes;0.0373296;0.0770208;0.0839177;0.0898332;0.0930833;0.0957755;0.0978086;0.100635;0.10475;0.10993;0.114717;km^3;227;Irrigation;Great_Lakes
Reference;IN;water_td_irr_MissppRN_W;MissppRN;MissppRN;0.0710686;0.0610961;0.0685065;0.0760282;0.0788361;0.0808729;0.0824362;0.0849022;0.08849;0.0929838;0.0970973;km^3;218;Irrigation;Upper_Mississippi
Reference;IN;water_td_irr_OhioR_W;OhioR;OhioR;0.171902;0.192535;0.204577;0.226384;0.234902;0.240144;0.242885;0.248181;0.258902;0.273961;0.287256;km^3;228;Irrigation;Ohio_River
Reference;IN;water_td_muni_W;GreatLakes;GreatLakes;0.156514;0.173293;0.169398;0.163704;0.167376;0.172275;0.17806;0.182773;0.187638;0.192021;0.196223;km^3;227;Municipal;Great_Lakes
Reference;IN;water_td_muni_W;MissppRN;MissppRN;0.0871063;0.0964439;0.0942763;0.0911075;0.0931512;0.0958775;0.0990975;0.10172;0.104427;0.106867;0.109205;km^3;218;Municipal;Upper_Mississippi
Reference;IN;water_td_muni_W;OhioR;OhioR;0.754006;0.834834;0.816071;0.788641;0.806332;0.829931;0.857803;0.880508;0.903941;0.925059;0.945299;km^3;228;Municipal;Ohio_River
Reference;IN;water_td_pri_W;GreatLakes;GreatLakes;0.0177166;0.0270255;0.0159129;0.0297564;0.0298638;0.0293655;0.0277086;0.0262372;0.0247279;0.0233203;0.0220862;km^3;227;Mining;Great_Lakes
Reference;IN;water_td_pri_W;MissppRN;MissppRN;0.00748396;0.0114163;0.00672204;0.0125699;0.0126152;0.0124047;0.0117048;0.0110833;0.0104457;0.0098511;0.00932978;km^3;218;Mining;Upper_Mississippi
Reference;IN;water_td_pri_W;OhioR;OhioR;0.0792366;0.12087;0.0711697;0.133084;0.133564;0.131335;0.123925;0.117344;0.110594;0.104299;0.0987791;km^3;228;Mining;Ohio_River
Reference;KS;water_td_an_W;ArkWhtRedR;ArkWhtRedR;0.0552057;0.0687525;0.0825744;0.0752198;0.0798297;0.0848188;0.0895497;0.0940296;0.0988709;0.103682;0.10829;km^3;224;Livestock;Arkansas_White_Red
Reference;KS;water_td_an_W;MissouriR;MissouriR;0.0426372;0.0530999;0.0637751;0.0580948;0.0616552;0.0655084;0.0691622;0.0726223;0.0763613;0.0800772;0.083636;km^3;223;Livestock;Missouri_River
Reference;KS;water_td_elec_W;ArkWhtRedR;ArkWhtRedR;0.418001;0.616478;0.545623;0.426451;0.373763;0.377271;0.388601;0.395699;0.394299;0.304443;0.26585;km^3;224;Electricity;Arkansas_White_Red
Reference;KS;water_td_elec_W;MissouriR;MissouriR;0.732457;1.08025;0.956087;0.747264;0.65494;0.661087;0.680939;0.693377;0.690924;0.533471;0.465845;km^3;223;Electricity;Missouri_River
Reference;KS;water_td_ind_W;ArkWhtRedR;ArkWhtRedR;0.0338336;0.0264999;0.0254938;0.0241207;0.0251894;0.0266913;0.0287683;0.0309089;0.0330756;0.0351822;0.0372203;km^3;224;Manufacturing;Arkansas_White_Red
Reference;KS;water_td_ind_W;MissouriR;MissouriR;0.0400366;0.0313584;0.0301678;0.028543;0.0298076;0.0315848;0.0340427;0.0365757;0.0391396;0.0416325;0.0440442;km^3;223;Manufacturing;Missouri_River
Reference;KS;water_td_irr_ArkWhtRedR_W;ArkWhtRedR;ArkWhtRedR;4.48569;3.93639;4.44249;4.82689;5.11833;5.32686;5.43032;5.58759;5.92372;6.43536;6.88826;km^3;224;Irrigation;Arkansas_White_Red
Reference;KS;water_td_irr_MissouriR_W;MissouriR;MissouriR;0.942475;0.897053;1.03835;1.17103;1.24361;1.28185;1.29867;1.32756;1.41413;1.55459;1.68151;km^3;223;Irrigation;Missouri_River
Reference;KS;water_td_muni_W;ArkWhtRedR;ArkWhtRedR;0.247083;0.259305;0.252181;0.225222;0.226902;0.230913;0.237016;0.242986;0.248797;0.253715;0.258132;km^3;224;Municipal;Arkansas_White_Red
Reference;KS;water_td_muni_W;MissouriR;MissouriR;0.302557;0.317523;0.308801;0.275788;0.277846;0.282757;0.29023;0.297541;0.304656;0.310678;0.316087;km^3;223;Municipal;Missouri_River
Reference;KS;water_td_pri_W;ArkWhtRedR;ArkWhtRedR;0.0126098;0.0106755;0.0064477;0.00379272;0.0038064;0.00374288;0.0035317;0.00334416;0.00315178;0.00297238;0.00281508;km^3;224;Mining;Arkansas_White_Red
Reference;KS;water_td_pri_W;MissouriR;MissouriR;0.0150798;0.0127667;0.00771069;0.00453564;0.00455201;0.00447605;0.0042235;0.00399922;0.00376916;0.00355461;0.0033665;km^3;223;Mining;Missouri_River
Reference;KY;water_td_an_W;MissppRN;MissppRN;5.12E-05;9.12E-05;9.90E-05;9.22E-05;9.79E-05;1.04E-04;1.10E-04;1.15E-04;1.21E-04;1.27E-04;1.33E-04;km^3;218;Livestock;Upper_Mississippi
Reference;KY;water_td_an_W;MissppRS;MissppRS;0.00187883;0.00334729;0.00363679;0.00338711;0.00359469;0.00381935;0.00403238;0.00423411;0.00445211;0.00466876;0.00487625;km^3;219;Livestock;Lower_Mississippi_River
Reference;KY;water_td_an_W;OhioR;OhioR;0.026449;0.047121;0.0511965;0.0476816;0.0506038;0.0537664;0.0567653;0.0596051;0.062674;0.0657238;0.0686447;km^3;228;Livestock;Ohio_River
Reference;KY;water_td_an_W;TennR;TennR;6.52E-04;0.00116079;0.00126118;0.0011746;0.00124658;0.00132449;0.00139836;0.00146832;0.00154392;0.00161905;0.001691;km^3;230;Livestock;Tennessee_River
Reference;KY;water_td_elec_W;MissppRN;MissppRN;0.00504348;0.00709679;0.00716678;0.00564279;0.00452716;0.00439006;0.0040835;0.00357006;0.00335143;0.00295272;0.00273771;km^3;218;Electricity;Upper_Mississippi
Reference;KY;water_td_elec_W;MissppRS;MissppRS;0.0583049;0.0820421;0.0828512;0.0652332;0.052336;0.0507511;0.0472071;0.0412714;0.038744;0.0341347;0.0316492;km^3;219;Electricity;Lower_Mississippi_River
Reference;KY;water_td_elec_W;OhioR;OhioR;3.11354;4.38113;4.42434;3.48352;2.7948;2.71016;2.52091;2.20394;2.06897;1.82283;1.6901;km^3;228;Electricity;Ohio_River
Reference;KY;water_td_elec_W;TennR;TennR;0.0578399;0.0813877;0.0821903;0.0647129;0.0519185;0.0503463;0.0468306;0.0409423;0.038435;0.0338625;0.0313968;km^3;230;Electricity;Tennessee_River
Reference;KY;water_td_ind_W;MissppRN;MissppRN;7.12E-04;4.23E-04;5.17E-04;5.11E-04;5.33E-04;5.66E-04;6.13E-04;6.53E-04;6.96E-04;7.37E-04;7.78E-04;km^3;218;Manufacturing;Upper_Mississippi
Reference;KY;water_td_ind_W;MissppRS;MissppRS;0.00624616;0.00371063;0.0045378;0.00448201;0.00467767;0.00496604;0.00537601;0.00573349;0.00611046;0.00646683;0.00683015;km^3;219;Manufacturing;Lower_Mississippi_River
Reference;KY;water_td_ind_W;OhioR;OhioR;0.41849;0.248611;0.304031;0.300293;0.313402;0.332723;0.360191;0.384142;0.409398;0.433276;0.457618;km^3;228;Manufacturing;Ohio_River
Reference;KY;water_td_ind_W;TennR;TennR;0.00759073;0.0045094;0.00551463;0.00544682;0.00568461;0.00603506;0.00653328;0.00696771;0.00742582;0.00785891;0.00830044;km^3;230;Manufacturing;Tennessee_River
Reference;KY;water_td_irr_MissppRN_W;MissppRN;MissppRN;0.00198163;0.00752839;0.010227;0.0113499;0.0117691;0.0120731;0.0123065;0.0126747;0.0132103;0.0138811;0.0144952;km^3;218;Irrigation;Upper_Mississippi
Reference;KY;water_td_irr_MissppRS_W;MissppRS;MissppRS;0.0357373;0.11708;0.11484;0.121606;0.125785;0.128983;0.131191;0.134269;0.138222;0.142444;0.146027;km^3;219;Irrigation;Lower_Mississippi_River
Reference;KY;water_td_irr_OhioR_W;OhioR;OhioR;0.0744077;0.059431;0.0728446;0.0806094;0.0836426;0.0855091;0.0864851;0.0883709;0.0921882;0.0975503;0.102285;km^3;228;Irrigation;Ohio_River
Reference;KY;water_td_irr_TennR_W;TennR;TennR;3.97E-04;4.65E-04;4.59E-04;4.80E-04;5.08E-04;5.42E-04;5.67E-04;5.95E-04;6.32E-04;6.79E-04;7.21E-04;km^3;230;Irrigation;Tennessee_River
Reference;KY;water_td_muni_W;MissppRN;MissppRN;0.00156005;0.00191566;0.00195717;0.00185882;0.00187289;0.00191463;0.00197999;0.00202674;0.00207965;0.00212505;0.00217023;km^3;218;Municipal;Upper_Mississippi
Reference;KY;water_td_muni_W;MissppRS;MissppRS;0.0117548;0.0144343;0.0147471;0.014006;0.0141121;0.0144265;0.0149191;0.0152713;0.01567;0.0160121;0.0163525;km^3;219;Municipal;Lower_Mississippi_River
Reference;KY;water_td_muni_W;OhioR;OhioR;0.640821;0.786896;0.803948;0.763548;0.76933;0.786472;0.813322;0.832524;0.854258;0.872909;0.891468;km^3;228;Municipal;Ohio_River
Reference;KY;water_td_muni_W;TennR;TennR;0.0124774;0.0153216;0.0156536;0.014867;0.0149796;0.0153134;0.0158361;0.01621;0.0166332;0.0169964;0.0173577;km^3;230;Municipal;Tennessee_River
Reference;KY;water_td_pri_W;MissppRN;MissppRN;3.19E-05;9.50E-05;5.33E-05;9.21E-05;9.24E-05;9.09E-05;8.57E-05;8.12E-05;7.65E-05;7.22E-05;6.83E-05;km^3;218;Mining;Upper_Mississippi
Reference;KY;water_td_pri_W;MissppRS;MissppRS;3.09E-04;9.19E-04;5.16E-04;8.91E-04;8.94E-04;8.79E-04;8.30E-04;7.86E-04;7.40E-04;6.98E-04;6.61E-04;km^3;219;Mining;Lower_Mississippi_River
Reference;KY;water_td_pri_W;OhioR;OhioR;0.0188794;0.0561757;0.0315571;0.0544603;0.0546568;0.0537447;0.0507123;0.0480193;0.045257;0.0426809;0.0404222;km^3;228;Mining;Ohio_River
Reference;KY;water_td_pri_W;TennR;TennR;3.34E-04;9.95E-04;5.59E-04;9.64E-04;9.68E-04;9.52E-04;8.98E-04;8.50E-04;8.01E-04;7.56E-04;7.16E-04;km^3;230;Mining;Tennessee_River
Reference;LA;water_td_an_W;ArkWhtRedR;ArkWhtRedR;0.00116895;0.00135532;0.00155547;0.00122926;0.0013046;0.00138613;0.00146345;0.00153666;0.00161578;0.0016944;0.0017697;km^3;224;Livestock;Arkansas_White_Red
Reference;LA;water_td_an_W;ArkWhtRedR;desalination;0;0;0;0;0;0;0;0;1.68E-10;5.67E-10;1.79E-09;km^3;224;Livestock;Arkansas_White_Red
Reference;LA;water_td_an_W;MissppRS;MissppRS;0.00552004;0.00640011;0.00734525;0.00580486;0.00616062;0.00654563;0.00691072;0.00725645;0.00763006;0.00800135;0.00835695;km^3;219;Livestock;Lower_Mississippi_River
Reference;LA;water_td_an_W;TexasCst;TexasCst;4.35E-04;5.04E-04;5.78E-04;4.57E-04;4.85E-04;5.15E-04;5.44E-04;5.71E-04;6.01E-04;6.30E-04;6.58E-04;km^3;225;Livestock;Texas_Gulf_Coast
Reference;LA;water_td_an_W;UsaCstSE;UsaCstSE;6.22E-04;7.21E-04;8.28E-04;6.54E-04;6.94E-04;7.38E-04;7.79E-04;8.18E-04;8.60E-04;9.02E-04;9.42E-04;km^3;226;Livestock;South_Atlantic_Gulf
Reference;LA;water_td_elec_W;ArkWhtRedR;ArkWhtRedR;0.377183;0.428012;0.46838;0.366691;0.327691;0.324466;0.320947;0.319001;0.317294;0.189949;0.0736175;km^3;224;Electricity;Arkansas_White_Red
Reference;LA;water_td_elec_W;ArkWhtRedR;desalination;0;0;0;0;1.15E-10;4.92E-10;2.76E-09;9.90E-09;3.30E-08;6.36E-08;7.44E-08;km^3;224;Electricity;Arkansas_White_Red
Reference;LA;water_td_elec_W;MissppRS;MissppRS;2.38891;2.71084;2.96652;2.32246;2.07545;2.05503;2.03274;2.02041;2.0096;1.20305;0.466262;km^3;219;Electricity;Lower_Mississippi_River
Reference;LA;water_td_elec_W;MissppRS;desalination;0;0;0;0;0;0;0;0;2.20E-10;2.52E-10;1.69E-10;km^3;219;Electricity;Lower_Mississippi_River
Reference;LA;water_td_elec_W;TexasCst;TexasCst;0.062275;0.0706672;0.0773322;0.0605427;0.0541037;0.0535712;0.0529902;0.0526688;0.052387;0.0313616;0.0121547;km^3;225;Electricity;Texas_Gulf_Coast
Reference;LA;water_td_elec_W;UsaCstSE;UsaCstSE;0.140129;0.159013;0.17401;0.136231;0.121742;0.120544;0.119237;0.118514;0.117879;0.0705689;0.0273501;km^3;226;Electricity;South_Atlantic_Gulf
Reference;LA;water_td_ind_W;ArkWhtRedR;ArkWhtRedR;0.413957;0.545268;0.361049;0.375931;0.374443;0.390762;0.418446;0.447618;0.47712;0.506443;0.536073;km^3;224;Manufacturing;Arkansas_White_Red
Reference;LA;water_td_ind_W;ArkWhtRedR;desalination;0;0;0;0;1.32E-10;5.93E-10;3.60E-09;1.39E-08;4.96E-08;1.70E-07;5.42E-07;km^3;224;Manufacturing;Arkansas_White_Red
Reference;LA;water_td_ind_W;MissppRS;MissppRS;2.62653;3.45968;2.29083;2.38526;2.37581;2.47935;2.65501;2.84011;3.02729;3.21335;3.40135;km^3;219;Manufacturing;Lower_Mississippi_River
Reference;LA;water_td_ind_W;MissppRS;desalination;0;0;0;0;0;0;0;1.40E-10;3.31E-10;6.73E-10;1.24E-09;km^3;219;Manufacturing;Lower_Mississippi_River
Reference;LA;water_td_ind_W;TexasCst;TexasCst;0.0665658;0.087681;0.058058;0.0604511;0.0602118;0.0628359;0.0672877;0.0719787;0.0767226;0.081438;0.0862026;km^3;225;Manufacturing;Texas_Gulf_Coast
Reference;LA;water_td_ind_W;TexasCst;desalination;0;0;0;0;0;0;0;0;0;1.70E-10;5.48E-10;km^3;225;Manufacturing;Texas_Gulf_Coast
Reference;LA;water_td_ind_W;UsaCstSE;UsaCstSE;0.152811;0.201285;0.133281;0.138774;0.138225;0.144249;0.154469;0.165238;0.176128;0.186953;0.197891;km^3;226;Manufacturing;South_Atlantic_Gulf
Reference;LA;water_td_irr_ArkWhtRedR_W;ArkWhtRedR;ArkWhtRedR;0.0243463;0.0444651;0.0465403;0.0505673;0.0536205;0.0558051;0.0568889;0.0585366;0.0620579;0.067418;0.0721626;km^3;224;Irrigation;Arkansas_White_Red
Reference;LA;water_td_irr_MissppRS_W;MissppRS;MissppRS;1.40948;1.79942;1.58626;1.67972;1.73745;1.78161;1.81212;1.85463;1.90923;1.96755;2.01704;km^3;219;Irrigation;Lower_Mississippi_River
Reference;LA;water_td_irr_TexasCst_W;TexasCst;TexasCst;0.0259734;0.0366361;0.0297644;0.0316953;0.0336555;0.0358295;0.0377925;0.0399807;0.0423879;0.0450626;0.0475791;km^3;225;Irrigation;Texas_Gulf_Coast
Reference;LA;water_td_irr_UsaCstSE_W;UsaCstSE;UsaCstSE;0.00543647;0.00616388;0.00539794;0.00557715;0.0059797;0.0064305;0.0068325;0.00705968;0.00732945;0.00764089;0.00790985;km^3;226;Irrigation;South_Atlantic_Gulf
Reference;LA;water_td_muni_W;ArkWhtRedR;ArkWhtRedR;0.116369;0.132774;0.138061;0.130204;0.127782;0.12874;0.132417;0.136074;0.139708;0.143017;0.146272;km^3;224;Municipal;Arkansas_White_Red
Reference;LA;water_td_muni_W;ArkWhtRedR;desalination;0;0;0;0;0;1.95E-10;1.14E-09;4.22E-09;1.45E-08;4.79E-08;1.48E-07;km^3;224;Municipal;Arkansas_White_Red
Reference;LA;water_td_muni_W;MissppRS;MissppRS;0.738795;0.84295;0.876512;0.826633;0.811251;0.817338;0.840684;0.863895;0.886971;0.907976;0.928646;km^3;219;Municipal;Lower_Mississippi_River
Reference;LA;water_td_muni_W;MissppRS;desalination;0;0;0;0;0;0;0;0;0;1.90E-10;3.37E-10;km^3;219;Municipal;Lower_Mississippi_River
Reference;LA;water_td_muni_W;TexasCst;TexasCst;0.0204871;0.0233754;0.0243061;0.0229229;0.0224964;0.0226651;0.0233125;0.0239562;0.0245961;0.0251786;0.0257518;km^3;225;Municipal;Texas_Gulf_Coast
Reference;LA;water_td_muni_W;TexasCst;desalination;0;0;0;0;0;0;0;0;0;0;1.64E-10;km^3;225;Municipal;Texas_Gulf_Coast
