scenario;region;sector;subsector;technology;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;basin_id;sector_name;subRegion
CO2B_W;CA;water_td_irr_UsaColoRS_W;UsaColoRS;desalination;0;0;0;0;0;0;0;0;0;9.13E-10;6.30E-08;km^3;221;Irrigation;Lower_Colorado_River
CO2B_W;CA;water_td_irr_UsaPacNW_W;UsaPacNW;UsaPacNW;5.15E-04;5.21E-04;5.50E-04;5.48E-04;5.67E-04;6.18E-04;6.50E-04;7.85E-04;8.72E-04;9.76E-04;9.57E-04;km^3;229;Irrigation;Pacific_Northwest
CO2B_W;CA;water_td_muni_W;California;California;8.42366;10.2427;8.75354;7.15814;7.11423;6.71375;3.5627;0.556273;0.0531662;0.0031852;1.96E-04;km^3;217;Municipal;California_River
CO2B_W;CA;water_td_muni_W;California;desalination;0;2.12E-09;1.78E-07;6.90E-05;0.0111291;0.291962;3.22699;6.41295;7.19017;7.4745;7.69519;km^3;217;Municipal;California_River
CO2B_W;CA;water_td_muni_W;GreatBasin;GreatBasin;0.0198083;0.0240858;0.020584;0.0168326;0.0167553;0.0164739;0.015966;0.0163882;0.0170327;0.0175838;0.0157712;km^3;222;Municipal;Great
CO2B_W;CA;water_td_muni_W;GreatBasin;desalination;0;0;0;0;0;0;0;0;0;0;0.00232458;km^3;222;Municipal;Great
CO2B_W;CA;water_td_muni_W;UsaColoRS;UsaColoRS;0.046419;0.0564431;0.0482368;0.0394457;0.0392634;0.0385953;0.0373898;0.0383102;0.03954;0.0373278;0.00405738;km^3;221;Municipal;Lower_Colorado_River
CO2B_W;CA;water_td_muni_W;UsaColoRS;desalination;0;0;0;0;1.22E-06;1.00E-05;2.51E-05;9.40E-05;3.75E-04;0.00387832;0.0383484;km^3;221;Municipal;Lower_Colorado_River
CO2B_W;CA;water_td_muni_W;UsaPacNW;UsaPacNW;5.19E-04;6.32E-04;5.40E-04;4.41E-04;4.39E-04;4.32E-04;4.19E-04;4.30E-04;4.47E-04;4.61E-04;4.73E-04;km^3;229;Municipal;Pacific_Northwest
CO2B_W;CA;water_td_muni_W;UsaPacNW;desalination;0;0;0;0;0;0;0;0;0;0;1.35E-06;km^3;229;Municipal;Pacific_Northwest
CO2B_W;CA;water_td_pri_W;California;California;0.335376;0.463172;0.273927;0.418256;0.4191;0.395501;0.197005;0.0225018;0.00155421;5.29E-05;1.19E-06;km^3;217;Mining;California_River
CO2B_W;CA;water_td_pri_W;California;desalination;0;0;5.58E-09;4.03E-06;6.56E-04;0.0171992;0.178441;0.25941;0.21019;0.124182;0.0466056;km^3;217;Mining;California_River
CO2B_W;CA;water_td_pri_W;GreatBasin;GreatBasin;0.00220063;0.00303919;0.00179742;0.00274449;0.0027543;0.00270801;0.00246356;0.00184981;0.0013894;8.15E-04;2.67E-04;km^3;222;Mining;Great
CO2B_W;CA;water_td_pri_W;GreatBasin;desalination;0;0;0;0;0;0;0;0;0;0;3.93E-05;km^3;222;Mining;Great
CO2B_W;CA;water_td_pri_W;UsaColoRS;UsaColoRS;0.0165811;0.0228994;0.013543;0.0206789;0.0207522;0.0203988;0.0185497;0.0139037;0.0103704;0.00556413;2.20E-04;km^3;221;Mining;Lower_Colorado_River
CO2B_W;CA;water_td_pri_W;UsaColoRS;desalination;0;0;0;0;6.45E-07;5.29E-06;1.25E-05;3.41E-05;9.83E-05;5.78E-04;0.00208378;km^3;221;Mining;Lower_Colorado_River
CO2B_W;CA;water_td_pri_W;UsaPacNW;UsaPacNW;3.67E-04;5.06E-04;2.99E-04;4.57E-04;4.59E-04;4.51E-04;4.10E-04;3.08E-04;2.31E-04;1.36E-04;5.08E-05;km^3;229;Mining;Pacific_Northwest
CO2B_W;CA;water_td_pri_W;UsaPacNW;desalination;0;0;0;0;0;0;0;0;0;0;1.45E-07;km^3;229;Mining;Pacific_Northwest
CO2B_W;CO;water_td_an_W;ArkWhtRedR;ArkWhtRedR;0.0242775;0.0067532;0.00857911;0.00773425;0.00819407;0.00868551;0.00907694;0.00954677;0.00978793;0.0101181;0.0103738;km^3;224;Livestock;Arkansas_White_Red
CO2B_W;CO;water_td_an_W;MissouriR;MissouriR;0.080171;0.0223009;0.0283306;0.0255406;0.0270591;0.0286819;0.0299745;0.0315261;0.0323224;0.0334126;0.0342572;km^3;223;Livestock;Missouri_River
CO2B_W;CO;water_td_an_W;RioGrande;RioGrande;0.00694618;0.0019322;0.00245462;0.00221289;0.00234445;0.00248506;0.00259706;0.00273148;0.00280048;0.00289494;0.00296811;km^3;231;Livestock;Rio_Grande_River
CO2B_W;CO;water_td_an_W;UsaColoRN;UsaColoRN;0.0225252;0.00626576;0.00795987;0.007176;0.00760262;0.00805859;0.00842177;0.00885769;0.00908143;0.00938775;0.00962502;km^3;220;Livestock;Upper_Colorado_River
CO2B_W;CO;water_td_elec_W;ArkWhtRedR;ArkWhtRedR;0.0619336;0.0745966;0.0737392;0.0663927;0.0575668;0.0572125;0.0283686;0.0116909;0.00786242;0.0089241;0.0126209;km^3;224;Electricity;Arkansas_White_Red
CO2B_W;CO;water_td_elec_W;MissouriR;MissouriR;0.233835;0.281645;0.278408;0.250671;0.217348;0.21601;0.107108;0.0441399;0.0296852;0.0336936;0.0476513;km^3;223;Electricity;Missouri_River
CO2B_W;CO;water_td_elec_W;RioGrande;RioGrande;0.00391455;0.00471492;0.00466073;0.00419639;0.00363854;0.00361615;0.00179305;7.39E-04;4.97E-04;5.64E-04;7.98E-04;km^3;231;Electricity;Rio_Grande_River
CO2B_W;CO;water_td_elec_W;UsaColoRN;UsaColoRN;0.0382751;0.0461009;0.045571;0.0410309;0.0355764;0.0353575;0.0175319;0.00722501;0.004859;0.00551512;0.00779977;km^3;220;Electricity;Upper_Colorado_River
CO2B_W;CO;water_td_ind_W;ArkWhtRedR;ArkWhtRedR;0.0298053;0.0360794;0.0329867;0.0212971;0.0236241;0.0263086;0.0278562;0.0292052;0.0306651;0.0320489;0.0340098;km^3;224;Manufacturing;Arkansas_White_Red
CO2B_W;CO;water_td_ind_W;MissouriR;MissouriR;0.112398;0.136058;0.124395;0.0803127;0.089088;0.0992115;0.105048;0.110135;0.11564;0.120858;0.128253;km^3;223;Manufacturing;Missouri_River
CO2B_W;CO;water_td_ind_W;RioGrande;RioGrande;0.00188174;0.00227786;0.0020826;0.00134458;0.0014915;0.00166098;0.00175869;0.00184385;0.00193603;0.00202339;0.00214719;km^3;231;Manufacturing;Rio_Grande_River
CO2B_W;CO;water_td_ind_W;UsaColoRN;UsaColoRN;0.0184794;0.0223694;0.0204519;0.0132043;0.014647;0.0163114;0.017271;0.0181073;0.0190125;0.0198704;0.0210862;km^3;220;Manufacturing;Upper_Colorado_River
CO2B_W;CO;water_td_irr_ArkWhtRedR_W;ArkWhtRedR;ArkWhtRedR;2.72834;3.90529;3.64243;3.9576;3.88691;3.64267;3.37457;3.29805;2.74018;1.90654;0.739117;km^3;224;Irrigation;Arkansas_White_Red
CO2B_W;CO;water_td_irr_MissouriR_W;MissouriR;MissouriR;4.63677;6.83675;7.20876;8.1299;8.65673;8.94262;8.91789;9.40505;7.965;5.31613;2.15049;km^3;223;Irrigation;Missouri_River
CO2B_W;CO;water_td_irr_RioGrande_W;RioGrande;RioGrande;0.530491;0.592292;0.516695;0.539706;0.564482;0.683825;0.783418;1.13182;1.32682;1.52651;1.70875;km^3;231;Irrigation;Rio_Grande_River
CO2B_W;CO;water_td_irr_UsaColoRN_W;UsaColoRN;UsaColoRN;0.136456;0.170762;0.169135;0.174502;0.186421;0.217653;0.224825;0.293001;0.322759;0.331899;0.264409;km^3;220;Irrigation;Upper_Colorado_River
CO2B_W;CO;water_td_muni_W;ArkWhtRedR;ArkWhtRedR;0.169522;0.227665;0.224336;0.22278;0.237548;0.250136;0.256261;0.240436;0.216278;0.19135;0.174963;km^3;224;Municipal;Arkansas_White_Red
CO2B_W;CO;water_td_muni_W;MissouriR;MissouriR;0.639065;0.85825;0.8457;0.839836;0.895506;0.942963;0.966051;0.906394;0.815324;0.721352;0.659576;km^3;223;Municipal;Missouri_River
CO2B_W;CO;water_td_muni_W;RioGrande;RioGrande;0.0107088;0.0143817;0.0141714;0.0140731;0.015006;0.0158012;0.0161881;0.0151885;0.0136624;0.0120877;0.0110525;km^3;231;Municipal;Rio_Grande_River
CO2B_W;CO;water_td_muni_W;UsaColoRN;UsaColoRN;0.105096;0.141142;0.139078;0.138114;0.147269;0.155073;0.15887;0.149059;0.134083;0.118629;0.108469;km^3;220;Municipal;Upper_Colorado_River
CO2B_W;CO;water_td_pri_W;ArkWhtRedR;ArkWhtRedR;0.016503;0.00624518;0.00544627;0.00813913;0.00816823;0.00803095;0.00730601;0.00548586;0.00412043;0.00241756;9.07E-04;km^3;224;Mining;Arkansas_White_Red
CO2B_W;CO;water_td_pri_W;MissouriR;MissouriR;0.0621753;0.0235288;0.0205189;0.0306643;0.0307739;0.0302567;0.0275255;0.020668;0.0155238;0.00910818;0.00341692;km^3;223;Mining;Missouri_River
CO2B_W;CO;water_td_pri_W;RioGrande;RioGrande;0.00104595;3.96E-04;3.45E-04;5.16E-04;5.18E-04;5.09E-04;4.63E-04;3.48E-04;2.61E-04;1.53E-04;5.75E-05;km^3;231;Mining;Rio_Grande_River
CO2B_W;CO;water_td_pri_W;UsaColoRN;UsaColoRN;0.0102349;0.00387314;0.00337767;0.00504773;0.00506578;0.00498064;0.00453104;0.00340223;0.00255541;0.00149932;5.62E-04;km^3;220;Mining;Upper_Colorado_River
CO2B_W;CT;water_td_an_W;UsaCstE;UsaCstE;1.48E-05;1.89E-05;1.74E-05;1.98E-05;2.10E-05;2.22E-05;2.32E-05;2.43E-05;2.39E-05;1.35E-05;4.54E-07;km^3;233;Livestock;Mid_Atlantic
CO2B_W;CT;water_td_an_W;UsaCstE;desalination;0;2.41E-10;0;0;0;1.44E-09;2.16E-08;1.57E-07;1.19E-06;1.24E-05;2.61E-05;km^3;233;Livestock;Mid_Atlantic
CO2B_W;CT;water_td_an_W;UsaCstNE;UsaCstNE;0.00108399;0.00138959;0.00127897;0.00145534;0.00154186;0.00163434;0.00170799;0.0017964;0.00184178;0.0019039;0.00190345;km^3;232;Livestock;New_England
CO2B_W;CT;water_td_an_W;UsaCstNE;desalination;0;0;0;0;0;0;0;0;0;0;4.86E-05;km^3;232;Livestock;New_England
CO2B_W;CT;water_td_elec_W;UsaCstE;UsaCstE;0.0939222;0.0607064;0.0296543;0.0100994;0.00340634;0.00177674;0.00186569;0.00197319;0.00197524;0.00140962;7.57E-05;km^3;233;Electricity;Mid_Atlantic
CO2B_W;CT;water_td_elec_W;UsaCstE;desalination;0;7.72E-07;1.06E-08;0;0;1.15E-07;1.73E-06;1.27E-05;9.84E-05;0.00129295;0.00435199;km^3;233;Electricity;Mid_Atlantic
CO2B_W;CT;water_td_elec_W;UsaCstNE;UsaCstNE;0.522714;0.337859;0.165038;0.0562072;0.0189576;0.00988888;0.0103929;0.0110524;0.0115407;0.0150409;0.0240287;km^3;232;Electricity;New_England
CO2B_W;CT;water_td_elec_W;UsaCstNE;desalination;0;0;0;0;0;0;0;0;0;0;6.13E-04;km^3;232;Electricity;New_England
CO2B_W;CT;water_td_ind_W;UsaCstE;UsaCstE;0.00408961;0.0034481;0.0033915;0.00922126;0.00923286;0.00970973;0.0102718;0.0108381;0.0110216;0.00635326;2.19E-04;km^3;233;Manufacturing;Mid_Atlantic
CO2B_W;CT;water_td_ind_W;UsaCstE;desalination;0;4.39E-08;1.22E-09;0;0;6.27E-07;9.55E-06;6.98E-05;5.49E-04;0.00582739;0.0125938;km^3;233;Manufacturing;Mid_Atlantic
CO2B_W;CT;water_td_ind_W;UsaCstNE;UsaCstNE;0.106626;0.0899015;0.0884246;0.24042;0.240723;0.253172;0.268061;0.284397;0.301679;0.317579;0.325749;km^3;232;Manufacturing;New_England
CO2B_W;CT;water_td_ind_W;UsaCstNE;desalination;0;0;0;0;0;0;0;0;0;0;0.00831299;km^3;232;Manufacturing;New_England
CO2B_W;CT;water_td_irr_UsaCstE_W;UsaCstE;UsaCstE;1.72E-04;1.87E-04;1.54E-04;1.61E-04;1.69E-04;1.64E-04;1.60E-04;1.72E-04;1.78E-04;1.78E-04;1.56E-04;km^3;233;Irrigation;Mid_Atlantic
CO2B_W;CT;water_td_irr_UsaCstE_W;UsaCstE;desalination;0;0;0;0;0;0;0;0;0;0;1.40E-10;km^3;233;Irrigation;Mid_Atlantic
CO2B_W;CT;water_td_irr_UsaCstNE_W;UsaCstNE;UsaCstNE;0.0209446;0.018436;0.0171553;0.0168933;0.017746;0.0228981;0.026846;0.0394741;0.0453194;0.051202;0.0464431;km^3;232;Irrigation;New_England
CO2B_W;CT;water_td_muni_W;UsaCstE;UsaCstE;0.0267381;0.034574;0.031333;0.017229;0.0169243;0.0171199;0.0177313;0.0182777;0.0181981;0.0102751;3.02E-04;km^3;233;Municipal;Mid_Atlantic
CO2B_W;CT;water_td_muni_W;UsaCstE;desalination;0;4.40E-07;1.12E-08;0;0;1.11E-06;1.65E-05;1.18E-04;9.07E-04;0.00942464;0.0173585;km^3;233;Municipal;Mid_Atlantic
CO2B_W;CT;water_td_muni_W;UsaCstNE;UsaCstNE;0.553779;0.716077;0.648944;0.356833;0.350522;0.354597;0.367577;0.380993;0.395685;0.408006;0.356668;km^3;232;Municipal;New_England
CO2B_W;CT;water_td_muni_W;UsaCstNE;desalination;0;0;0;0;0;0;0;0;0;0;0.00910202;km^3;232;Municipal;New_England
CO2B_W;CT;water_td_pri_W;UsaCstE;UsaCstE;1.65E-04;3.76E-04;3.49E-04;4.11E-04;4.13E-04;4.06E-04;3.69E-04;2.75E-04;1.98E-04;6.37E-05;7.83E-07;km^3;233;Mining;Mid_Atlantic
CO2B_W;CT;water_td_pri_W;UsaCstE;desalination;0;4.78E-09;1.25E-10;0;0;2.62E-08;3.43E-07;1.77E-06;9.88E-06;5.84E-05;4.50E-05;km^3;233;Mining;Mid_Atlantic
CO2B_W;CT;water_td_pri_W;UsaCstNE;UsaCstNE;0.00220685;0.0050277;0.00466805;0.00549801;0.00551767;0.00542493;0.00493523;0.00370572;0.00278337;0.00163307;5.97E-04;km^3;232;Mining;New_England
CO2B_W;CT;water_td_pri_W;UsaCstNE;desalination;0;0;0;0;0;0;0;0;0;0;1.52E-05;km^3;232;Mining;New_England
CO2B_W;DC;water_td_elec_W;UsaCstE;UsaCstE;0.00240398;0.00147749;0.00123785;0.00230288;0.00113214;0.00106559;0.00144153;0.00100815;9.06E-04;8.04E-04;8.05E-04;km^3;233;Electricity;Mid_Atlantic
CO2B_W;DC;water_td_ind_W;UsaCstE;UsaCstE;6.91E-04;0;0;0;0;3.06E-06;2.76E-05;5.34E-05;8.91E-05;1.46E-04;2.20E-04;km^3;233;Manufacturing;Mid_Atlantic
CO2B_W;DC;water_td_irr_UsaCstE_W;UsaCstE;UsaCstE;1.74E-04;1.91E-04;1.94E-04;2.03E-04;2.12E-04;2.06E-04;2.01E-04;2.16E-04;2.24E-04;2.24E-04;1.97E-04;km^3;233;Irrigation;Mid_Atlantic
CO2B_W;DC;water_td_pri_W;UsaCstE;UsaCstE;5.37E-04;0;0;0;0;0;0;0;0;0;0;km^3;233;Mining;Mid_Atlantic
CO2B_W;DE;water_td_an_W;UsaCstE;UsaCstE;0.00215209;0.00184793;0.00168144;0.00171887;0.00182105;0.00193015;0.00201539;0.0021081;0.00207203;0.00117286;3.94E-05;km^3;233;Livestock;Mid_Atlantic
CO2B_W;DE;water_td_an_W;UsaCstE;desalination;0;2.35E-08;6.03E-10;0;0;1.25E-07;1.87E-06;1.36E-05;1.03E-04;0.00107578;0.00226606;km^3;233;Livestock;Mid_Atlantic
CO2B_W;DE;water_td_elec_W;UsaCstE;UsaCstE;0.802495;0.609634;0.288678;0.084116;0.0373622;0.0353933;0.0146593;0.0066103;0.00462345;0.0024091;1.04E-04;km^3;233;Electricity;Mid_Atlantic
CO2B_W;DE;water_td_elec_W;UsaCstE;desalination;0;7.76E-06;1.03E-07;0;0;2.29E-06;1.36E-05;4.26E-05;2.30E-04;0.00220969;0.00598393;km^3;233;Electricity;Mid_Atlantic
CO2B_W;DE;water_td_ind_W;UsaCstE;UsaCstE;0.0897577;0.0571253;0.132571;0.416696;0.412842;0.424302;0.431808;0.44222;0.43236;0.236011;0.00802226;km^3;233;Manufacturing;Mid_Atlantic
CO2B_W;DE;water_td_ind_W;UsaCstE;desalination;0;7.27E-07;4.75E-08;0;0;2.74E-05;4.01E-04;0.00284951;0.021543;0.216476;0.46116;km^3;233;Manufacturing;Mid_Atlantic
CO2B_W;DE;water_td_irr_UsaCstE_W;UsaCstE;UsaCstE;0.15857;0.183538;0.204664;0.2144;0.224371;0.217583;0.212604;0.228731;0.23731;0.236405;0.207957;km^3;233;Irrigation;Mid_Atlantic
CO2B_W;DE;water_td_irr_UsaCstE_W;UsaCstE;desalination;0;0;0;0;0;0;0;0;1.85E-10;3.39E-09;1.87E-07;km^3;233;Irrigation;Mid_Atlantic
CO2B_W;DE;water_td_muni_W;UsaCstE;UsaCstE;0.132184;0.141839;0.128316;0.139368;0.139216;0.133372;0.133017;0.131712;0.124082;0.0647742;0.00215812;km^3;233;Municipal;Mid_Atlantic
CO2B_W;DE;water_td_muni_W;UsaCstE;desalination;0;1.80E-06;4.60E-08;0;0;8.62E-06;1.24E-04;8.49E-04;0.00618258;0.0594127;0.124059;km^3;233;Municipal;Mid_Atlantic
CO2B_W;DE;water_td_pri_W;UsaCstE;UsaCstE;0;0.00247928;9.04E-04;9.04E-04;9.07E-04;8.92E-04;8.10E-04;6.05E-04;4.36E-04;1.40E-04;1.72E-06;km^3;233;Mining;Mid_Atlantic
CO2B_W;DE;water_td_pri_W;UsaCstE;desalination;0;3.15E-08;3.24E-10;0;0;5.76E-08;7.53E-07;3.90E-06;2.17E-05;1.28E-04;9.90E-05;km^3;233;Mining;Mid_Atlantic
CO2B_W;FL;water_td_an_W;Caribbean;Caribbean;8.32E-06;3.10E-06;4.24E-06;5.18E-06;5.49E-06;5.81E-06;6.08E-06;6.39E-06;6.55E-06;6.77E-06;6.94E-06;km^3;101;Livestock;Caribbean
CO2B_W;FL;water_td_an_W;Caribbean;desalination;0;0;0;0;0;0;0;0;0;0;1.85E-10;km^3;101;Livestock;Caribbean
CO2B_W;FL;water_td_an_W;UsaCstSE;UsaCstSE;0.0537576;0.0200314;0.0273737;0.0334486;0.0354371;0.0375625;0.0392553;0.0412872;0.0423301;0.0385217;7.74E-04;km^3;226;Livestock;South_Atlantic_Gulf
CO2B_W;FL;water_td_an_W;UsaCstSE;desalination;0;0;0;0;0;0;0;0;0;0.00523617;0.0440901;km^3;226;Livestock;South_Atlantic_Gulf
CO2B_W;FL;water_td_elec_W;Caribbean;Caribbean;0.00379097;0.00714533;0.00528123;0.00507075;0.00458093;0.00451448;0.00390234;0.00293688;0.0018741;6.90E-04;5.28E-04;km^3;101;Electricity;Caribbean
CO2B_W;FL;water_td_elec_W;Caribbean;desalination;0;0;0;0;0;0;0;0;0;6.70E-10;1.41E-08;km^3;101;Electricity;Caribbean
CO2B_W;FL;water_td_elec_W;UsaCstSE;UsaCstSE;2.40834;4.53931;3.35508;3.22136;2.91019;2.86797;2.47909;1.86575;1.19059;0.385645;0.00578153;km^3;226;Electricity;South_Atlantic_Gulf
CO2B_W;FL;water_td_elec_W;UsaCstSE;desalination;0;0;0;0;0;0;0;2.22E-10;6.64E-10;0.0524198;0.329424;km^3;226;Electricity;South_Atlantic_Gulf
CO2B_W;FL;water_td_ind_W;Caribbean;Caribbean;8.97E-04;5.41E-04;4.75E-04;5.45E-04;6.11E-04;6.79E-04;7.32E-04;7.51E-04;7.61E-04;7.73E-04;8.26E-04;km^3;101;Manufacturing;Caribbean
CO2B_W;FL;water_td_ind_W;Caribbean;desalination;0;0;0;0;0;0;0;0;0;7.51E-10;2.20E-08;km^3;101;Manufacturing;Caribbean
CO2B_W;FL;water_td_ind_W;UsaCstSE;UsaCstSE;0.555526;0.335225;0.294011;0.337832;0.378434;0.420796;0.453799;0.465503;0.471504;0.421797;0.00882851;km^3;226;Manufacturing;South_Atlantic_Gulf
CO2B_W;FL;water_td_ind_W;UsaCstSE;desalination;0;0;0;0;0;0;0;0;2.63E-10;0.0573339;0.503037;km^3;226;Manufacturing;South_Atlantic_Gulf
CO2B_W;FL;water_td_irr_Caribbean_W;Caribbean;Caribbean;0.0243747;0.0221728;0.0214938;0.0230454;0.0228294;0.0221018;0.0218753;0.0221589;0.0237025;0.0262247;0.0310574;km^3;101;Irrigation;Caribbean
CO2B_W;FL;water_td_irr_UsaCstSE_W;UsaCstSE;UsaCstSE;3.55104;3.28131;2.90434;3.00076;3.24844;3.53022;3.81131;4.22513;4.64739;4.62177;4.31125;km^3;226;Irrigation;South_Atlantic_Gulf
CO2B_W;FL;water_td_irr_UsaCstSE_W;UsaCstSE;desalination;0;0;0;0;0;0;0;0;0;9.82E-09;3.84E-06;km^3;226;Irrigation;South_Atlantic_Gulf
CO2B_W;FL;water_td_muni_W;Caribbean;Caribbean;0.00501557;0.00615732;0.00522426;0.00539208;0.00586002;0.00623092;0.00648353;0.00665571;0.00682272;0.00579993;0.0056454;km^3;101;Municipal;Caribbean
CO2B_W;FL;water_td_muni_W;Caribbean;desalination;0;0;0;0;0;0;0;0;0;5.63E-09;1.50E-07;km^3;101;Municipal;Caribbean
CO2B_W;FL;water_td_muni_W;UsaCstSE;UsaCstSE;3.0682;3.76665;3.19587;3.29852;3.58478;3.81168;3.9662;4.07153;4.1737;3.12346;0.0595665;km^3;226;Municipal;South_Atlantic_Gulf
CO2B_W;FL;water_td_muni_W;UsaCstSE;desalination;0;0;0;0;0;0;0;4.85E-10;2.33E-09;0.424564;3.39402;km^3;226;Municipal;South_Atlantic_Gulf
CO2B_W;FL;water_td_pri_W;Caribbean;Caribbean;5.45E-04;4.98E-04;1.93E-04;2.91E-04;2.92E-04;2.87E-04;2.61E-04;1.96E-04;1.47E-04;8.64E-05;3.24E-05;km^3;101;Mining;Caribbean
CO2B_W;FL;water_td_pri_W;Caribbean;desalination;0;0;0;0;0;0;0;0;0;0;8.64E-10;km^3;101;Mining;Caribbean
CO2B_W;FL;water_td_pri_W;UsaCstSE;UsaCstSE;0.337837;0.308637;0.119781;0.180264;0.180908;0.177868;0.161812;0.1215;0.0912584;0.0471364;3.46E-04;km^3;226;Mining;South_Atlantic_Gulf
CO2B_W;FL;water_td_pri_W;UsaCstSE;desalination;0;0;0;0;0;0;0;0;0;0.00640713;0.0197403;km^3;226;Mining;South_Atlantic_Gulf
CO2B_W;GA;water_td_an_W;TennR;TennR;9.19E-04;0.00113945;0.00133583;0.00204787;0.00216961;0.00229974;0.00240338;0.00252778;0.00259163;0.00267905;0.00274676;km^3;230;Livestock;Tennessee_River
CO2B_W;GA;water_td_an_W;UsaCstSE;UsaCstSE;0.0249243;0.0309068;0.0362335;0.055547;0.0588493;0.0623788;0.06519;0.0685644;0.0702963;0.0639718;0.00128503;km^3;226;Livestock;South_Atlantic_Gulf
CO2B_W;GA;water_td_an_W;UsaCstSE;desalination;0;0;0;0;0;0;0;0;0;0.00869553;0.073219;km^3;226;Livestock;South_Atlantic_Gulf
CO2B_W;GA;water_td_elec_W;TennR;TennR;0.0740319;0.100025;0.0925814;0.0567122;0.0487257;0.0478351;0.0263239;0.0102867;0.00812081;0.00796036;0.00911839;km^3;230;Electricity;Tennessee_River
CO2B_W;GA;water_td_elec_W;UsaCstSE;UsaCstSE;2.30115;3.10909;2.87772;1.76279;1.51455;1.48687;0.818229;0.319743;0.25242;0.217825;0.0048885;km^3;226;Electricity;South_Atlantic_Gulf
CO2B_W;GA;water_td_elec_W;UsaCstSE;desalination;0;0;0;0;0;0;0;0;1.41E-10;0.0296084;0.27854;km^3;226;Electricity;South_Atlantic_Gulf
CO2B_W;GA;water_td_ind_W;TennR;TennR;0.0279251;0.0226015;0.0207116;0.0202166;0.0220282;0.0239639;0.025284;0.0253774;0.0253603;0.0253443;0.026319;km^3;230;Manufacturing;Tennessee_River
CO2B_W;GA;water_td_ind_W;UsaCstSE;UsaCstSE;0.879447;0.71179;0.652271;0.636685;0.693737;0.754698;0.79627;0.799213;0.798675;0.702658;0.0142961;km^3;226;Manufacturing;South_Atlantic_Gulf
CO2B_W;GA;water_td_ind_W;UsaCstSE;desalination;0;0;0;0;0;0;0;0;4.45E-10;0.0955106;0.814572;km^3;226;Manufacturing;South_Atlantic_Gulf
CO2B_W;GA;water_td_irr_TennR_W;TennR;TennR;0.00161385;0.00196589;0.00196745;0.00205644;0.00220001;0.00237426;0.0025393;0.00299813;0.0034245;0.00403665;0.00477269;km^3;230;Irrigation;Tennessee_River
CO2B_W;GA;water_td_irr_UsaCstSE_W;UsaCstSE;UsaCstSE;0.459994;0.870091;0.918773;0.949276;1.02763;1.11677;1.20569;1.3366;1.47018;1.46207;1.36384;km^3;226;Irrigation;South_Atlantic_Gulf
CO2B_W;GA;water_td_irr_UsaCstSE_W;UsaCstSE;desalination;0;0;0;0;0;0;0;0;0;3.11E-09;1.21E-06;km^3;226;Irrigation;South_Atlantic_Gulf
CO2B_W;GA;water_td_muni_W;TennR;TennR;0.0451684;0.0552272;0.0522842;0.049912;0.0528411;0.0550182;0.0567476;0.0579839;0.0591813;0.0502783;0.0487566;km^3;230;Municipal;Tennessee_River
CO2B_W;GA;water_td_muni_W;UsaCstSE;UsaCstSE;1.42317;1.74011;1.64738;1.57263;1.66493;1.73352;1.78801;1.82696;1.86469;1.39461;0.0264965;km^3;226;Municipal;South_Atlantic_Gulf
CO2B_W;GA;water_td_muni_W;UsaCstSE;desalination;0;0;0;0;0;0;0;2.17E-10;1.04E-09;0.189566;1.50973;km^3;226;Municipal;South_Atlantic_Gulf
CO2B_W;GA;water_td_pri_W;TennR;TennR;3.69E-04;0.00233369;8.75E-04;8.19E-04;8.22E-04;8.08E-04;7.35E-04;5.52E-04;4.15E-04;2.43E-04;9.13E-05;km^3;230;Mining;Tennessee_River
CO2B_W;GA;water_td_pri_W;UsaCstSE;UsaCstSE;0.0120379;0.0761779;0.0285477;0.0267382;0.0268338;0.0263828;0.0240013;0.0180218;0.0135362;0.00699166;5.14E-05;km^3;226;Mining;South_Atlantic_Gulf
CO2B_W;GA;water_td_pri_W;UsaCstSE;desalination;0;0;0;0;0;0;0;0;0;9.50E-04;0.00292805;km^3;226;Mining;South_Atlantic_Gulf
CO2B_W;HI;water_td_an_W;Hawaii;Hawaii;0.00493982;0.00233248;0.00234888;0.0020652;0.00218798;0.00231921;0.00242373;0.00254918;0.00261358;0.00270173;9.48E-04;km^3;234;Livestock;Hawaii
CO2B_W;HI;water_td_an_W;Hawaii;desalination;0;0;0;0;0;0;0;0;0;0;0.00182175;km^3;234;Livestock;Hawaii
CO2B_W;HI;water_td_elec_W;Hawaii;Hawaii;0.0113522;0.0148764;0.0147025;0.0133428;0.0119086;0.01159;0.0103542;0.0076403;0.00544164;0.00596829;0.00342347;km^3;234;Electricity;Hawaii
CO2B_W;HI;water_td_elec_W;Hawaii;desalination;0;0;0;0;0;0;0;0;0;0;0.00657694;km^3;234;Electricity;Hawaii
CO2B_W;HI;water_td_ind_W;Hawaii;Hawaii;0.0594885;0.0404096;0.00639646;3.32E-04;3.56E-04;3.90E-04;5.80E-04;7.07E-04;9.61E-04;0.00169896;0.00105721;km^3;234;Manufacturing;Hawaii
CO2B_W;HI;water_td_ind_W;Hawaii;desalination;0;0;0;0;0;0;0;0;0;0;0.00203104;km^3;234;Manufacturing;Hawaii
CO2B_W;HI;water_td_muni_W;Hawaii;Hawaii;0.342508;0.377212;0.389438;0.379947;0.379023;0.381025;0.390429;0.401554;0.412786;0.423265;0.115796;km^3;234;Municipal;Hawaii
