scenario;region;subsector;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;technology;CCS;technology_code;grid
CO2B_W;SD;gas_base_CC_CCS;0;0;0;0;0;0;3.03E-04;6.68E-04;9.05E-04;0.001339802;0.001528874;EJ;gas;w/ CCS;b natural gas;Central Northwest
CO2B_W;SD;gas_int_CC;3.10E-06;6.32E-05;8.50E-05;0.002019745;0.001856506;0.001868913;0.001730779;0.001679387;0.001319491;7.29E-04;3.21E-04;EJ;gas;no CCS;b natural gas;Central Northwest
CO2B_W;SD;gas_int_CC_CCS;0;0;0;0;0;0;7.13E-05;2.32E-04;3.99E-04;9.19E-04;0.001406149;EJ;gas;w/ CCS;b natural gas;Central Northwest
CO2B_W;SD;gas_peak_CC;5.50E-06;1.46E-04;5.11E-05;1.61E-04;1.38E-04;1.26E-04;1.02E-04;8.16E-05;5.14E-05;1.62E-05;5.06E-06;EJ;gas;no CCS;b natural gas;Central Northwest
CO2B_W;SD;gas_peak_CC_CCS;0;0;0;0;0;0;4.27E-08;8.37E-08;2.24E-07;5.88E-07;1.09E-06;EJ;gas;w/ CCS;b natural gas;Central Northwest
CO2B_W;SD;gas_peak_steam/CT;4.10E-06;5.15E-05;3.96E-05;8.50E-05;7.04E-05;6.21E-05;2.63E-05;1.72E-05;6.31E-06;1.77E-06;1.05E-06;EJ;gas;no CCS;b natural gas;Central Northwest
CO2B_W;SD;gas_subpeak_CC;2.91E-05;7.69E-04;2.47E-04;1.96E-04;1.84E-04;1.89E-04;1.66E-04;1.45E-04;1.21E-04;1.47E-04;5.85E-05;EJ;gas;no CCS;b natural gas;Central Northwest
CO2B_W;SD;gas_subpeak_CC_CCS;0;0;0;0;0;0;1.31E-06;2.46E-06;8.25E-06;6.04E-05;8.56E-05;EJ;gas;w/ CCS;b natural gas;Central Northwest
CO2B_W;SD;gas_subpeak_steam/CT;2.15E-05;2.71E-04;1.91E-04;1.04E-04;9.95E-05;1.05E-04;5.28E-05;3.82E-05;2.59E-05;5.20E-05;1.54E-05;EJ;gas;no CCS;b natural gas;Central Northwest
CO2B_W;SD;hydro_base;0.0133525;0.0112926;0.0191379;0.0177004;0.0206687;0.020637;0.0206145;0.0206175;0.0205714;0.0203988;0.0204215;EJ;hydro;no CCS;f hydro;Central Northwest
CO2B_W;SD;refined liquids_peak_steam/CT;0;0;2.03E-05;4.39E-05;2.52E-05;1.88E-05;5.89E-06;8.22E-06;3.34E-06;7.49E-07;1.78E-07;EJ;refined liquids;no CCS;refined liquids;Central Northwest
CO2B_W;SD;refined liquids_subpeak_steam/CT;6.54E-05;1.12E-04;2.03E-05;4.39E-05;2.88E-05;2.38E-05;6.24E-06;8.26E-06;3.42E-06;7.96E-07;1.87E-07;EJ;refined liquids;no CCS;refined liquids;Central Northwest
CO2B_W;SD;rooftop_pv;0;0;0;0;4.67E-05;1.20E-04;5.05E-04;6.59E-04;9.24E-04;0.00102344;0.00121077;EJ;rooftop_pv;no CCS;h solar;Central Northwest
CO2B_W;SD;wind_base;0;3.43E-04;0.00297905;0.00546363;0.0057139;0.006110493;0.007924453;0.009571403;0.010655913;0.008533743;0.010803163;EJ;wind;no CCS;g wind;Central Northwest
CO2B_W;SD;wind_base_storage;0;0;0;0;6.11E-06;1.48E-05;7.31E-05;1.50E-04;2.02E-04;3.37E-04;4.48E-04;EJ;wind;no CCS;g wind;Central Northwest
CO2B_W;SD;wind_int;0;1.43E-04;0.00124128;0.00227653;0.00227653;0.00227653;0.00227653;0.00227653;0.00227653;0;0;EJ;wind;no CCS;g wind;Central Northwest
CO2B_W;SD;wind_subpeak;0;8.57E-05;7.45E-04;0.00136584;0.00136584;0.00136584;0.00136584;0.00136584;0.00136584;0;0;EJ;wind;no CCS;g wind;Central Northwest
CO2B_W;TN;PV_base_storage;0;0;0;0;6.82E-05;9.40E-05;2.15E-04;4.66E-04;7.13E-04;0.001074978;0.001504111;EJ;solar;no CCS;h solar;Southeast
CO2B_W;TN;PV_int;0;0;0;0;0.00358219;0.00753974;0.01838264;0.03092394;0.04334504;0.06575344;0.08881825;EJ;solar;no CCS;h solar;Southeast
CO2B_W;TN;PV_peak;0;0;0;0;8.22E-05;1.51E-04;2.77E-04;3.72E-04;4.66E-04;6.18E-04;8.13E-04;EJ;solar;no CCS;h solar;Southeast
CO2B_W;TN;PV_subpeak;0;0;0;3.47E-04;8.12E-04;0.001248755;0.002059191;0.002693838;0.003335337;0.004280647;0.005682616;EJ;solar;no CCS;h solar;Southeast
CO2B_W;TN;biomass_base_IGCC;0;0;0;0;5.31E-05;7.62E-05;1.92E-04;3.21E-04;1.43E-04;5.87E-05;4.30E-05;EJ;biomass;no CCS;d biomass;Southeast
CO2B_W;TN;biomass_base_IGCC_CCS;0;0;0;0;0;0;1.41E-04;0.001076372;0.002529027;0.005067888;0.009746608;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B_W;TN;biomass_base_conv;0;4.42E-05;3.69E-05;1.01E-04;1.24E-04;1.42E-04;3.85E-04;3.96E-04;1.31E-04;4.53E-05;3.03E-05;EJ;biomass;no CCS;d biomass;Southeast
CO2B_W;TN;biomass_base_conv_CCS;0;0;0;0;0;0;2.66E-04;0.002732882;0.006317144;0.011511274;0.020195323;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B_W;TN;biomass_int_IGCC;0;0;0;0;1.09E-05;1.89E-05;3.12E-05;5.29E-05;4.96E-05;4.79E-05;4.79E-05;EJ;biomass;no CCS;d biomass;Southeast
CO2B_W;TN;biomass_int_IGCC_CCS;0;0;0;0;0;0;7.86E-06;3.60E-05;9.32E-05;3.08E-04;7.40E-04;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B_W;TN;biomass_int_conv;0;4.42E-05;3.69E-05;1.01E-04;7.43E-05;1.01E-04;1.39E-04;1.30E-04;6.79E-05;5.20E-05;4.48E-05;EJ;biomass;no CCS;d biomass;Southeast
CO2B_W;TN;biomass_int_conv_CCS;0;0;0;0;0;0;1.49E-05;7.28E-05;1.86E-04;5.85E-04;0.001351705;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B_W;TN;coal_base_IGCC_CCS;0;0;0;0;0;0;0.001495735;0.004286459;0.006658801;0.008408727;0.008921112;EJ;coal;w/ CCS;c coal;Southeast
CO2B_W;TN;coal_base_conv pul;0.056869271;0.078565607;0.06399697;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_base_conv pul 1951-1955;0;0;0;0.010377409;0.01014708;0.009491817;0.003169237;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_base_conv pul 1956-1960;0;0;0;0.017331186;0.017099657;0.016470278;0.006086719;2.00E-04;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_base_conv pul 1961-1965;0;0;0;3.27E-04;3.25E-04;3.21E-04;1.31E-04;5.81E-06;2.43E-07;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_base_conv pul 1966-1970;0;0;0;0.004933062;0.003177411;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_base_conv pul 1971-1975;0;0;0;0.035301852;0.035209141;0.035183038;0.015096179;8.01E-04;5.66E-05;1.95E-06;6.10E-08;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_base_conv pul 1981-1985;0;0;0;2.91E-04;2.91E-04;2.90E-04;1.25E-04;6.73E-06;5.05E-07;2.18E-08;1.22E-09;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_base_conv pul 1991-1995;0;0;0;7.48E-04;7.46E-04;7.46E-04;3.21E-04;1.73E-05;1.31E-06;5.81E-08;3.63E-09;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_base_conv pul before 1950;0;0;0;4.55E-04;2.61E-04;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_base_conv pul_CCS;0;0;0;0;0;0;0.001632098;0.004471379;0.006677747;0.007705391;0.007052212;EJ;coal;w/ CCS;c coal;Southeast
CO2B_W;TN;coal_base_conv pul_retire_2020;0.025926969;0.035818517;0.029176579;0.031805811;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_int_IGCC_CCS;0;0;0;0;0;0;9.37E-05;3.16E-04;6.56E-04;0.001472535;0.002558419;EJ;coal;w/ CCS;c coal;Southeast
CO2B_W;TN;coal_int_conv pul;0.065701485;0.06780375;0.049194604;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_int_conv pul 1951-1955;0;0;0;0.001531073;0.001500129;0.001403137;5.68E-04;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_int_conv pul 1956-1960;0;0;0;0.002557032;0.002527979;0.002434737;0.001090104;1.08E-04;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_int_conv pul 1961-1965;0;0;0;4.82E-05;4.80E-05;4.75E-05;2.35E-05;3.13E-06;3.12E-07;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_int_conv pul 1966-1970;0;0;0;7.28E-04;4.70E-04;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_int_conv pul 1971-1975;0;0;0;0.005208397;0.005205246;0.005200966;0.002703651;4.32E-04;7.26E-05;4.56E-06;1.96E-07;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_int_conv pul 1981-1985;0;0;0;4.30E-05;4.29E-05;4.29E-05;2.24E-05;3.63E-06;6.48E-07;5.10E-08;3.92E-09;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_int_conv pul 1991-1995;0;0;0;1.10E-04;1.10E-04;1.10E-04;5.75E-05;9.33E-06;1.68E-06;1.36E-07;1.17E-08;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_int_conv pul before 1950;0;0;0;6.71E-05;3.85E-05;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_int_conv pul_CCS;0;0;0;0;0;0;1.09E-04;3.51E-04;6.99E-04;0.001485639;0.002465244;EJ;coal;w/ CCS;c coal;Southeast
CO2B_W;TN;coal_int_conv pul_retire_2020;0.029953677;0.030912098;0.022428128;0.004692602;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_peak_conv pul;5.18E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_peak_conv pul_retire_2020;2.36E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_subpeak_conv pul;0.003846365;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;coal_subpeak_conv pul_retire_2020;0.001753581;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;TN;gas_base_CC;0;0;0.001525289;0.001500754;0.016802878;0.025947881;0.033323789;0.032019328;0.017513145;0.00389489;0.001737486;EJ;gas;no CCS;b natural gas;Southeast
CO2B_W;TN;gas_base_CC_CCS;0;0;0;0;0;0;0.006590348;0.01896701;0.031728972;0.048130084;0.065718498;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B_W;TN;gas_int_CC;1.17E-04;0.001611207;0.006847845;0.027576221;0.033207671;0.036518868;0.03408649;0.032084718;0.027925526;0.014722646;0.006843266;EJ;gas;no CCS;b natural gas;Southeast
CO2B_W;TN;gas_int_CC_CCS;0;0;0;0;0;0;0.001064604;0.003339682;0.006807838;0.015721723;0.028263777;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B_W;TN;gas_peak_CC;4.60E-06;8.12E-05;4.64E-05;3.10E-04;2.64E-04;2.40E-04;1.87E-04;1.37E-04;8.50E-05;2.08E-05;5.78E-06;EJ;gas;no CCS;b natural gas;Southeast
CO2B_W;TN;gas_peak_CC_CCS;0;0;0;0;0;0;4.32E-08;1.11E-07;2.18E-07;4.72E-07;1.02E-06;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B_W;TN;gas_peak_steam/CT;3.40E-06;2.85E-05;3.59E-05;1.64E-04;1.32E-04;1.14E-04;4.00E-05;1.95E-05;8.32E-06;1.69E-06;1.16E-06;EJ;gas;no CCS;b natural gas;Southeast
CO2B_W;TN;gas_subpeak_CC;3.06E-05;5.40E-04;9.46E-04;0.002093243;0.001819116;0.00167915;0.001359823;0.001049478;7.09E-04;2.23E-04;8.19E-05;EJ;gas;no CCS;b natural gas;Southeast
CO2B_W;TN;gas_subpeak_CC_CCS;0;0;0;0;0;0;2.49E-06;6.42E-06;1.27E-05;3.04E-05;6.05E-05;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B_W;TN;gas_subpeak_steam/CT;2.26E-05;1.90E-04;7.33E-04;0.001106269;9.44E-04;8.40E-04;3.43E-04;1.85E-04;8.94E-05;2.75E-05;1.87E-05;EJ;gas;no CCS;b natural gas;Southeast
CO2B_W;TN;hydro_base;0.0339897;0.0313588;0.0297279;0.0349637;0.0408271;0.0407644;0.04072;0.040726;0.0406347;0.0402939;0.0403388;EJ;hydro;no CCS;f hydro;Southeast
CO2B_W;TN;nuc_base_Gen II;0.0534371;0.10377;0.103815;0.0935869;0.0934082;0.0930494;0.0919801;0.0888853;0.0806668;0.0630218;0.0379106;EJ;nuclear;no CCS;e nuclear;Southeast
CO2B_W;TN;nuc_base_Gen III;0;0;0;0;0;0;0.0083516;0.02549919;0.04239558;0.06679408;0.0972028;EJ;nuclear;no CCS;e nuclear;Southeast
CO2B_W;TN;refined liquids_base_steam/CT;0;0;0;6.06E-04;7.25E-05;5.81E-05;8.55E-05;5.09E-05;1.43E-05;1.56E-06;2.02E-07;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B_W;TN;refined liquids_int_steam/CT;3.78E-04;6.93E-04;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B_W;TN;refined liquids_peak_steam/CT;0;0;4.48E-04;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B_W;TN;refined liquids_subpeak_steam/CT;9.45E-05;1.73E-04;4.48E-04;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B_W;TN;rooftop_pv;0;0;0;0;4.30E-04;0.00120628;0.0053986;0.00686858;0.00988431;0.0132823;0.0145298;EJ;rooftop_pv;no CCS;h solar;Southeast
CO2B_W;TN;wind_base;0;1.19E-05;1.47E-04;1.67E-04;0.006882104;0.012336234;0.036396234;0.079485634;0.115901934;0.15781044;0.20253503;EJ;wind;no CCS;g wind;Southeast
CO2B_W;TN;wind_base_storage;0;0;0;0;2.21E-04;3.82E-04;0.001103374;0.002523324;0.003882834;0.005782114;0.008094199;EJ;wind;no CCS;g wind;Southeast
CO2B_W;TX;CSP_base_storage;0;0;0;0;0.00111854;0.001826258;0.006410288;0.011317918;0.016392548;0.026419348;0.042631008;EJ;solar;no CCS;h solar;Texas
CO2B_W;TX;CSP_int;0;0;0;0;0.00286674;0.00675234;0.02363696;0.04959396;0.08381956;0.16441136;0.26958262;EJ;solar;no CCS;h solar;Texas
CO2B_W;TX;CSP_peak;0;0;0;0;1.67E-04;3.11E-04;6.89E-04;0.001093051;0.001634541;0.002756435;0.004931269;EJ;solar;no CCS;h solar;Texas
CO2B_W;TX;CSP_subpeak;4.68E-04;4.21E-04;6.21E-04;0.00250294;0.003125484;0.003874698;0.005534732;0.007484002;0.010552942;0.023158802;0.037776598;EJ;solar;no CCS;h solar;Texas
CO2B_W;TX;PV_base_storage;0;0;0;0;2.18E-04;3.70E-04;0.001391527;0.002514927;0.003698117;0.006061297;0.009955996;EJ;solar;no CCS;h solar;Texas
CO2B_W;TX;PV_int;0;0;0;0;0.0238913;0.060874;0.194311;0.314097;0.4261;0.639591;0.8743487;EJ;solar;no CCS;h solar;Texas
CO2B_W;TX;PV_peak;0;0;0;0;0.00139233;0.00276249;0.00574705;0.00761313;0.00938516;0.0123571;0.01657141;EJ;solar;no CCS;h solar;Texas
CO2B_W;TX;PV_subpeak;0;0;7.50E-05;0.00188359;0.00707183;0.01420277;0.02732177;0.0363172;0.0463603;0.08450051;0.11579857;EJ;solar;no CCS;h solar;Texas
CO2B_W;TX;biomass_base_IGCC;0;0;0;0;1.65E-04;2.64E-04;0.001014269;0.001164564;5.01E-04;2.90E-04;2.73E-04;EJ;biomass;no CCS;d biomass;Texas
CO2B_W;TX;biomass_base_IGCC_CCS;0;0;0;0;0;0;9.93E-04;0.004414027;0.00993595;0.023080421;0.055247529;EJ;biomass;w/ CCS;d biomass;Texas
CO2B_W;TX;biomass_base_conv;4.07E-04;3.77E-04;6.26E-04;0.00128702;3.82E-04;4.79E-04;0.00195612;0.001300032;4.49E-04;2.19E-04;1.89E-04;EJ;biomass;no CCS;d biomass;Texas
CO2B_W;TX;biomass_base_conv_CCS;0;0;0;0;0;0;0.00187723;0.01078993;0.0239913;0.05039097;0.11532007;EJ;biomass;w/ CCS;d biomass;Texas
CO2B_W;TX;biomass_int_IGCC;0;0;0;0;5.40E-05;1.03E-04;1.89E-04;2.58E-04;2.10E-04;3.03E-04;3.03E-04;EJ;biomass;no CCS;d biomass;Texas
CO2B_W;TX;biomass_int_IGCC_CCS;0;0;0;0;0;0;5.84E-05;2.08E-04;5.23E-04;0.001932391;0.004746042;EJ;biomass;w/ CCS;d biomass;Texas
CO2B_W;TX;biomass_int_conv;4.07E-04;3.77E-04;6.26E-04;0.00128702;4.82E-04;6.67E-04;9.05E-04;5.41E-04;2.86E-04;3.24E-04;2.80E-04;EJ;biomass;no CCS;d biomass;Texas
CO2B_W;TX;biomass_int_conv_CCS;0;0;0;0;0;0;1.09E-04;4.12E-04;0.001026261;0.003596891;0.008661322;EJ;biomass;w/ CCS;d biomass;Texas
CO2B_W;TX;coal_base_IGCC_CCS;0;0;0;0;0;0;0.01141362;0.02256923;0.03265889;0.04205011;0.05095645;EJ;coal;w/ CCS;c coal;Texas
CO2B_W;TX;coal_base_conv pul;0.3316945;0.4241821;0.4621863;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_base_conv pul 1976-1980;0;0;0;0.1744014;0.1741937;0.1739679;0.04881686;0.002926874;2.42E-04;5.89E-06;4.64E-07;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_base_conv pul 1981-1985;0;0;0;0.07970368;0.07961504;0.07953354;0.02234504;0.001346905;1.14E-04;2.96E-06;2.60E-07;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_base_conv pul 1986-1990;0;0;0;0.04210715;0.04206953;0.04205877;0.011857036;7.26E-04;6.55E-05;2.19E-06;3.74E-07;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_base_conv pul 1991-1995;0;0;0;0.01501108;0.01499774;0.01499404;0.004227274;2.59E-04;2.34E-05;7.84E-07;1.37E-07;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_base_conv pul 2006-2010;0;0;0;0.03827992;0.03824601;0.03823677;0.010780306;6.60E-04;5.97E-05;2.00E-06;3.52E-07;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_base_conv pul 2011-2015;0;0;0;0.04215866;0.04212114;0.04211103;0.011872612;7.27E-04;6.57E-05;2.21E-06;3.88E-07;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_base_conv pul_CCS;0;0;0;0;0;0;0.01294601;0.02460676;0.03423656;0.03936968;0.04252001;EJ;coal;w/ CCS;c coal;Texas
CO2B_W;TX;coal_base_conv pul_retire_2020;0.02918725;0.03732565;0.04066984;0.03446403;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_int_IGCC_CCS;0;0;0;0;0;0;7.11E-04;0.001928311;0.003874875;0.009441177;0.016639535;EJ;coal;w/ CCS;c coal;Texas
CO2B_W;TX;coal_int_conv pul;0.09734715;0.1060456;0.0681905;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_int_conv pul 1976-1980;0;0;0;0.02573102;0.02572114;0.025693;0.009593299;0.001000683;1.64E-04;1.06E-05;8.77E-07;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_int_conv pul 1981-1985;0;0;0;0.0117594;0.01175582;0.01174613;0.004391158;4.60E-04;7.73E-05;5.35E-06;4.91E-07;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_int_conv pul 1986-1990;0;0;0;0.006212442;0.006211925;0.006211573;0.002330103;2.48E-04;4.45E-05;3.94E-06;7.06E-07;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_int_conv pul 1991-1995;0;0;0;0.002214718;0.002214539;0.002214437;8.31E-04;8.85E-05;1.59E-05;1.41E-06;2.58E-07;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_int_conv pul 2006-2010;0;0;0;0.005647774;0.005647334;0.005647104;0.002118506;2.26E-04;4.05E-05;3.61E-06;6.66E-07;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_int_conv pul 2011-2015;0;0;0;0.006220039;0.006219546;0.006219283;0.002333163;2.49E-04;4.46E-05;3.98E-06;7.33E-07;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_int_conv pul_CCS;0;0;0;0;0;0;8.43E-04;0.002184495;0.00420123;0.009603784;0.01614953;EJ;coal;w/ CCS;c coal;Texas
CO2B_W;TX;coal_int_conv pul_retire_2020;0.008566008;0.009331433;0.006000382;0.005084795;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_peak_conv pul;5.53E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_peak_conv pul_retire_2020;4.87E-05;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_subpeak_conv pul;0.00392599;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;coal_subpeak_conv pul_retire_2020;3.45E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Texas
CO2B_W;TX;gas_base_CC;0.13976268;0.24807038;0.15286138;0.32456379;0.34285344;0.38353574;0.38474163;0.253420443;0.10688739;0.017950374;0.010874697;EJ;gas;no CCS;b natural gas;Texas
CO2B_W;TX;gas_base_CC_CCS;0;0;0;0;0;0;0.05675191;0.1119118;0.17331132;0.2781921;0.435640422;EJ;gas;w/ CCS;b natural gas;Texas
CO2B_W;TX;gas_int_CC;0.19027675;0.33773143;0.40476374;0.42095102;0.41732139;0.429567851;0.360790906;0.269575235;0.184552943;0.069370143;0.029598961;EJ;gas;no CCS;b natural gas;Texas
CO2B_W;TX;gas_int_CC_CCS;0;0;0;0;0;0;0.009006327;0.022632492;0.04430731;0.110915949;0.204615535;EJ;gas;w/ CCS;b natural gas;Texas
CO2B_W;TX;gas_peak_CC;0.002248023;0.005138543;0.004090938;0.005210108;0.004435926;0.004039938;0.002989431;0.001818131;8.90E-04;1.52E-04;4.60E-05;EJ;gas;no CCS;b natural gas;Texas
CO2B_W;TX;gas_peak_CC_CCS;0;0;0;0;0;0;5.95E-07;1.31E-06;2.53E-06;5.92E-06;1.32E-05;EJ;gas;w/ CCS;b natural gas;Texas
CO2B_W;TX;gas_peak_steam/CT;0.001665368;0.001807447;0.00317077;0.002753645;0.002230036;0.001919119;4.62E-04;1.42E-04;5.16E-05;1.46E-05;1.40E-05;EJ;gas;no CCS;b natural gas;Texas
CO2B_W;TX;gas_subpeak_CC;0.015837094;0.036201178;0.029062907;0.018612739;0.016143059;0.01497017;0.011637606;0.007668213;0.004237072;0.001499987;6.49E-04;EJ;gas;no CCS;b natural gas;Texas
CO2B_W;TX;gas_subpeak_CC_CCS;0;0;0;0;0;0;2.44E-05;5.56E-05;1.16E-04;5.02E-04;8.99E-04;EJ;gas;w/ CCS;b natural gas;Texas
CO2B_W;TX;gas_subpeak_steam/CT;0.01173247;0.01273343;0.02252569;0.009837302;0.008379765;0.007484435;0.002169089;7.82E-04;3.71E-04;3.97E-04;2.24E-04;EJ;gas;no CCS;b natural gas;Texas
CO2B_W;TX;hydro_base;0.006087;0.0048942;0.0046094;0.0034902;0.0040755;0.0040692;0.0040648;0.0040654;0.0040563;0.0040223;0.0040268;EJ;hydro;no CCS;f hydro;Texas
CO2B_W;TX;nuc_base_Gen II;0.0605242;0.142692;0.154693;0.147552;0.147545;0.147542;0.147549;0.147522;0.147444;0.147424;0.0337446;EJ;nuclear;no CCS;e nuclear;Texas
CO2B_W;TX;nuc_base_Gen III;0;0;0;0;0;0;0.0449406;0.0845486;0.1201248;0.1908627;0.3156011;EJ;nuclear;no CCS;e nuclear;Texas
CO2B_W;TX;refined liquids_base_steam/CT;2.03E-04;6.56E-04;0.00255757;4.73E-04;1.72E-05;1.36E-05;2.50E-05;2.43E-05;8.38E-06;6.90E-07;1.41E-07;EJ;refined liquids;no CCS;refined liquids;Texas
CO2B_W;TX;refined liquids_int_steam/CT;0.001621039;0.00524539;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Texas
CO2B_W;TX;refined liquids_subpeak_steam/CT;2.03E-04;6.56E-04;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Texas
CO2B_W;TX;rooftop_pv;0;0;0;0;0.00238311;0.0062053;0.0158356;0.0228285;0.0380091;0.0441655;0.0463344;EJ;rooftop_pv;no CCS;h solar;Texas
CO2B_W;TX;wind_base;0;0.015314;0.0950115;0.0980095;0.1458204;0.2025741;0.4234501;0.5900901;0.7333611;0.9295176;1.3182047;EJ;wind;no CCS;g wind;Texas
CO2B_W;TX;wind_base_offshore;0;0;0;0;0;0.00239122;0.02695972;0.05238912;0.07934722;0.13833522;0.2331474;EJ;wind;no CCS;g wind;Texas
CO2B_W;TX;wind_base_storage;0;0;0;0;9.62E-04;0.001946563;0.007044913;0.012284183;0.017578583;0.028115683;0.045005172;EJ;wind;no CCS;g wind;Texas
CO2B_W;TX;wind_int;0;0;0;0.0408373;0.0408373;0.0408373;0.0408373;0.0408373;0.0408373;0;0;EJ;wind;no CCS;g wind;Texas
CO2B_W;TX;wind_subpeak;0;0;0;0.0245024;0.0245024;0.0245024;0.0245024;0.0245024;0.0245024;0;0;EJ;wind;no CCS;g wind;Texas
CO2B_W;UT;CSP_base_storage;0;0;0;0;1.81E-04;3.63E-04;8.80E-04;0.001427445;0.001997352;0.003476312;0.005036672;EJ;solar;no CCS;h solar;Northwest
CO2B_W;UT;CSP_int;0;0;0;0;0.00737188;0.01156974;0.0266539;0.0513821;0.0783811;0.1258303;0.17999442;EJ;solar;no CCS;h solar;Northwest
CO2B_W;UT;CSP_peak;0;0;0;0;3.75E-05;6.05E-05;1.32E-04;2.10E-04;3.00E-04;4.35E-04;6.55E-04;EJ;solar;no CCS;h solar;Northwest
CO2B_W;UT;CSP_subpeak;1.04E-04;9.36E-05;1.38E-04;5.57E-04;7.91E-04;9.57E-04;0.001462268;0.002042648;0.002747516;0.003894238;0.005629022;EJ;solar;no CCS;h solar;Northwest
CO2B_W;UT;PV_base_storage;0;0;0;0;3.02E-05;6.31E-05;1.60E-04;2.65E-04;3.77E-04;6.68E-04;9.87E-04;EJ;solar;no CCS;h solar;Northwest
CO2B_W;UT;PV_int;0;0;0;0;0.0436538;0.0697354;0.1330632;0.1947366;0.2485151;0.3284717;0.3774201;EJ;solar;no CCS;h solar;Northwest
