scenario;region;subsector;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;technology;CCS;technology_code;grid
Reference;VA;gas_int_CC;0.002037916;0.0193374;0.0436938;0.1009303;0.09776552;0.09705878;0.09589851;0.09396961;0.09260491;0.09173319;0.09480767;EJ;gas;no CCS;b natural gas;Southeast
Reference;VA;gas_peak_CC;7.97E-05;9.74E-04;2.96E-04;0.001135065;9.66E-04;8.79E-04;7.66E-04;6.37E-04;5.01E-04;3.72E-04;2.65E-04;EJ;gas;no CCS;b natural gas;Southeast
Reference;VA;gas_peak_steam/CT;5.90E-05;3.43E-04;2.29E-04;6.00E-04;4.80E-04;4.16E-04;3.36E-04;2.83E-04;2.31E-04;1.77E-04;1.25E-04;EJ;gas;no CCS;b natural gas;Southeast
Reference;VA;gas_subpeak_CC;5.31E-04;0.00648293;0.00603624;0.00766128;0.006674993;0.006165653;0.005461417;0.00465194;0.003805929;0.003048447;0.00247265;EJ;gas;no CCS;b natural gas;Southeast
Reference;VA;gas_subpeak_steam/CT;3.93E-04;0.002280306;0.00467855;0.00404918;0.003429329;0.003033507;0.002510514;0.002157328;0.001813455;0.001478231;0.001184075;EJ;gas;no CCS;b natural gas;Southeast
Reference;VA;hydro_base;0.004444;0.0054033;0.0054366;0.0041821;0.0048834;0.0048759;0.0048706;0.0048713;0.0048604;0.0048197;0.004825;EJ;hydro;no CCS;f hydro;Southeast
Reference;VA;nuc_base_Gen II;0.0909035;0.104201;0.0994466;0.105209;0.105208;0.105187;0.103822;0.0564518;0;0;0;EJ;nuclear;no CCS;e nuclear;Southeast
Reference;VA;nuc_base_Gen III;0;0;0;0;0;0;0.00312733;0.00752907;0.0129598;0.01825035;0.02334052;EJ;nuclear;no CCS;e nuclear;Southeast
Reference;VA;refined liquids_base_steam/CT;0;0;0;0.00454375;5.46E-04;4.39E-04;3.49E-04;2.56E-04;2.04E-04;1.64E-04;1.38E-04;EJ;refined liquids;no CCS;refined liquids;Southeast
Reference;VA;refined liquids_int_steam/CT;0.00339829;0.01265216;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
Reference;VA;refined liquids_peak_steam/CT;0;0;0.00255676;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
Reference;VA;refined liquids_subpeak_steam/CT;8.50E-04;0.00316301;0.00255677;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
Reference;VA;rooftop_pv;0;0;0;0;2.92E-04;8.35E-04;0.00189829;0.00222561;0.00236269;0.00265562;0.00329179;EJ;rooftop_pv;no CCS;h solar;Southeast
Reference;VA;wind_base;0;0;0;0;0.00440239;0.00707951;0.01051742;0.0153834;0.02130802;0.0270488;0.02838152;EJ;wind;no CCS;g wind;Southeast
Reference;VA;wind_base_offshore;0;0;0;0;0;5.59E-04;0.002574041;0.006459311;0.012699061;0.020217741;0.02830105;EJ;wind;no CCS;g wind;Southeast
Reference;VA;wind_base_storage;0;0;0;0;1.99E-04;3.11E-04;4.46E-04;6.31E-04;8.53E-04;0.001067591;0.001076098;EJ;wind;no CCS;g wind;Southeast
Reference;VT;PV_base_storage;0;0;0;0;3.06E-08;1.00E-07;2.67E-07;5.28E-07;7.73E-07;1.12E-06;1.72E-06;EJ;solar;no CCS;h solar;New England
Reference;VT;PV_int;0;0;0;0;3.66E-04;0.001064168;0.002052943;0.002768801;0.003465437;0.004092148;0.004277546;EJ;solar;no CCS;h solar;New England
Reference;VT;PV_peak;0;0;0;0;8.44E-09;2.25E-08;4.02E-08;5.23E-08;6.56E-08;7.93E-08;8.92E-08;EJ;solar;no CCS;h solar;New England
Reference;VT;PV_subpeak;0;0;0;2.27E-04;2.33E-04;2.48E-04;2.63E-04;2.73E-04;2.84E-04;7.91E-05;8.42E-05;EJ;solar;no CCS;h solar;New England
Reference;VT;biomass_base_IGCC;0;0;0;0;8.68E-06;2.77E-05;5.90E-05;1.07E-04;1.47E-04;1.99E-04;2.97E-04;EJ;biomass;no CCS;d biomass;New England
Reference;VT;biomass_base_conv;1.23E-04;7.30E-04;7.95E-04;7.76E-04;2.10E-04;3.11E-04;3.78E-04;4.12E-04;3.96E-04;4.04E-04;5.01E-04;EJ;biomass;no CCS;d biomass;New England
Reference;VT;biomass_int_IGCC;0;0;0;0;9.58E-06;2.01E-05;2.94E-05;3.80E-05;4.96E-05;6.25E-05;7.55E-05;EJ;biomass;no CCS;d biomass;New England
Reference;VT;biomass_int_conv;1.23E-04;7.30E-04;7.95E-04;7.76E-04;5.92E-04;6.27E-04;5.67E-04;5.40E-04;4.97E-04;4.44E-04;3.92E-04;EJ;biomass;no CCS;d biomass;New England
Reference;VT;gas_base_CC;0;4.20E-06;5.70E-06;2.90E-06;6.92E-06;2.53E-05;7.41E-05;1.54E-04;2.27E-04;3.31E-04;5.16E-04;EJ;gas;no CCS;b natural gas;New England
Reference;VT;gas_int_CC;1.95E-04;6.90E-06;1.70E-05;5.70E-06;3.13E-04;9.22E-04;0.001754682;0.002517992;0.003511493;0.004589029;0.005591513;EJ;gas;no CCS;b natural gas;New England
Reference;VT;gas_peak_CC;0;1.00E-07;2.00E-07;1.00E-07;8.39E-08;7.57E-08;6.55E-08;5.47E-08;4.31E-08;3.18E-08;2.23E-08;EJ;gas;no CCS;b natural gas;New England
Reference;VT;gas_peak_steam/CT;0;0;1.00E-07;0;0;0;0;0;0;0;0;EJ;gas;no CCS;b natural gas;New England
Reference;VT;gas_subpeak_CC;1.24E-05;7.00E-07;1.20E-06;4.00E-07;4.12E-07;7.74E-07;1.33E-06;1.79E-06;2.50E-06;4.31E-06;5.28E-06;EJ;gas;no CCS;b natural gas;New England
Reference;VT;gas_subpeak_steam/CT;9.20E-06;2.00E-07;9.00E-07;2.00E-07;2.08E-07;4.48E-07;7.56E-07;1.03E-06;1.50E-06;2.64E-06;3.18E-06;EJ;gas;no CCS;b natural gas;New England
Reference;VT;hydro_base;0.0045748;0.0043693;0.0048277;0.0041582;0.0048555;0.0048481;0.0048428;0.0048435;0.0048327;0.0047921;0.0047975;EJ;hydro;no CCS;f hydro;New England
Reference;VT;nuc_base_Gen II;0.0137998;0.0151965;0.0178987;0;0;0;0;0;0;0;0;EJ;nuclear;no CCS;e nuclear;New England
Reference;VT;refined liquids_base_steam/CT;1.40E-06;2.60E-06;1.21E-05;1.07E-05;2.42E-06;1.86E-06;1.58E-06;1.31E-06;1.07E-06;8.32E-07;7.06E-07;EJ;refined liquids;no CCS;refined liquids;New England
Reference;VT;refined liquids_int_steam/CT;1.23E-05;2.09E-05;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;New England
Reference;VT;refined liquids_peak_steam/CT;3.00E-07;0;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;New England
Reference;VT;refined liquids_subpeak_steam/CT;1.70E-06;2.60E-06;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;New England
Reference;VT;rooftop_pv;0;0;0;0;7.04E-06;1.96E-05;4.52E-05;6.11E-05;7.34E-05;9.15E-05;1.20E-04;EJ;rooftop_pv;no CCS;h solar;New England
Reference;VT;wind_base;0;4.16E-05;5.05E-05;0.00118628;0.001219869;0.001308912;0.001472872;0.001750571;0.002026724;0.001292669;0.002010216;EJ;wind;no CCS;g wind;New England
Reference;VT;wind_base_storage;0;0;0;0;8.16E-07;2.64E-06;5.62E-06;1.03E-05;1.47E-05;2.12E-05;3.19E-05;EJ;wind;no CCS;g wind;New England
Reference;WA;CSP_base_storage;0;0;0;0;3.04E-04;6.24E-04;9.45E-04;0.001198128;0.001451505;0.001892096;0.001914376;EJ;solar;no CCS;h solar;Northwest
Reference;WA;CSP_int;0;0;0;0;2.83E-04;5.33E-04;9.06E-04;0.00128647;0.001715028;0.002112812;0.00266033;EJ;solar;no CCS;h solar;Northwest
Reference;WA;CSP_peak;0;0;0;0;2.22E-05;3.58E-05;5.43E-05;7.12E-05;9.00E-05;1.10E-04;1.34E-04;EJ;solar;no CCS;h solar;Northwest
Reference;WA;CSP_subpeak;3.30E-06;3.00E-06;4.40E-06;1.78E-05;1.25E-04;2.08E-04;3.27E-04;4.33E-04;5.51E-04;7.95E-04;9.54E-04;EJ;solar;no CCS;h solar;Northwest
Reference;WA;PV_base_storage;0;0;0;0;3.97E-05;8.54E-05;1.33E-04;1.71E-04;2.10E-04;2.79E-04;2.90E-04;EJ;solar;no CCS;h solar;Northwest
Reference;WA;PV_int;0;0;0;0;0.00175169;0.00322075;0.00497922;0.0063802;0.00768846;0.00878106;0.00925686;EJ;solar;no CCS;h solar;Northwest
Reference;WA;PV_peak;0;0;0;0;1.37E-04;2.17E-04;3.05E-04;3.67E-04;4.24E-04;4.78E-04;4.66E-04;EJ;solar;no CCS;h solar;Northwest
Reference;WA;PV_subpeak;0;0;0;3.50E-06;6.65E-04;0.001153821;0.001713265;0.002105212;0.002465787;0.003180907;0.003231907;EJ;solar;no CCS;h solar;Northwest
Reference;WA;biomass_base_IGCC;0;0;0;0;1.17E-04;2.63E-04;3.73E-04;4.78E-04;5.93E-04;8.95E-04;0.001057701;EJ;biomass;no CCS;d biomass;Northwest
Reference;WA;biomass_base_conv;4.65E-04;0.001537234;0.0012611;9.82E-04;3.33E-04;5.45E-04;6.33E-04;6.96E-04;7.56E-04;0.001076657;0.001130477;EJ;biomass;no CCS;d biomass;Northwest
Reference;WA;biomass_int_IGCC;0;0;0;0;4.29E-05;6.54E-05;8.45E-05;1.05E-04;1.28E-04;1.48E-04;1.94E-04;EJ;biomass;no CCS;d biomass;Northwest
Reference;WA;biomass_int_conv;4.65E-04;0.001537209;0.001261099;9.82E-04;5.18E-04;6.77E-04;5.98E-04;5.69E-04;5.31E-04;4.88E-04;4.95E-04;EJ;biomass;no CCS;d biomass;Northwest
Reference;WA;coal_base_conv pul;0.010460972;0.014666971;0.009776007;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;WA;coal_base_conv pul 1971-1975;0;0;0;0.00475081;0.003065118;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;WA;coal_int_conv pul;0.015459081;0.02637508;0.02446539;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;WA;coal_int_conv pul 1971-1975;0;0;0;0.016128414;0.010412234;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;WA;coal_peak_conv pul;4.18E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;WA;coal_subpeak_conv pul;0.002934235;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
Reference;WA;gas_base_CC;0;0;0.0055272;0.00726901;0.016440602;0.035135874;0.056205956;0.07336153;0.090777103;0.12226134;0.141149072;EJ;gas;no CCS;b natural gas;Northwest
Reference;WA;gas_int_CC;4.38E-05;0.02077543;0.02450085;0.0345298;0.03582929;0.0367464;0.036509025;0.035888428;0.035425795;0.034797098;0.037526034;EJ;gas;no CCS;b natural gas;Northwest
Reference;WA;gas_peak_CC;1.20E-06;7.31E-04;3.77E-04;6.77E-04;5.71E-04;5.19E-04;4.50E-04;3.73E-04;2.93E-04;2.16E-04;1.52E-04;EJ;gas;no CCS;b natural gas;Northwest
Reference;WA;gas_peak_steam/CT;9.00E-07;2.57E-04;2.92E-04;3.58E-04;2.57E-04;2.20E-04;1.73E-04;1.41E-04;1.12E-04;8.22E-05;5.28E-05;EJ;gas;no CCS;b natural gas;Northwest
Reference;WA;gas_subpeak_CC;8.40E-06;0.005107956;0.00339618;0.003576439;0.003117871;0.00288504;0.002556855;0.002180024;0.001784764;0.001459705;0.001186109;EJ;gas;no CCS;b natural gas;Northwest
Reference;WA;gas_subpeak_steam/CT;6.20E-06;0.001796721;0.002632285;0.001890269;0.001529133;0.001345121;0.001100167;9.40E-04;7.88E-04;6.68E-04;5.27E-04;EJ;gas;no CCS;b natural gas;Northwest
Reference;WA;hydro_base;0.223052;0.264531;0.249261;0.267867;0.312787;0.312307;0.311967;0.312013;0.311314;0.308703;0.309047;EJ;hydro;no CCS;f hydro;Northwest
Reference;WA;hydro_int;0.0728572;0;0;0;0;0;0;0;0;0;0;EJ;hydro;no CCS;f hydro;Northwest
Reference;WA;nuc_base_Gen II;0.0219129;0.0307632;0.0345857;0.0305984;0.0305981;0.0305981;0.030598;0.0305978;0.0305976;0;0;EJ;nuclear;no CCS;e nuclear;Northwest
Reference;WA;nuc_base_Gen III;0;0;0;0;0;0;0.00453512;0.00822725;0.01203318;0.01881714;0.02394506;EJ;nuclear;no CCS;e nuclear;Northwest
Reference;WA;refined liquids_base_steam/CT;0;0;0;4.85E-05;3.18E-06;2.20E-06;1.46E-06;1.06E-06;8.15E-07;6.05E-07;4.87E-07;EJ;refined liquids;no CCS;refined liquids;Northwest
Reference;WA;refined liquids_int_steam/CT;5.09E-05;3.60E-05;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Northwest
Reference;WA;refined liquids_peak_steam/CT;0;0;4.12E-05;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Northwest
Reference;WA;refined liquids_subpeak_steam/CT;1.27E-05;9.00E-06;4.12E-05;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Northwest
Reference;WA;rooftop_pv;0;0;0;0;9.18E-05;1.82E-04;2.89E-04;3.49E-04;4.33E-04;5.43E-04;6.84E-04;EJ;rooftop_pv;no CCS;h solar;Northwest
Reference;WA;wind_base;0;0.00180153;0.0171732;0.0257974;0.0374735;0.0557917;0.0707386;0.0832036;0.0959124;0.0937939;0.0996923;EJ;wind;no CCS;g wind;Northwest
Reference;WA;wind_base_offshore;0;0;0;0;0;0.00129357;0.00393202;0.00661876;0.00990105;0.01660114;0.02091239;EJ;wind;no CCS;g wind;Northwest
Reference;WA;wind_base_storage;0;0;0;0;3.13E-04;7.61E-04;0.001103623;0.001373881;0.001642194;0.002113904;0.002147405;EJ;wind;no CCS;g wind;Northwest
Reference;WI;PV_base_storage;0;0;0;0;8.25E-05;1.02E-04;1.25E-04;1.52E-04;1.79E-04;2.14E-04;2.04E-04;EJ;solar;no CCS;h solar;Central Northeast
Reference;WI;PV_int;0;0;0;0;0.0195169;0.02442862;0.03214067;0.04088857;0.05053779;0.05968448;0.06303428;EJ;solar;no CCS;h solar;Central Northeast
Reference;WI;PV_peak;0;0;0;0;0.00139466;0.001889745;0.002547303;0.003190651;0.003823912;0.004348815;0.005094335;EJ;solar;no CCS;h solar;Central Northeast
Reference;WI;PV_subpeak;0;0;0;6.60E-06;0.00822089;0.01149485;0.01594601;0.02054469;0.02507413;0.03193428;0.03666969;EJ;solar;no CCS;h solar;Central Northeast
Reference;WI;biomass_base_IGCC;0;0;0;0;8.58E-04;7.82E-04;0.001016219;0.001257311;0.001475016;0.001778969;0.002676083;EJ;biomass;no CCS;d biomass;Central Northeast
Reference;WI;biomass_base_conv;4.28E-04;9.25E-04;0.00131439;0.00206186;2.18E-04;3.26E-04;3.99E-04;3.30E-04;2.33E-04;1.52E-04;9.54E-05;EJ;biomass;no CCS;d biomass;Central Northeast
Reference;WI;biomass_int_IGCC;0;0;0;0;1.49E-04;1.71E-04;2.00E-04;2.46E-04;3.17E-04;4.20E-04;6.95E-04;EJ;biomass;no CCS;d biomass;Central Northeast
Reference;WI;biomass_int_conv;4.28E-04;9.25E-04;0.00131439;0.00206186;0.00112133;0.00130663;0.00108584;9.29E-04;7.48E-04;5.86E-04;3.97E-04;EJ;biomass;no CCS;d biomass;Central Northeast
Reference;WI;coal_base_conv pul;0.04509402;0.0761739;0.0644551;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_base_conv pul 1956-1960;0;0;0;0.002431332;0.002410862;0.00234423;0.002085989;0.001396315;0;0;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_base_conv pul 1961-1965;0;0;0;0.004396012;0.004380212;0.004329917;0.004118274;0.003377603;0.001870298;0;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_base_conv pul 1966-1970;0;0;0;0.00602989;0.00602382;0.00600819;0.00593949;0.00564877;0.004632985;0.002565439;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_base_conv pul 1971-1975;0;0;0;0.00700153;0.00699885;0.0069958;0.00698268;0.00692289;0.00666785;0.005722883;0.003499908;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_base_conv pul 1976-1980;0;0;0;0.00972185;0.00971882;0.00971708;0.00970992;0.00967572;0.00952662;0.00891108;0.00691004;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_base_conv pul 1981-1985;0;0;0;0.00629323;0.0062915;0.00629113;0.00628993;0.00628312;0.00625356;0.00612436;0.005605291;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_base_conv pul 1986-1990;0;0;0;1.98E-04;1.98E-04;1.98E-04;1.98E-04;1.98E-04;1.98E-04;1.96E-04;1.91E-04;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_base_conv pul 2006-2010;0;0;0;0.01402979;0.01402615;0.01402607;0.0140267;0.01402629;0.01402629;0.014026;0.01402464;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_base_conv pul 2011-2015;0;0;0;0.00814469;0.00814256;0.00814252;0.00814288;0.00814265;0.00814265;0.00814254;0.00814195;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_base_conv pul_retire_2020;0.004882802;0.00824814;0.00697921;0.00630694;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_int_conv pul;0.064873;0.0827348;0.0763927;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_int_conv pul 1956-1960;0;0;0;0.002879888;0.002856319;0.002777386;0.002471281;0.00165426;0;0;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_int_conv pul 1961-1965;0;0;0;0.005207033;0.005189539;0.005129981;0.00487894;0.004001556;0.002215802;0;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_int_conv pul 1966-1970;0;0;0;0.00714233;0.00713683;0.00711835;0.00703655;0.00669227;0.005488852;0.003039382;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_int_conv pul 1971-1975;0;0;0;0.00829325;0.00829203;0.00828847;0.00827242;0.00820177;0.00789963;0.00678013;0.004146485;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_int_conv pul 1976-1980;0;0;0;0.01151541;0.01151457;0.01151256;0.0115034;0.01146314;0.0112865;0.0105573;0.00818661;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_int_conv pul 1981-1985;0;0;0;0.00745426;0.00745397;0.00745358;0.00745172;0.0074438;0.00740879;0.00725576;0.0066408;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_int_conv pul 1986-1990;0;0;0;2.35E-04;2.35E-04;2.35E-04;2.35E-04;2.34E-04;2.34E-04;2.33E-04;2.26E-04;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_int_conv pul 2006-2010;0;0;0;0.01661815;0.01661776;0.01661777;0.01661751;0.0166174;0.0166174;0.01661716;0.01661555;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_int_conv pul 2011-2015;0;0;0;0.00964729;0.00964706;0.00964707;0.00964692;0.00964686;0.00964687;0.00964678;0.00964609;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_int_conv pul_retire_2020;0.00702448;0.00895855;0.00827183;0.00747051;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_peak_conv pul;8.77E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_peak_conv pul_retire_2020;9.50E-05;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_subpeak_conv pul;0.005258699;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;coal_subpeak_conv pul_retire_2020;5.69E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Central Northeast
Reference;WI;gas_base_CC;1.26E-04;0.0037942;0.00290617;0.00723347;0.02175809;0.024467;0.03220042;0.04039281;0.04853673;0.058578976;0.080004597;EJ;gas;no CCS;b natural gas;Central Northeast
Reference;WI;gas_int_CC;6.65E-05;0.001996104;4.36E-04;0.02091813;0.03845617;0.0417596;0.04652382;0.05267117;0.06135182;0.07230827;0.09917739;EJ;gas;no CCS;b natural gas;Central Northeast
Reference;WI;gas_peak_CC;4.97E-05;0.0019206;9.37E-04;0.001731977;0.00150791;0.001382052;0.001211686;0.001020945;8.21E-04;6.34E-04;4.98E-04;EJ;gas;no CCS;b natural gas;Central Northeast
Reference;WI;gas_peak_steam/CT;3.68E-05;6.76E-04;7.27E-04;9.15E-04;7.08E-04;6.11E-04;4.88E-04;4.07E-04;3.30E-04;2.56E-04;1.67E-04;EJ;gas;no CCS;b natural gas;Central Northeast
Reference;WI;gas_subpeak_CC;3.22E-04;0.01244638;0.00805804;0.01129457;0.01152387;0.011082904;0.010267471;0.00935685;0.008449988;0.008052267;0.008439793;EJ;gas;no CCS;b natural gas;Central Northeast
Reference;WI;gas_subpeak_steam/CT;2.38E-04;0.0043779;0.00624545;0.00596938;0.00485052;0.00420519;0.00338644;0.00281882;0.00226889;0.00173273;0.00114738;EJ;gas;no CCS;b natural gas;Central Northeast
Reference;WI;hydro_base;0.0061141;0.0056204;0.0072193;0.0079468;0.0092795;0.0092652;0.0092551;0.0092565;0.0092358;0.0091583;0.0091685;EJ;hydro;no CCS;f hydro;Central Northeast
Reference;WI;nuc_base_Gen II;0.0428394;0.037028;0.0497046;0.0375254;0.0375251;0.0375205;0.0173807;0;0;0;0;EJ;nuclear;no CCS;e nuclear;Central Northeast
Reference;WI;nuc_base_Gen III;0;0;0;0;0;0;0.00184682;0.004051319;0.006326375;0.009177351;0.015352443;EJ;nuclear;no CCS;e nuclear;Central Northeast
Reference;WI;refined liquids_peak_steam/CT;0;0;0.00120628;2.84E-04;1.70E-04;1.37E-04;7.84E-05;6.49E-05;6.09E-05;5.70E-05;3.83E-05;EJ;refined liquids;no CCS;refined liquids;Central Northeast
Reference;WI;refined liquids_subpeak_steam/CT;2.31E-04;0.0024166;0.00120629;2.84E-04;2.01E-04;1.60E-04;9.38E-05;7.78E-05;7.14E-05;6.39E-05;4.32E-05;EJ;refined liquids;no CCS;refined liquids;Central Northeast
Reference;WI;rooftop_pv;0;0;0;0;6.14E-05;1.69E-04;4.23E-04;5.95E-04;7.40E-04;8.69E-04;0.00122245;EJ;rooftop_pv;no CCS;h solar;Central Northeast
Reference;WI;wind_base;0;2.01E-04;0.00236378;0.00346074;0.02156784;0.02861112;0.03556727;0.0436288;0.05148655;0.05766525;0.06130265;EJ;wind;no CCS;g wind;Central Northeast
Reference;WI;wind_base_offshore;0;0;0;0;0;4.68E-04;0.00162743;0.00328717;0.00523818;0.00796906;0.01416404;EJ;wind;no CCS;g wind;Central Northeast
Reference;WI;wind_base_storage;0;0;0;0;4.59E-04;6.22E-04;7.75E-04;9.52E-04;0.001127454;0.001341213;0.001336564;EJ;wind;no CCS;g wind;Central Northeast
Reference;WI;wind_int;0;8.36E-05;9.85E-04;0.00144197;0.00144197;0.00144197;0.00144197;0.00144197;0.00144197;0;0;EJ;wind;no CCS;g wind;Central Northeast
Reference;WI;wind_subpeak;0;5.02E-05;5.91E-04;8.65E-04;8.65E-04;8.65E-04;8.65E-04;8.65E-04;8.65E-04;0;0;EJ;wind;no CCS;g wind;Central Northeast
Reference;WV;PV_base_storage;0;0;0;0;6.01E-05;8.11E-05;1.21E-04;1.62E-04;2.07E-04;2.64E-04;2.84E-04;EJ;solar;no CCS;h solar;Central East
Reference;WV;PV_int;0;0;0;0;0.0109739;0.01729035;0.02927595;0.04049075;0.05096375;0.06192965;0.06643425;EJ;solar;no CCS;h solar;Central East
Reference;WV;PV_peak;0;0;0;0;1.32E-04;1.68E-04;2.47E-04;2.86E-04;3.19E-04;3.46E-04;3.71E-04;EJ;solar;no CCS;h solar;Central East
Reference;WV;PV_subpeak;0;0;0;0;2.10E-04;3.83E-04;6.69E-04;9.02E-04;0.001130204;0.001434129;0.001597668;EJ;solar;no CCS;h solar;Central East
Reference;WV;biomass_base_IGCC;0;0;0;0;5.73E-05;7.96E-05;1.58E-04;2.60E-04;3.93E-04;6.06E-04;9.82E-04;EJ;biomass;no CCS;d biomass;Central East
Reference;WV;biomass_base_conv;0;1.00E-06;0;7.80E-06;1.22E-04;1.30E-04;2.46E-04;3.79E-04;5.34E-04;7.83E-04;0.001228857;EJ;biomass;no CCS;d biomass;Central East
Reference;WV;biomass_int_IGCC;0;0;0;0;1.71E-05;2.76E-05;4.52E-05;6.97E-05;1.04E-04;1.63E-04;2.68E-04;EJ;biomass;no CCS;d biomass;Central East
Reference;WV;biomass_int_conv;0;1.00E-06;0;7.80E-06;5.36E-05;7.78E-05;1.17E-04;1.70E-04;2.42E-04;3.62E-04;5.70E-04;EJ;biomass;no CCS;d biomass;Central East
Reference;WV;coal_base_conv pul;0.153783602;0.19019815;0.1678768;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Central East
Reference;WV;coal_base_conv pul 1961-1965;0;0;0;0.005399929;0.005386468;0.005352257;0.005204199;0.004630038;0.003099288;0;0;EJ;coal;no CCS;c coal;Central East
Reference;WV;coal_base_conv pul 1966-1970;0;0;0;0.019560195;0.019527633;0.019459211;0.019158683;0.017918237;0.013894399;0.006925203;0;EJ;coal;no CCS;c coal;Central East
Reference;WV;coal_base_conv pul 1971-1975;0;0;0;0.086816427;0.08673277;0.086640359;0.086229872;0.084436348;0.077278643;0.056006367;0.025075107;EJ;coal;no CCS;c coal;Central East
Reference;WV;coal_base_conv pul 1976-1980;0;0;0;0.032879037;0.032856095;0.032851597;0.032831543;0.032741869;0.032365583;0.030782611;0.025248972;EJ;coal;no CCS;c coal;Central East
Reference;WV;coal_base_conv pul 1991-1995;0;0;0;0.00262946;0.002627722;0.002627682;0.002627547;0.002626925;0.002625758;0.002620748;0.002598577;EJ;coal;no CCS;c coal;Central East
Reference;WV;coal_base_conv pul 2011-2015;0;0;0;0.013492958;0.013484043;0.013483912;0.0134835;0.013481598;0.013481326;0.013481326;0.013481357;EJ;coal;no CCS;c coal;Central East
Reference;WV;coal_base_conv pul_retire_2020;0.013576535;0.016791312;0.014820684;0.014194001;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Central East
Reference;WV;coal_int_conv pul;0.092436771;0.115451304;0.099749062;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Central East
Reference;WV;coal_int_conv pul 1961-1965;0;0;0;0.00248875;0.00248403;0.002468273;0.002399969;0.002135466;0.001429482;0;0;EJ;coal;no CCS;c coal;Central East
Reference;WV;coal_int_conv pul 1966-1970;0;0;0;0.009015034;0.009005364;0.00897392;0.008835243;0.008264238;0.006408532;0.003194126;0;EJ;coal;no CCS;c coal;Central East
Reference;WV;coal_int_conv pul 1971-1975;0;0;0;0.040012593;0.039997701;0.03995555;0.039765848;0.038943657;0.03564339;0.025831895;0.011564661;EJ;coal;no CCS;c coal;Central East
Reference;WV;coal_int_conv pul 1976-1980;0;0;0;0.015153571;0.015151951;0.015150049;0.015140581;0.015101157;0.014927987;0.014197925;0.011644867;EJ;coal;no CCS;c coal;Central East
