scenario;region;sector;subsector;output;technology;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;basin;region_id;subRegion;basin_name
CO2B_W;USA;SugarCrop;SugarCrop_California;SugarCrop;SugarCrop_California_IRR_lo;0.653988;0.824336;0.741082;0.804112;0.723599;0.616688;0.452819;0.325372;0.138488;1.37037E-10;1.86369E-10;Mt;California;217;California_River;California River
CO2B_W;USA;SugarCrop;SugarCrop_California;SugarCrop;SugarCrop_California_RFD_hi;0.12849;0.161959;0.145602;0.157985;0.148053;0.13561;0.115753;0.111865;0.0909192;0.0577336;0.0790427;Mt;California;217;California_River;California River
CO2B_W;USA;SugarCrop;SugarCrop_California;SugarCrop;SugarCrop_California_RFD_lo;0.08566;0.107973;0.0970678;0.105324;0.0985489;0.0896178;0.0759178;0.0664562;0.0482697;0.025305;0.029755;Mt;California;217;California_River;California River
CO2B_W;USA;SugarCrop;SugarCrop_GreatBasin;SugarCrop;SugarCrop_GreatBasin_IRR_hi;0.027714;0.0349323;0.0314049;0.0340756;0.0339335;0.0338241;0.0326421;0.0371963;0.0429186;0.0528391;0.0424279;Mt;GreatBasin;222;Great;Great Basin
CO2B_W;USA;SugarCrop;SugarCrop_GreatBasin;SugarCrop;SugarCrop_GreatBasin_IRR_lo;0.018476;0.0232882;0.0209366;0.022717;0.0225872;0.0223527;0.021409;0.0220981;0.0227882;0.0231719;0.0223108;Mt;GreatBasin;222;Great;Great Basin
CO2B_W;USA;SugarCrop;SugarCrop_GreatBasin;SugarCrop;SugarCrop_GreatBasin_RFD_hi;0.0121773;0.0153493;0.0137995;0.0149729;0.0149105;0.0148625;0.0143505;0.0163601;0.0188869;0.0232816;0.0264664;Mt;GreatBasin;222;Great;Great Basin
CO2B_W;USA;SugarCrop;SugarCrop_GreatBasin;SugarCrop;SugarCrop_GreatBasin_RFD_lo;0.0081182;0.0102329;0.0091997;0.009982;0.00992498;0.00982197;0.00941205;0.00971918;0.0100273;0.0102046;0.00996321;Mt;GreatBasin;222;Great;Great Basin
CO2B_W;USA;SugarCrop;SugarCrop_GreatLakes;SugarCrop;SugarCrop_GreatLakes_RFD_hi;1.73332;2.18482;1.96416;2.13121;2.06616;2.00832;1.91136;2.02986;2.24235;2.59974;3.05258;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
CO2B_W;USA;SugarCrop;SugarCrop_GreatLakes;SugarCrop;SugarCrop_GreatLakes_RFD_lo;1.15555;1.45654;1.30944;1.42081;1.3753;1.3272;1.25359;1.20589;1.19048;1.13948;1.14912;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
CO2B_W;USA;SugarCrop;SugarCrop_MissouriR;SugarCrop;SugarCrop_MissouriR_IRR_hi;1.88094;2.37088;2.13143;2.31271;2.2826;2.27328;2.12327;1.63856;0.673955;0.00403132;1.2527E-10;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B_W;USA;SugarCrop;SugarCrop_MissouriR;SugarCrop;SugarCrop_MissouriR_IRR_lo;1.25396;1.58059;1.42095;1.54181;1.52316;1.51275;1.45001;1.24148;0.715969;0.00777778;4.86606E-10;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B_W;USA;SugarCrop;SugarCrop_MissouriR;SugarCrop;SugarCrop_MissouriR_RFD_hi;0.389855;0.491403;0.441773;0.479347;0.474727;0.475671;0.465643;0.475882;0.409192;0.209054;0.257555;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B_W;USA;SugarCrop;SugarCrop_MissouriR;SugarCrop;SugarCrop_MissouriR_RFD_lo;0.259903;0.327602;0.294515;0.319564;0.315993;0.314347;0.305398;0.28271;0.217243;0.0916296;0.0969544;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B_W;USA;SugarCrop;SugarCrop_MissppRN;SugarCrop;SugarCrop_MissppRN_IRR_hi;0.0212317;0.0267616;0.0240585;0.0261055;0.0253395;0.0250627;0.0246475;0.026272;0.028943;0.0328954;0.00415031;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B_W;USA;SugarCrop;SugarCrop_MissppRN;SugarCrop;SugarCrop_MissppRN_IRR_lo;0.0141544;0.017841;0.016039;0.0174036;0.0168671;0.016564;0.0161663;0.0156073;0.0153671;0.0144318;0.00590878;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B_W;USA;SugarCrop;SugarCrop_MissppRN;SugarCrop;SugarCrop_MissppRN_RFD_hi;1.30359;1.64314;1.47719;1.60283;1.55584;1.53897;1.51427;1.61467;1.77988;2.02656;2.34277;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B_W;USA;SugarCrop;SugarCrop_MissppRN;SugarCrop;SugarCrop_MissppRN_RFD_lo;0.869057;1.09543;0.984793;1.06855;1.03562;1.01703;0.993151;0.959237;0.94495;0.888254;0.881916;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B_W;USA;SugarCrop;SugarCrop_NelsonR;SugarCrop;SugarCrop_NelsonR_IRR_hi;0.0853519;0.107584;0.0967183;0.104944;0.102267;0.0990797;0.0956288;0.103538;0.116238;0.138536;0.165565;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B_W;USA;SugarCrop;SugarCrop_NelsonR;SugarCrop;SugarCrop_NelsonR_IRR_lo;0.0569013;0.0717223;0.0644789;0.0699627;0.068072;0.0654767;0.0627193;0.061509;0.061711;0.06072;0.0623241;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B_W;USA;SugarCrop;SugarCrop_NelsonR;SugarCrop;SugarCrop_NelsonR_RFD_hi;5.32363;6.71032;6.0326;6.54568;6.37869;6.1799;5.97015;6.46889;7.26826;8.67548;10.365;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B_W;USA;SugarCrop;SugarCrop_NelsonR;SugarCrop;SugarCrop_NelsonR_RFD_lo;3.54909;4.47354;4.02173;4.36379;4.24586;4.08399;3.9156;3.84301;3.85877;3.80251;3.90181;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B_W;USA;SugarCrop;SugarCrop_UsaColoRN;SugarCrop;SugarCrop_UsaColoRN_IRR_hi;0.0001515;0.0001909;0.0001716;0.0001869;0.00018562;0.000184118;0.000169889;0.000186694;0.000208415;0.000241222;0.000158296;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
CO2B_W;USA;SugarCrop;SugarCrop_UsaColoRN;SugarCrop;SugarCrop_UsaColoRN_IRR_lo;0.000101;0.0001273;0.0001144;0.0001246;0.000123555;0.000121675;0.000111424;0.00011091;0.00011065;0.000105734;8.73363E-05;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
CO2B_W;USA;SugarCrop;SugarCrop_UsaColoRN;SugarCrop;SugarCrop_UsaColoRN_RFD_hi;0.0000011;0.0000015;0.0000007;0.0000008;7.94572E-07;7.88375E-07;7.28116E-07;8.03745E-07;9.01642E-07;1.05149E-06;1.03812E-06;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
CO2B_W;USA;SugarCrop;SugarCrop_UsaColoRN;SugarCrop;SugarCrop_UsaColoRN_RFD_lo;0.0000007;0.000001;0.0000005;0.0000005;4.9574E-07;4.879E-07;4.46784E-07;4.41237E-07;4.36177E-07;4.10004E-07;3.41106E-07;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
CO2B_W;USA;SugarCrop;SugarCrop_UsaColoRS;SugarCrop;SugarCrop_UsaColoRS_IRR_hi;0.0146384;0.0184519;0.0165884;0.0179981;0.0161797;0.0154214;0.0149215;0.0171623;0.0198083;0.023699;0.0183963;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
CO2B_W;USA;SugarCrop;SugarCrop_UsaColoRS;SugarCrop;SugarCrop_UsaColoRS_IRR_lo;0.0097589;0.0123013;0.011059;0.0119987;0.0115067;0.0112667;0.0110425;0.0118807;0.0127857;0.0140072;0.0133742;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
CO2B_W;USA;SugarCrop;SugarCrop_UsaColoRS;SugarCrop;SugarCrop_UsaColoRS_RFD_hi;0.0133176;0.0167865;0.0150911;0.0163746;0.016159;0.0161784;0.0161225;0.0191599;0.0230233;0.0303251;0.0361967;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
CO2B_W;USA;SugarCrop;SugarCrop_UsaColoRS;SugarCrop;SugarCrop_UsaColoRS_RFD_lo;0.0088784;0.011191;0.0100607;0.0109164;0.0107559;0.0106915;0.0105741;0.0113824;0.0122232;0.0132917;0.013626;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
CO2B_W;USA;SugarCrop;SugarCrop_UsaPacNW;SugarCrop;SugarCrop_UsaPacNW_IRR_hi;2.71396;3.42089;3.07539;3.33696;3.29192;3.23037;3.14478;3.58882;4.21489;5.47583;5.1686;Mt;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
CO2B_W;USA;SugarCrop;SugarCrop_UsaPacNW;SugarCrop;SugarCrop_UsaPacNW_IRR_lo;1.80931;2.28059;2.05026;2.22464;2.19121;2.13479;2.06256;2.13206;2.23785;2.40124;2.31382;Mt;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
CO2B_W;USA;SugarCrop;SugarCrop_UsaPacNW;SugarCrop;SugarCrop_UsaPacNW_RFD_hi;0.0450938;0.0568395;0.0510989;0.0554452;0.0546969;0.0536743;0.0523114;0.0597548;0.0702525;0.0914755;0.102339;Mt;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
CO2B_W;USA;SugarCrop;SugarCrop_UsaPacNW;SugarCrop;SugarCrop_UsaPacNW_RFD_lo;0.0300625;0.037893;0.034066;0.0369634;0.0364079;0.0354706;0.034309;0.0354988;0.0372975;0.0400941;0.0385246;Mt;UsaPacNW;229;Pacific_Northwest;Pacific Northwest Basin
CO2B_W;USA;Vegetables;Vegetables_ArkWhtRedR;Vegetables;Vegetables_ArkWhtRedR_IRR_hi;0.0938673;0.117012;0.112051;0.117652;0.117511;0.114352;0.11269;0.0985619;0.0750774;0.0425198;0.00434781;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
CO2B_W;USA;Vegetables;Vegetables_ArkWhtRedR;Vegetables;Vegetables_ArkWhtRedR_IRR_lo;0.0625782;0.0780082;0.0747009;0.0784346;0.0814715;0.0834525;0.0856336;0.0816755;0.0729543;0.0532904;0.00802801;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
CO2B_W;USA;Vegetables;Vegetables_ArkWhtRedR;Vegetables;Vegetables_ArkWhtRedR_RFD_hi;0.213029;0.265556;0.254297;0.267007;0.290185;0.318346;0.353777;0.399778;0.45806;0.559089;0.739806;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
CO2B_W;USA;Vegetables;Vegetables_ArkWhtRedR;Vegetables;Vegetables_ArkWhtRedR_RFD_lo;0.14202;0.177037;0.169531;0.178005;0.189283;0.200661;0.213006;0.218518;0.22436;0.227889;0.236725;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
CO2B_W;USA;Vegetables;Vegetables_California;Vegetables;Vegetables_California_IRR_hi;7.15939;8.92467;8.5463;8.97345;9.28324;9.53965;9.66426;9.83528;9.47657;8.53215;6.28255;Mt;California;217;California_River;California River
CO2B_W;USA;Vegetables;Vegetables_California;Vegetables;Vegetables_California_IRR_lo;4.77292;5.94978;5.69753;5.9823;6.23575;6.44734;6.62084;6.66585;6.57775;6.27304;5.37136;Mt;California;217;California_River;California River
CO2B_W;USA;Vegetables;Vegetables_California;Vegetables;Vegetables_California_RFD_hi;0.0382469;0.0476773;0.045656;0.0479379;0.0516144;0.0560438;0.0620401;0.0701714;0.079145;0.0938876;0.109575;Mt;California;217;California_River;California River
CO2B_W;USA;Vegetables;Vegetables_California;Vegetables;Vegetables_California_RFD_lo;0.0254979;0.0317848;0.0304374;0.0319586;0.0336724;0.0353083;0.0370394;0.0379683;0.0384178;0.0378536;0.0346008;Mt;California;217;California_River;California River
CO2B_W;USA;Vegetables;Vegetables_Caribbean;Vegetables;Vegetables_Caribbean_IRR_hi;0.0154142;0.0169372;0.0173709;0.0176338;0.0166859;0.0150153;0.0141579;0.0131489;0.0137584;0.0155411;0.0197025;Mt;Caribbean;101;Caribbean;Caribbean
CO2B_W;USA;Vegetables;Vegetables_Caribbean;Vegetables;Vegetables_Caribbean_IRR_lo;0.0102761;0.0112914;0.0115806;0.0117559;0.0113488;0.0102483;0.00944542;0.00811854;0.00783203;0.00766842;0.00804011;Mt;Caribbean;101;Caribbean;Caribbean
CO2B_W;USA;Vegetables;Vegetables_Caribbean;Vegetables;Vegetables_Caribbean_RFD_hi;0.0105402;0.0115816;0.0118781;0.0120578;0.0114221;0.0102799;0.00969439;0.00900454;0.00942358;0.0107136;0.013652;Mt;Caribbean;101;Caribbean;Caribbean
CO2B_W;USA;Vegetables;Vegetables_Caribbean;Vegetables;Vegetables_Caribbean_RFD_lo;0.0070268;0.007721;0.0079187;0.0080385;0.00776255;0.00701009;0.00646104;0.00555319;0.00535699;0.00524743;0.00549593;Mt;Caribbean;101;Caribbean;Caribbean
CO2B_W;USA;Vegetables;Vegetables_FraserR;Vegetables;Vegetables_FraserR_IRR_hi;0.0000345;0.000043;0.0000412;0.0000432;4.57378E-05;4.84128E-05;4.87189E-05;5.22011E-05;5.77155E-05;6.65727E-05;0.000090886;Mt;FraserR;27;Fraser;Fraser
CO2B_W;USA;Vegetables;Vegetables_FraserR;Vegetables;Vegetables_FraserR_IRR_lo;0.000023;0.0000287;0.0000275;0.0000288;2.98322E-05;3.05247E-05;2.94642E-05;2.86844E-05;2.84004E-05;2.72853E-05;0.000029273;Mt;FraserR;27;Fraser;Fraser
CO2B_W;USA;Vegetables;Vegetables_FraserR;Vegetables;Vegetables_FraserR_RFD_hi;0.0000287;0.0000358;0.0000343;0.000036;3.81149E-05;0.000040344;4.06755E-05;4.36517E-05;0.000048343;5.59322E-05;7.62866E-05;Mt;FraserR;27;Fraser;Fraser
CO2B_W;USA;Vegetables;Vegetables_FraserR;Vegetables;Vegetables_FraserR_RFD_lo;0.0000192;0.0000239;0.0000229;0.000024;2.48601E-05;2.54373E-05;2.45996E-05;2.39865E-05;2.37884E-05;2.29243E-05;2.45709E-05;Mt;FraserR;27;Fraser;Fraser
CO2B_W;USA;Vegetables;Vegetables_GreatBasin;Vegetables;Vegetables_GreatBasin_IRR_hi;0.0560366;0.0698534;0.0668918;0.0702352;0.0768154;0.0850736;0.0941947;0.106941;0.122288;0.147883;0.176733;Mt;GreatBasin;222;Great;Great Basin
CO2B_W;USA;Vegetables;Vegetables_GreatBasin;Vegetables;Vegetables_GreatBasin_IRR_lo;0.0373577;0.0465689;0.0445945;0.0468235;0.0501188;0.0536116;0.0563041;0.0579255;0.059394;0.0596405;0.0661042;Mt;GreatBasin;222;Great;Great Basin
CO2B_W;USA;Vegetables;Vegetables_GreatBasin;Vegetables;Vegetables_GreatBasin_RFD_hi;0.0277814;0.0346315;0.0331632;0.0348207;0.0380831;0.0421774;0.0467186;0.0530597;0.0606991;0.0734705;0.102107;Mt;GreatBasin;222;Great;Great Basin
CO2B_W;USA;Vegetables;Vegetables_GreatBasin;Vegetables;Vegetables_GreatBasin_RFD_lo;0.0185209;0.0230876;0.0221088;0.0232138;0.0248475;0.0265792;0.0279254;0.0287397;0.0294794;0.0296222;0.0322195;Mt;GreatBasin;222;Great;Great Basin
CO2B_W;USA;Vegetables;Vegetables_GreatLakes;Vegetables;Vegetables_GreatLakes_IRR_hi;0.256806;0.320126;0.306554;0.321876;0.343124;0.369936;0.393713;0.414086;0.454248;0.513736;0.684138;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
CO2B_W;USA;Vegetables;Vegetables_GreatLakes;Vegetables;Vegetables_GreatLakes_IRR_lo;0.171204;0.213417;0.204369;0.214584;0.223752;0.23318;0.238134;0.227706;0.223816;0.211101;0.221296;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
CO2B_W;USA;Vegetables;Vegetables_GreatLakes;Vegetables;Vegetables_GreatLakes_RFD_hi;0.746746;0.930871;0.891405;0.935959;0.997742;1.07571;1.14586;1.20607;1.32411;1.4998;1.99631;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
CO2B_W;USA;Vegetables;Vegetables_GreatLakes;Vegetables;Vegetables_GreatLakes_RFD_lo;0.497831;0.620581;0.59427;0.623972;0.650631;0.678046;0.693067;0.663222;0.65242;0.616296;0.645755;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
CO2B_W;USA;Vegetables;Vegetables_MexCstNW;Vegetables;Vegetables_MexCstNW_IRR_hi;0.0033344;0.0041567;0.0039804;0.0041794;0.00451439;0.00493521;0.00540196;0.00634877;0.00763782;0.00986494;0.0138432;Mt;MexCstNW;96;Mexico_Northwest_Coast;Mexico Northwest Coast
CO2B_W;USA;Vegetables;Vegetables_MexCstNW;Vegetables;Vegetables_MexCstNW_IRR_lo;0.002223;0.0027711;0.0026536;0.0027862;0.00297567;0.0031924;0.00340896;0.00366215;0.00395203;0.00428152;0.0047641;Mt;MexCstNW;96;Mexico_Northwest_Coast;Mexico Northwest Coast
CO2B_W;USA;Vegetables;Vegetables_MissouriR;Vegetables;Vegetables_MissouriR_IRR_hi;0.033561;0.0418366;0.0400628;0.0420653;0.0457369;0.0507903;0.055523;0.0509917;0.033608;0.00875378;0;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B_W;USA;Vegetables;Vegetables_MissouriR;Vegetables;Vegetables_MissouriR_IRR_lo;0.022374;0.027891;0.0267085;0.0280436;0.0298912;0.032188;0.0344986;0.0343106;0.0302019;0.0132781;0;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B_W;USA;Vegetables;Vegetables_MissouriR;Vegetables;Vegetables_MissouriR_RFD_hi;0.633515;0.78972;0.756239;0.794036;0.865685;0.966081;1.09636;1.26282;1.48135;1.84842;2.65234;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B_W;USA;Vegetables;Vegetables_MissouriR;Vegetables;Vegetables_MissouriR_RFD_lo;0.422343;0.52648;0.504159;0.529357;0.564633;0.608718;0.657929;0.687778;0.723545;0.751333;0.846433;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B_W;USA;Vegetables;Vegetables_MissppRN;Vegetables;Vegetables_MissppRN_IRR_hi;0.126772;0.158031;0.151331;0.158894;0.169564;0.1859;0.203637;0.215339;0.236506;0.263258;0.046406;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B_W;USA;Vegetables;Vegetables_MissppRN;Vegetables;Vegetables_MissppRN_IRR_lo;0.0845149;0.105354;0.100887;0.10593;0.110583;0.117231;0.123593;0.118853;0.116876;0.108591;0.0571979;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B_W;USA;Vegetables;Vegetables_MissppRN;Vegetables;Vegetables_MissppRN_RFD_hi;0.625855;0.780171;0.747095;0.784435;0.837133;0.917852;1.00576;1.06379;1.16884;1.30296;1.54936;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B_W;USA;Vegetables;Vegetables_MissppRN;Vegetables;Vegetables_MissppRN_RFD_lo;0.417236;0.520114;0.498063;0.522957;0.545935;0.578766;0.610384;0.58714;0.577568;0.536943;0.502558;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B_W;USA;Vegetables;Vegetables_MissppRS;Vegetables;Vegetables_MissppRS_IRR_hi;0.0515853;0.0643046;0.0615781;0.0646558;0.0689812;0.0746068;0.0741803;0.0561055;0.0395931;0.0202106;0.0033172;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B_W;USA;Vegetables;Vegetables_MissppRS;Vegetables;Vegetables_MissppRS_IRR_lo;0.0343902;0.0428697;0.0410521;0.0431038;0.0450667;0.0472416;0.0478021;0.0423587;0.0361891;0.0243565;0.00592107;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B_W;USA;Vegetables;Vegetables_MissppRS;Vegetables;Vegetables_MissppRS_RFD_hi;0.0936055;0.116686;0.111739;0.117324;0.125427;0.136201;0.147447;0.157497;0.172688;0.191699;0.255101;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B_W;USA;Vegetables;Vegetables_MissppRS;Vegetables;Vegetables_MissppRS_RFD_lo;0.0624037;0.0777906;0.0744926;0.0782157;0.081821;0.0858501;0.0886368;0.0859103;0.0844131;0.0779262;0.0813329;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B_W;USA;Vegetables;Vegetables_NelsonR;Vegetables;Vegetables_NelsonR_IRR_hi;0.0009876;0.0012307;0.0011786;0.0012381;0.00132538;0.00142581;0.0015629;0.00168061;0.00186855;0.00217654;0.0029634;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B_W;USA;Vegetables;Vegetables_NelsonR;Vegetables;Vegetables_NelsonR_IRR_lo;0.0006584;0.0008205;0.0007857;0.0008254;0.00086466;0.000898678;0.000937902;0.000914712;0.000911476;0.000882352;0.000941457;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B_W;USA;Vegetables;Vegetables_NelsonR;Vegetables;Vegetables_NelsonR_RFD_hi;0.0916767;0.114281;0.109437;0.114906;0.123006;0.132327;0.145107;0.156088;0.173605;0.202357;0.275452;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B_W;USA;Vegetables;Vegetables_NelsonR;Vegetables;Vegetables_NelsonR_RFD_lo;0.0611178;0.0761876;0.0729577;0.0766042;0.0802479;0.0834051;0.0870795;0.0849548;0.0846849;0.0820346;0.0875112;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B_W;USA;Vegetables;Vegetables_OhioR;Vegetables;Vegetables_OhioR_IRR_hi;0.0454995;0.0567183;0.0543137;0.0570282;0.060963;0.0665677;0.0737267;0.0791508;0.0877708;0.100505;0.0390416;Mt;OhioR;228;Ohio_River;Ohio River
CO2B_W;USA;Vegetables;Vegetables_OhioR;Vegetables;Vegetables_OhioR_IRR_lo;0.030333;0.0378122;0.0362091;0.0380188;0.039762;0.0419439;0.0442372;0.0431019;0.0428695;0.0408712;0.0336009;Mt;OhioR;228;Ohio_River;Ohio River
CO2B_W;USA;Vegetables;Vegetables_OhioR;Vegetables;Vegetables_OhioR_RFD_hi;0.300577;0.37469;0.358805;0.376738;0.402735;0.439783;0.487212;0.523173;0.58034;0.665144;0.84353;Mt;OhioR;228;Ohio_River;Ohio River
CO2B_W;USA;Vegetables;Vegetables_OhioR;Vegetables;Vegetables_OhioR_RFD_lo;0.200385;0.249794;0.239203;0.251159;0.262675;0.277092;0.292327;0.284895;0.283437;0.270362;0.269219;Mt;OhioR;228;Ohio_River;Ohio River
CO2B_W;USA;Vegetables;Vegetables_RioGrande;Vegetables;Vegetables_RioGrande_IRR_hi;0.126724;0.157971;0.151273;0.158834;0.172943;0.192167;0.215552;0.255307;0.306401;0.401296;0.561001;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B_W;USA;Vegetables;Vegetables_RioGrande;Vegetables;Vegetables_RioGrande_IRR_lo;0.0844828;0.105314;0.100849;0.105889;0.113724;0.122833;0.13265;0.143312;0.155226;0.170816;0.192255;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B_W;USA;Vegetables;Vegetables_RioGrande;Vegetables;Vegetables_RioGrande_RFD_hi;0.0215716;0.0268905;0.0257505;0.0270375;0.0297702;0.0333204;0.0375972;0.044691;0.0540093;0.0711463;0.101003;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B_W;USA;Vegetables;Vegetables_RioGrande;Vegetables;Vegetables_RioGrande_RFD_lo;0.0143811;0.017927;0.017167;0.018025;0.0194156;0.0210043;0.0227141;0.0245345;0.0265636;0.0291577;0.0325486;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B_W;USA;Vegetables;Vegetables_TennR;Vegetables;Vegetables_TennR_IRR_hi;0.0202256;0.0252127;0.0241436;0.0253502;0.0275617;0.0303485;0.0337307;0.0385401;0.0450659;0.0566025;0.0781913;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B_W;USA;Vegetables;Vegetables_TennR;Vegetables;Vegetables_TennR_IRR_lo;0.0134837;0.0168085;0.0160957;0.0169001;0.017979;0.0191292;0.02027;0.0210156;0.0220271;0.0230245;0.0249912;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B_W;USA;Vegetables;Vegetables_TennR;Vegetables;Vegetables_TennR_RFD_hi;0.0811564;0.101167;0.096878;0.10172;0.110595;0.12179;0.13541;0.154756;0.181031;0.227643;0.314795;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B_W;USA;Vegetables;Vegetables_TennR;Vegetables;Vegetables_TennR_RFD_lo;0.0541043;0.0674448;0.0645853;0.0678133;0.0721425;0.0767598;0.081366;0.0843835;0.0884746;0.092536;0.100388;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B_W;USA;Vegetables;Vegetables_TexasCst;Vegetables;Vegetables_TexasCst_IRR_hi;0.0936381;0.116726;0.111778;0.117364;0.128385;0.143295;0.151318;0.139654;0.13368;0.136955;0.128678;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B_W;USA;Vegetables;Vegetables_TexasCst;Vegetables;Vegetables_TexasCst_IRR_lo;0.0624254;0.0778175;0.0745183;0.0782429;0.0841193;0.090973;0.0954948;0.0945625;0.095049;0.0978211;0.102399;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B_W;USA;Vegetables;Vegetables_TexasCst;Vegetables;Vegetables_TexasCst_RFD_hi;0.175965;0.219352;0.210052;0.220551;0.242762;0.271854;0.30177;0.345051;0.401584;0.501436;0.692283;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B_W;USA;Vegetables;Vegetables_TexasCst;Vegetables;Vegetables_TexasCst_RFD_lo;0.11731;0.146235;0.140035;0.147034;0.158334;0.171353;0.181956;0.188972;0.197082;0.204942;0.222332;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B_W;USA;Vegetables;Vegetables_UsaColoRN;Vegetables;Vegetables_UsaColoRN_IRR_hi;0.0279272;0.0348131;0.0333372;0.0350037;0.0381865;0.0420748;0.0443993;0.0485892;0.0537934;0.0611318;0.0694988;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
CO2B_W;USA;Vegetables;Vegetables_UsaColoRN;Vegetables;Vegetables_UsaColoRN_IRR_lo;0.0186182;0.0232088;0.0222248;0.0233358;0.0249131;0.0265155;0.0265845;0.0263757;0.02618;0.0247154;0.0265763;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
CO2B_W;USA;Vegetables;Vegetables_UsaColoRN;Vegetables;Vegetables_UsaColoRN_RFD_hi;0.0124784;0.0155551;0.0148958;0.0156402;0.0170624;0.0187997;0.0198485;0.021731;0.02407;0.0273783;0.0368491;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
CO2B_W;USA;Vegetables;Vegetables_UsaColoRN;Vegetables;Vegetables_UsaColoRN_RFD_lo;0.008319;0.0103701;0.0099305;0.0104268;0.0111316;0.0118475;0.0118845;0.0117963;0.0117142;0.0110687;0.011669;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
