scenario;region;fuel;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units
CO2B_W;OH;solar;0;0;0.000117198;0.000239791;0.016077493;0.026408068;0.054745977;0.084880088;0.118122777;0.176951681;0.226798668;EJ
CO2B_W;OK;nuclear;0;0;0;0;0;1.18821E-05;0.000114678;0.000316683;0.000594388;0.001506424;0.003232282;EJ
CO2B_W;OK;hydro;0.0092671;0.009661;0.0102609;0.0097211;0.0113513;0.0113339;0.0113215;0.0113232;0.0112978;0.0112031;0.0112156;EJ
CO2B_W;OK;wind;0;0.003033514;0.0137828;0.05115701;0.052945104;0.056716382;0.085273618;0.108862503;0.125025182;0.131371899;0.182397298;EJ
CO2B_W;OK;solar;0.000103935;9.26856E-05;0.000138095;0.00056428;0.001263432;0.010417107;0.049067129;0.083854381;0.118544394;0.198010009;0.267683399;EJ
CO2B_W;OR;nuclear;0.02317908;0;0;0;0;1.47436E-05;0.00012435;0.000277768;0.000572215;0.001617282;0.003378085;EJ
CO2B_W;OR;hydro;0.139959;0.113669;0.111573;0.114051;0.133177;0.132972;0.132827;0.132847;0.132549;0.131438;0.131584;EJ
CO2B_W;OR;wind;2.30015E-06;0.00265385;0.0141885;0.0241788;0.027972109;0.03422727;0.047547817;0.060607119;0.073615783;0.080591757;0.109331337;EJ
CO2B_W;OR;solar;5.78008E-05;5.19006E-05;7.65996E-05;0.000423494;0.003977789;0.006866433;0.012762351;0.018591191;0.024679437;0.035137731;0.043979266;EJ
CO2B_W;PA;nuclear;0.2205209;0.2847367;0.2912778;0.3018919;0.2998051;0.295044478;0.305022135;0.310494935;0.290931593;0.292554071;0.312587582;EJ
CO2B_W;PA;hydro;0.0097372;0.0081987;0.0085197;0.0095014;0.0110948;0.0110777;0.0110657;0.0110673;0.0110425;0.0109499;0.0109621;EJ
CO2B_W;PA;wind;0;0.0010273;0.00671055;0.0122244;0.039441483;0.057558816;0.116329671;0.21319484;0.303112706;0.410110379;0.495769598;EJ
CO2B_W;PA;solar;0;0;6.83996E-05;0.000246894;0.019075298;0.035016241;0.087346108;0.141044688;0.19951506;0.305947412;0.399022729;EJ
CO2B_W;RI;nuclear;0;0;0;0;0;1.6256E-06;2.3228E-05;5.3471E-05;0.000116161;0.000272319;0.000563695;EJ
CO2B_W;RI;hydro;0.0000336;0.0000246;0.0000135;0.0000114;0.0000133;0.0000133;0.0000133;0.0000133;0.0000132;0.0000131;0.0000132;EJ
CO2B_W;RI;wind;0;0;0.0000111;1.12998E-05;9.94852E-05;0.000341065;0.001161761;0.002204261;0.002832375;0.004398212;0.007019268;EJ
CO2B_W;RI;solar;0;0;0;6.78996E-05;0.000503482;0.001683131;0.005073346;0.008066089;0.011545316;0.017296928;0.022261915;EJ
CO2B_W;SC;nuclear;0.1636428;0.198327;0.1945678;0.1993043;0.1944741;0.185899029;0.177984553;0.163606231;0.138706416;0.11865689;0.132058209;EJ
CO2B_W;SC;hydro;0.0111848;0.010782;0.0086778;0.0093491;0.0109169;0.0109002;0.0108883;0.0108899;0.0108655;0.0107744;0.0107864;EJ
CO2B_W;SC;wind;0;0;0;0;0.004740149;0.008233119;0.021129639;0.046205508;0.068562546;0.095748511;0.127750264;EJ
CO2B_W;SC;solar;0;0;0;1.97994E-05;0.006249652;0.013259854;0.036654717;0.062883836;0.088033584;0.129297524;0.172981968;EJ
CO2B_W;SD;nuclear;0;0;0;0;0;2.79301E-06;2.74924E-05;6.76817E-05;0.000135943;0.000326633;0.000642173;EJ
CO2B_W;SD;hydro;0.0133525;0.0112926;0.0191379;0.0177004;0.0206687;0.020637;0.0206145;0.0206175;0.0205714;0.0203988;0.0204215;EJ
CO2B_W;SD;wind;0;0.000571505;0.004965124;0.009106;0.009362381;0.009769137;0.011660408;0.013427107;0.014660382;0.009375511;0.01242313;EJ
CO2B_W;SD;solar;3.35004E-05;3.01004E-05;4.43996E-05;0.000178993;0.000976685;0.00190389;0.004180505;0.006050686;0.00845189;0.015933465;0.019701312;EJ
CO2B_W;TN;nuclear;0.0534371;0.10377;0.103815;0.0935869;0.0934082;0.093076492;0.100591774;0.114923193;0.124174349;0.133612282;0.143864616;EJ
CO2B_W;TN;hydro;0.0339897;0.0313588;0.0297279;0.0349637;0.0408271;0.0407644;0.04072;0.040726;0.0406347;0.0402939;0.0403388;EJ
CO2B_W;TN;wind;0;1.19001E-05;0.000146899;0.000167094;0.007103199;0.012726008;0.037584778;0.082201156;0.120238204;0.16545131;0.215257124;EJ
CO2B_W;TN;solar;0;0;0;0.00034669;0.00497519;0.010241473;0.026359029;0.041398234;0.057962134;0.086147673;0.114517187;EJ
CO2B_W;TX;nuclear;0.0605242;0.142692;0.154693;0.147552;0.147545;0.147624681;0.193277731;0.234121407;0.271636371;0.349703471;0.381829747;EJ
CO2B_W;TX;hydro;0.006087;0.0048942;0.0046094;0.0034902;0.0040755;0.0040692;0.0040648;0.0040654;0.0040563;0.0040223;0.0040268;EJ
CO2B_W;TX;wind;0;0.015314;0.0950115;0.1633492;0.212121811;0.272296844;0.523382738;0.722031543;0.900409014;1.114095098;1.659228103;EJ
CO2B_W;TX;solar;0.000468338;0.000420892;0.000695766;0.00438653;0.042234652;0.097184141;0.280957833;0.453154858;0.636754409;1.006749095;1.429869695;EJ
CO2B_W;UT;nuclear;0;0;0;0;0;8.7465E-06;8.45357E-05;0.000210939;0.00043004;0.001052645;0.002055478;EJ
CO2B_W;UT;hydro;0.001725598;0.0028813;0.0025406;0.0028053;0.0032757;0.0032707;0.0032672;0.0032676;0.0032603;0.003233;0.0032366;EJ
CO2B_W;UT;wind;0;0;0.0016205;0.00228211;0.006293701;0.0148854;0.036409447;0.056236809;0.074378816;0.108922885;0.141331779;EJ
CO2B_W;UT;solar;0.000104101;0.000093601;0.000138099;0.00070729;0.054008579;0.086040561;0.168443233;0.258435962;0.343085261;0.477294457;0.586616339;EJ
CO2B_W;VA;nuclear;0.0909035;0.104201;0.0994466;0.105209;0.105208;0.104953351;0.111889573;0.081143424;0.042106707;0.067054654;0.102420453;EJ
CO2B_W;VA;hydro;0.004444;0.0054033;0.0054366;0.0041821;0.0048834;0.0048759;0.0048706;0.0048713;0.0048604;0.0048197;0.004825;EJ
CO2B_W;VA;wind;0;0;0;0;0.00460993;0.007984137;0.021641432;0.050284619;0.079817638;0.121638733;0.176779174;EJ
CO2B_W;VA;solar;0;0;0;0;0.00775428;0.016282767;0.039817802;0.06310154;0.087556998;0.130529344;0.173716545;EJ
CO2B_W;VT;nuclear;0.0137998;0.0151965;0.0178987;0;0;1.74501E-06;2.22824E-05;5.22405E-05;0.00011051;0.000260325;0.000534787;EJ
CO2B_W;VT;hydro;0.0045748;0.0043693;0.0048277;0.0041582;0.0048555;0.0048481;0.0048428;0.0048435;0.0048327;0.0047921;0.0047975;EJ
CO2B_W;VT;wind;0;4.16003E-05;5.05001E-05;0.00118628;0.001220849;0.001312962;0.001728715;0.002383735;0.003032252;0.003057616;0.004924096;EJ
CO2B_W;VT;solar;0;0;0;0.000227099;0.000607635;0.001334796;0.002942532;0.004409205;0.006241289;0.0090245;0.011508097;EJ
CO2B_W;WA;nuclear;0.0219129;0.0307632;0.0345857;0.0305984;0.0305981;0.030629264;0.040250475;0.050874583;0.062581597;0.0648466;0.10888782;EJ
CO2B_W;WA;hydro;0.2959092;0.264531;0.249261;0.267867;0.312787;0.312307;0.311967;0.312013;0.311314;0.308703;0.309047;EJ
CO2B_W;WA;wind;0;0.00180153;0.0171732;0.0257974;0.037800867;0.057907278;0.090255589;0.121399225;0.151498005;0.193906281;0.255936662;EJ
CO2B_W;WA;solar;3.30004E-06;3.00004E-06;4.39998E-06;2.12997E-05;0.003421528;0.006265982;0.011667186;0.017822503;0.024514999;0.037218611;0.050350365;EJ
CO2B_W;WI;nuclear;0.0428394;0.037028;0.0497046;0.0375254;0.0375251;0.037534796;0.023217757;0.012556223;0.020566355;0.035102429;0.05285548;EJ
CO2B_W;WI;hydro;0.0061141;0.0056204;0.0072193;0.0079468;0.0092795;0.0092652;0.0092551;0.0092565;0.0092358;0.0091583;0.0091685;EJ
CO2B_W;WI;wind;0;0.0003344;0.003939567;0.005767893;0.024354119;0.032058144;0.051478221;0.068601681;0.086664205;0.110790096;0.14036803;EJ
CO2B_W;WI;solar;0;0;0;6.59987E-06;0.029303933;0.038140803;0.062740127;0.091952694;0.125431709;0.181590232;0.221957196;EJ
CO2B_W;WV;nuclear;0;0;0;0;0;4.44535E-06;4.58094E-05;0.000107676;0.000222567;0.000559716;0.001111499;EJ
CO2B_W;WV;hydro;0.0023262;0.0032758;0.0031742;0.0030375;0.0035469;0.0035414;0.0035376;0.0035381;0.0035302;0.0035006;0.0035045;EJ
CO2B_W;WV;wind;0;0.000556299;0.003399451;0.005017833;0.011605262;0.016270678;0.039461898;0.059155389;0.073771665;0.090783309;0.109605964;EJ
CO2B_W;WV;solar;0;0;0;0;0.011402754;0.017993585;0.037861703;0.063143187;0.087521232;0.128660784;0.162772626;EJ
CO2B_W;WY;nuclear;0;0;0;0;0;2.93058E-06;2.59733E-05;6.97793E-05;0.000150439;0.000393193;0.000748456;EJ
CO2B_W;WY;hydro;0.0021876;0.0029691;0.0037403;0.0031683;0.0036996;0.0036939;0.0036899;0.0036905;0.0036822;0.0036513;0.0036554;EJ
CO2B_W;WY;wind;0;0.00259237;0.01175163;0.0136975;0.02814803;0.041166065;0.103388746;0.146665355;0.183254063;0.242408135;0.328689172;EJ
CO2B_W;WY;solar;0.000111102;9.98994E-05;0.000147296;0.000593886;0.01225461;0.020184136;0.036709899;0.053962768;0.074083103;0.109042921;0.132668881;EJ
Reference;AK;nuclear;0;0;0;0;0;2.56105E-06;2.2341E-05;4.71559E-05;7.53536E-05;0.000111213;0.000181454;EJ
Reference;AK;hydro;0.0033073;0.0053769;0.0052355;0.0057253;0.0057199;0.00495019;0.0066679;0.0066689;0.0066539;0.0065981;0.0066055;EJ
Reference;AK;wind;0;2.19856E-06;4.55722E-05;0.000581723;0.000497711;0.000432626;0.000902301;0.003069491;0.005055693;0.007027364;0.009435329;EJ
Reference;AK;solar;0;0;0;0;3.47907E-07;2.34151E-06;7.16702E-06;0.001084192;0.001919917;0.0026257;0.003313919;EJ
Reference;AL;nuclear;0.045993;0.1182933;0.1419954;0.157293;0.1570381;0.155425023;0.149019352;0.105120235;0.045470605;0.027575292;0.035165251;EJ
Reference;AL;hydro;0.0351811;0.0372598;0.0317975;0.0359873;0.0420223;0.0419578;0.0419121;0.0419182;0.0418244;0.0414736;0.0415197;EJ
Reference;AL;wind;0;0;0;0;0.006350489;0.010940748;0.018479197;0.030516265;0.046978175;0.064478928;0.075867392;EJ
Reference;AL;solar;0;0;0;0;0.014925373;0.030850177;0.064048247;0.096234964;0.127343836;0.155306717;0.174385198;EJ
Reference;AR;nuclear;0.0430551;0.0510939;0.0562232;0.0518835;0.0518821;0.051855736;0.052407788;0.030920539;0.007453823;0.010530974;0.01352784;EJ
Reference;AR;hydro;0.0124031;0.0113216;0.0133666;0.0130245;0.0152087;0.0151853;0.0151688;0.015171;0.015137;0.0150101;0.0150268;EJ
Reference;AR;wind;0;0;0;0;0.007466055;0.013816031;0.025373224;0.042584074;0.064330042;0.085814729;0.09953378;EJ
Reference;AR;solar;0;0;0;4.59987E-06;0.003743337;0.00786041;0.016081455;0.023196406;0.029604154;0.035215156;0.038452175;EJ
Reference;AZ;nuclear;0.0786024;0.0963203;0.116766;0.121953;0.121952;0.121971598;0.127615433;0.132151486;0.137170625;0.144495094;0.034616268;EJ
Reference;AZ;hydro;0.0251735;0.0235432;0.0241914;0.0238498;0.0278494;0.0278066;0.0277763;0.0277804;0.0277182;0.0274857;0.0275163;EJ
Reference;AZ;wind;0;0;0.000488088;0.00164836;0.021971223;0.038855136;0.059542251;0.076595673;0.095067241;0.120168689;0.137635259;EJ
Reference;AZ;solar;0.000257804;0.000278298;0.000486186;0.01760397;0.037606109;0.055338551;0.079911279;0.098621712;0.118899178;0.133528491;0.147442053;EJ
Reference;CA;nuclear;0.124765;0.134934;0.120505;0.0693808;0.0693806;0.000092768;0.006763699;0.015122283;0.024410629;0.04172515;0.051387552;EJ
Reference;CA;hydro;0.0807207;0.145543;0.122102;0.0503768;0.0588249;0.0587346;0.0586706;0.0586792;0.0585478;0.0580568;0.0581214;EJ
Reference;CA;wind;0.0109208;0.0154038;0.0219996;0.0445538;0.04870701;0.094448393;0.116585251;0.145943041;0.17853294;0.201386426;0.229026035;EJ
Reference;CA;solar;0.000185308;0.001996635;0.007230648;0.070423445;0.07844436;0.098785804;0.134323934;0.169404332;0.207857148;0.240318445;0.27306851;EJ
Reference;CO;nuclear;0;0;0;0;0;1.26369E-05;9.52819E-05;0.000154185;0.000208736;0.000249843;0.000322284;EJ
Reference;CO;hydro;0.0048185;0.0051984;0.0057657;0.0058886;0.0068761;0.0068656;0.0068581;0.0068591;0.0068437;0.0067863;0.0067939;EJ
Reference;CO;wind;0;0.00280557;0.01249351;0.0272317;0.038269608;0.047616423;0.063068521;0.076321819;0.091263594;0.087121843;0.108899996;EJ
Reference;CO;solar;0.000188103;0.000169099;0.000638381;0.002130948;0.012073043;0.023235275;0.04419398;0.062729599;0.081789833;0.104160509;0.116352306;EJ
Reference;CT;nuclear;0.0754677;0.0580829;0.0626896;0.0652816;0.063792;0.061881914;0.060064962;0.055542277;0.046298398;0.036022875;0.017938391;EJ
Reference;CT;hydro;0.0019109;0.0017565;0.001427;0.0011039;0.001289;0.001287;0.0012856;0.0012858;0.001283;0.0012722;0.0012736;EJ
Reference;CT;wind;0;0;0;0;0.001780567;0.004928726;0.007963072;0.011780997;0.014600964;0.017362344;0.020154213;EJ
Reference;CT;solar;0;0;0;8.25995E-05;0.001249223;0.00441277;0.009806563;0.013855795;0.017903781;0.02225768;0.024678883;EJ
Reference;DC;nuclear;0;0;0;0;0;5.23394E-07;4.48251E-06;7.24387E-06;1.00306E-05;1.21422E-05;1.56004E-05;EJ
Reference;DC;solar;0;0;0;0;3.11437E-05;9.27806E-05;0.000231854;0.000307026;0.000359363;0.00042698;0.00055166;EJ
Reference;DE;nuclear;0;0;0;0;0;1.89413E-06;1.66478E-05;2.57406E-05;3.42895E-05;3.97112E-05;4.96713E-05;EJ
Reference;DE;wind;0;0;9.29993E-06;0;5.05171E-05;0.000106897;0.000262433;0.00048378;0.000752083;0.001008977;0.001250298;EJ
Reference;DE;solar;0;0;0;0.000224094;0.001410971;0.0024094;0.004519983;0.006628112;0.008766726;0.01074847;0.012461329;EJ
Reference;FL;nuclear;0.0831123;0.107338;0.0895828;0.105443;0.105255;0.104170201;0.103430442;0.081733185;0.048882928;0.039421519;0.047117909;EJ
Reference;FL;hydro;0.0005925;0.0009774;0.0006482;0.0008916;0.0010411;0.0010395;0.0010384;0.0010385;0.0010362;0.0010275;0.0010287;EJ
Reference;FL;wind;0;0;0;0;0.005329398;0.009551104;0.017261556;0.031115062;0.04794044;0.061423862;0.067499437;EJ
Reference;FL;solar;0;0;0.000735905;0.0010498;0.017967243;0.036183959;0.076529266;0.113788885;0.147554408;0.175587056;0.193596857;EJ
Reference;GA;nuclear;0.094631;0.117696;0.125421;0.126874;0.125486;0.123230059;0.12164915;0.114238294;0.097063583;0.072974641;0.029990145;EJ
Reference;GA;hydro;0.0154506;0.0147366;0.0120526;0.0108101;0.0126229;0.0126036;0.0125898;0.0125917;0.0125635;0.0124581;0.012472;EJ
Reference;GA;wind;0;0;0;0;0.004333533;0.007671319;0.013655914;0.023622151;0.03783163;0.0534708;0.06527915;EJ
Reference;GA;solar;0;0;0;0.000596583;0.010878725;0.022369367;0.045386025;0.065343354;0.083820229;0.099989859;0.111220763;EJ
Reference;HI;nuclear;0;0;0;0;0;7.51492E-06;0.000297198;0.000557207;0.000798792;0.00095937;0.001111361;EJ
Reference;HI;hydro;0.0000773;0.0002288;0.0001045;0.0002287;0.0002671;0.0002666;0.0002664;0.000264957;0.0002658;0.0002636;0.0002639;EJ
Reference;HI;wind;0.000114203;2.39006E-05;0.000944911;0.00223408;0.006191674;0.006682993;0.006944307;0.007080709;0.007550868;0.008123726;0.008973419;EJ
Reference;HI;solar;3.00006E-07;3.00012E-07;1.63005E-05;0.000258703;0.005614768;0.007429622;0.010137492;0.0127084;0.015535334;0.018316615;0.019903945;EJ
Reference;IA;nuclear;0.0114923;0.0169386;0.0166566;0.0196598;0.0196596;0.01967121;0.021453002;0.004793419;0.006440548;0.009195881;0.010854361;EJ
Reference;IA;hydro;0.0029699;0.0035241;0.0034636;0.0035039;0.0040915;0.0040852;0.0040808;0.0040814;0.0040722;0.0040381;0.0040426;EJ
Reference;IA;wind;0;0.005953253;0.03319144;0.0651556;0.069624664;0.077054168;0.089606123;0.108200774;0.118542152;0.08040334;0.091580968;EJ
Reference;IA;solar;0;0;0;0;0.003049006;0.006827076;0.014438047;0.02136817;0.027628941;0.037692465;0.040741648;EJ
Reference;ID;nuclear;0;0;0;0;0;9.71946E-06;5.71063E-05;9.64375E-05;0.000134123;0.000163852;0.00020438;EJ
Reference;ID;hydro;0.03093388;0.0313742;0.0334413;0.0319544;0.0373131;0.0372558;0.0372152;0.0372207;0.0371373;0.0368259;0.0368669;EJ
Reference;ID;wind;0;0;0.0015953;0.00827727;0.00945548;0.01180913;0.014882557;0.017620441;0.020601053;0.018153475;0.021471789;EJ
Reference;ID;solar;0.000072001;6.47008E-05;9.53994E-05;0.000384794;0.001386396;0.002145589;0.003125684;0.003878535;0.004628053;0.005271803;0.00576675;EJ
Reference;IL;nuclear;0.2743289;0.3480864;0.3599954;0.3647552;0.3162069;0.286961802;0.258865293;0.224275015;0.187800297;0.160295305;0.099868417;EJ
Reference;IL;hydro;0.0004884;0.0004738;0.0004332;0.0004488;0.0005241;0.0005233;0.0005227;0.0005228;0.0005216;0.0005172;0.0005178;EJ
Reference;IL;wind;0;0.00051;0.01611975;0.0391672;0.18485759;0.239167964;0.294223409;0.358582941;0.42202282;0.461030026;0.489711875;EJ
Reference;IL;solar;0;0;0.000129399;0.000233195;0.044919007;0.05709651;0.07576917;0.096065585;0.117834496;0.13973833;0.148798232;EJ
Reference;IN;nuclear;0;0;0;0;0;1.95898E-05;0.000144406;0.000247034;0.000362574;0.000446103;0.000532698;EJ
Reference;IN;hydro;0.0014969;0.0016096;0.0016573;0.0013913;0.0016246;0.0016221;0.0016204;0.0016206;0.001617;0.0016034;0.0016052;EJ
Reference;IN;wind;0;0;0.01061184;0.01645913;0.03766078;0.052516069;0.079141027;0.107893799;0.139807273;0.164293331;0.2016026;EJ
Reference;IN;solar;0;0;0;0.000737573;0.016187448;0.025731723;0.043762373;0.059792087;0.07483368;0.090400682;0.098842521;EJ
Reference;KS;nuclear;0.0299991;0.0325891;0.0357618;0.0323574;0.032357;0.032364619;0.03392242;0.035293968;0.036775753;0.008591072;0.010769622;EJ
Reference;KS;hydro;0.000045;0.0000415;0.0000483;0.0000693;0.0000809;0.0000808;0.0000807;0.0000807;0.0000805;0.0000799;0.00008;EJ
Reference;KS;wind;0;0.001523835;0.0123242;0.04010098;0.043958561;0.049813636;0.060696355;0.070809358;0.082172961;0.086840271;0.102994013;EJ
Reference;KS;solar;0.00016364;0.000145861;0.000217292;0.000884568;0.001271392;0.002546059;0.006199803;0.009144104;0.011815431;0.018875458;0.020771876;EJ
Reference;KY;nuclear;0;0;0;0;0;1.85676E-05;0.000135165;0.000233197;0.000347094;0.000454728;0.000608727;EJ
Reference;KY;hydro;0.0107254;0.0108761;0.0094259;0.0124199;0.0145027;0.0144804;0.0144647;0.0144668;0.0144344;0.0143133;0.0143293;EJ
Reference;KY;wind;0;0;0;0;0.007559165;0.013272726;0.02440324;0.0357625;0.047570984;0.061740496;0.072144885;EJ
Reference;KY;solar;0;0;0;0;0.017716399;0.028348594;0.04916001;0.068592581;0.087326656;0.107699788;0.119861721;EJ
Reference;LA;nuclear;0.0541782;0.0585091;0.0697587;0.0573685;0.0573676;0.057382002;0.060191021;0.06410708;0.068933331;0.043079584;0.020921896;EJ
Reference;LA;hydro;0.002228;0.0029786;0.0040504;0.0036456;0.004257;0.0042504;0.0042458;0.0042464;0.0042369;0.0042014;0.004206;EJ
Reference;LA;wind;0;0;0;0;0.005649589;0.009836646;0.016472717;0.026523932;0.039340879;0.052011795;0.058711479;EJ
Reference;LA;solar;0;0;0;0;0.009783796;0.020238559;0.041492946;0.0617412;0.081411665;0.099543164;0.112232798;EJ
Reference;MA;nuclear;0.0193462;0.0204348;0.022148;0.018728;0.018728;0.018741067;0.019418242;0.00310983;0.004665349;0.006555521;0.009900364;EJ
Reference;MA;hydro;0.0042016;0.0038253;0.0036037;0.0029811;0.003481;0.0034757;0.0034719;0.0034724;0.0034646;0.0034356;0.0034394;EJ
Reference;MA;wind;0;0;7.20001E-05;0.000678791;0.00183076;0.004845398;0.008644663;0.013915234;0.018468702;0.023540108;0.031419954;EJ
Reference;MA;solar;0;0;5.59998E-06;0.00211839;0.003872352;0.008573992;0.016631234;0.022613712;0.028551153;0.032923355;0.036535481;EJ
Reference;MD;nuclear;0.00477532;0.0548772;0.0523733;0.0549041;0.0549039;0.054917636;0.057057885;0.033235143;0.009092584;0.013093162;0.017804378;EJ
Reference;MD;hydro;0.0078018;0.0062574;0.0060911;0.0059235;0.0069169;0.0069062;0.0068987;0.0068997;0.0068843;0.0068265;0.0068341;EJ
Reference;MD;wind;0;0;5.59996E-06;0.00158456;0.005746325;0.008493031;0.012874189;0.019568845;0.02862259;0.03689185;0.044835622;EJ
Reference;MD;solar;0;0;8.99995E-07;0.000529186;0.009280236;0.014398387;0.0245758;0.034625556;0.044576282;0.053351403;0.057066055;EJ
Reference;ME;nuclear;0.0185489;0;0;0;0;4.17964E-06;3.37971E-05;5.55784E-05;7.657E-05;9.07952E-05;0.000112697;EJ
Reference;ME;hydro;0.0093206;0.0127296;0.0113423;0.0108406;0.0126586;0.0126391;0.0126254;0.0126272;0.0125989;0.0124933;0.0125072;EJ
Reference;ME;wind;0;0;0.0018068;0.00472443;0.004980874;0.005526158;0.006404362;0.007887505;0.00938696;0.00706409;0.01100181;EJ
Reference;ME;solar;0;0;0;0;0.0002108;0.000885339;0.002306779;0.003407353;0.00452635;0.005672993;0.006514219;EJ
Reference;MI;nuclear;0.0824681;0.1226866;0.1108709;0.109984;0.1083957;0.105248013;0.102801854;0.089581759;0.067031755;0.050579691;0.042006424;EJ
Reference;MI;hydro;0.0054462;0.0052623;0.0044656;0.0053612;0.0062603;0.0062507;0.0062438;0.0062448;0.0062308;0.0061785;0.0061854;EJ
Reference;MI;wind;0;6.49999E-06;0.00130408;0.01748965;0.046554093;0.066899765;0.094991329;0.1255619;0.159815466;0.187308807;0.218604236;EJ
Reference;MI;solar;0;0;0;5.5998E-06;0.012957494;0.021479405;0.038166673;0.053600288;0.068633126;0.085550305;0.09692504;EJ
Reference;MN;nuclear;0.0463248;0.0479054;0.0504422;0.0451377;0.0451372;0.04514959;0.044694298;0.006738772;0.008969758;0.012758243;0.015088214;EJ
Reference;MN;hydro;0.0023259;0.0023696;0.0026054;0.0026776;0.0031266;0.0031218;0.0031184;0.0031189;0.0031119;0.0030858;0.0030892;EJ
Reference;MN;wind;1.20003E-06;0.005719452;0.01730052;0.03554832;0.041058965;0.050370914;0.065243859;0.087316953;0.099443476;0.095063523;0.107344244;EJ
Reference;MN;solar;0;0;0;1.31995E-05;0.002858741;0.006414543;0.014951039;0.022450152;0.029627974;0.044621922;0.049054124;EJ
Reference;MO;nuclear;0.0305212;0.0299725;0.0336683;0.0391445;0.0391442;0.039165438;0.041780969;0.044830914;0.047995962;0.012745678;0.021044888;EJ
Reference;MO;hydro;0.0074394;0.004258;0.0056234;0.0058205;0.0067966;0.0067862;0.0067788;0.0067798;0.0067646;0.0067078;0.0067153;EJ
Reference;MO;wind;0;0;0.003349668;0.003766632;0.035751338;0.050185502;0.067776864;0.088686523;0.109604477;0.13169465;0.158011863;EJ
Reference;MO;solar;0;0;0;7.75984E-05;0.045143929;0.057190336;0.076305283;0.097897687;0.121738999;0.145573979;0.159371844;EJ
Reference;MS;nuclear;0.0283246;0.0376137;0.0360904;0.0439226;0.0439223;0.043931148;0.04514218;0.046811544;0.0488943;0.007000872;0.00894718;EJ
Reference;MS;wind;0;0;0;0;0.001567653;0.002758617;0.004666227;0.007572889;0.01127636;0.014838438;0.016628634;EJ
Reference;MS;solar;0;0;0;0;0.007362552;0.015151018;0.030324906;0.04368362;0.055762404;0.066567006;0.072511863;EJ
Reference;MT;nuclear;0;0;0;0;0;4.01184E-06;2.8713E-05;5.00808E-05;6.93525E-05;8.2476E-05;0.000102313;EJ
Reference;MT;hydro;0.03637003;0.0352131;0.0343924;0.0360821;0.042133;0.0420683;0.0420225;0.0420287;0.0419345;0.0415828;0.0416291;EJ
Reference;MT;wind;0;0;0.0033668;0.00716342;0.01604704;0.034525142;0.060080878;0.08263146;0.106963174;0.14541483;0.171649897;EJ
Reference;MT;solar;3.17004E-05;2.85004E-05;4.19998E-05;0.000169197;0.012522027;0.019087411;0.02557855;0.030978823;0.036256556;0.040822894;0.037655683;EJ
Reference;NC;nuclear;0.0988609;0.1492248;0.15247;0.1578374;0.1578238;0.157760972;0.161876397;0.161647622;0.12736665;0.058634374;0.0359046;EJ
Reference;NC;hydro;0.0230515;0.0171026;0.0173282;0.0172645;0.0201597;0.0201288;0.0201069;0.0201098;0.0200648;0.0198965;0.0199186;EJ
Reference;NC;wind;0;0;0;0;0.005887449;0.01019787;0.017674779;0.029918939;0.047267586;0.066403253;0.080515296;EJ
Reference;NC;solar;0;0;0.000104099;0.00612133;0.015186342;0.025025867;0.04455785;0.060983384;0.075637015;0.082558014;0.090154907;EJ
Reference;ND;nuclear;0;0;0;0;0;3.65331E-06;2.44157E-05;4.44187E-05;7.09642E-05;9.04526E-05;0.000100651;EJ
Reference;ND;hydro;0.0058071;0.0049284;0.0074601;0.0076421;0.0089237;0.00891;0.0089003;0.0089016;0.0088816;0.0088071;0.0088169;EJ
Reference;ND;wind;0;0.000796309;0.0148238;0.02372049;0.025876157;0.029832645;0.03874477;0.051972045;0.059229681;0.054389543;0.0632169;EJ
Reference;ND;solar;7.00008E-07;7.0001E-07;9.99992E-07;3.99984E-06;0.003002421;0.006575513;0.013834349;0.021043934;0.027773496;0.038606976;0.042827143;EJ
Reference;NE;nuclear;0.0286641;0.0328515;0.0413713;0.0387116;0.0387099;0.038633556;0.029396982;0.005705053;0.007563164;0.010735284;0.012672615;EJ
Reference;NE;hydro;0.0038691;0.0032009;0.0047996;0.0061486;0.0071797;0.0071687;0.0071609;0.0071619;0.0071459;0.007086;0.0070938;EJ
Reference;NE;wind;0;0.000349204;0.001526278;0.01159634;0.01570653;0.023357779;0.036941263;0.056968919;0.067945752;0.08523533;0.097817457;EJ
Reference;NE;solar;9.96012E-05;8.95014E-05;0.000132099;0.000532378;0.005380177;0.01107694;0.021977514;0.033166684;0.044204438;0.064672235;0.071959368;EJ
Reference;NH;nuclear;0.0155723;0.0352926;0.0408319;0.0355608;0.0355607;0.035564536;0.036980302;0.038968093;0.040659969;0.042716162;0.010741213;EJ
Reference;NH;hydro;0.0057891;0.0065769;0.0053789;0.0046352;0.0054125;0.0054042;0.0053983;0.0053991;0.005387;0.0053418;0.0053478;EJ
Reference;NH;wind;0;0;0.0002738;0.00154428;0.004301452;0.010180539;0.016791279;0.02528251;0.031984349;0.038135259;0.046407276;EJ
Reference;NH;solar;0;0;0;0;0.00047779;0.001884654;0.004524271;0.00654335;0.008569277;0.010660902;0.011963614;EJ
Reference;NJ;nuclear;0.0907099;0.117164;0.1226482;0.1247121;0.1236052;0.1212697;0.118532041;0.106651456;0.082044081;0.0561637;0.033346686;EJ
