scenario;region;fuel;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units
NDC_W;MS;nuclear;0.0283246;0.0376137;0.0360904;0.0439226;0.0439223;0.043931152;0.054320347;0.059244884;0.065687351;0.029955311;0.039401929;EJ
NDC_W;MS;wind;0;0;0;0;0.001570893;0.002770433;0.012880086;0.016873896;0.021014862;0.025706735;0.029323299;EJ
NDC_W;MS;solar;0;0;0;0;0.007386272;0.015272285;0.061711582;0.078537337;0.099821171;0.126490249;0.151311596;EJ
NDC_W;MT;nuclear;0;0;0;0;0;4.01289E-06;0.000113496;0.000241218;0.000408938;0.000666652;0.000946975;EJ
NDC_W;MT;hydro;0.03637003;0.0352131;0.0343924;0.0360821;0.042133;0.0420683;0.0420225;0.0420287;0.0419345;0.0415828;0.0416291;EJ
NDC_W;MT;wind;0;0;0.0033668;0.00716342;0.016054387;0.03455653;0.138309012;0.190035571;0.247049993;0.340419806;0.417154476;EJ
NDC_W;MT;solar;3.17004E-05;2.85004E-05;4.19998E-05;0.000169197;0.012522285;0.019091448;0.048102935;0.059101885;0.070899051;0.085118738;0.09190709;EJ
NDC_W;NC;nuclear;0.0988609;0.1492248;0.15247;0.1578374;0.1578238;0.157759982;0.199655483;0.213596311;0.198729405;0.156881794;0.166199539;EJ
NDC_W;NC;hydro;0.0230515;0.0171026;0.0173282;0.0172645;0.0201597;0.0201288;0.0201069;0.0201098;0.0200648;0.0198965;0.0199186;EJ
NDC_W;NC;wind;0;0;0;0;0.005898561;0.010239172;0.061019715;0.088549736;0.127070891;0.177754934;0.23365347;EJ
NDC_W;NC;solar;0;0;0.000104099;0.00612133;0.015211737;0.025144638;0.085918758;0.108940487;0.137570117;0.16673162;0.199235951;EJ
NDC_W;ND;nuclear;0;0;0;0;0;3.65435E-06;0.000119589;0.000234144;0.00038975;0.000631428;0.000889989;EJ
NDC_W;ND;hydro;0.0058071;0.0049284;0.0074601;0.0076421;0.0089237;0.00891;0.0089003;0.0089016;0.0088816;0.0088071;0.0088169;EJ
NDC_W;ND;wind;0;0.000796309;0.0148238;0.02372049;0.025849915;0.02982183;0.063679915;0.082154473;0.096118256;0.107870469;0.127541406;EJ
NDC_W;ND;solar;7.00008E-07;7.0001E-07;9.99992E-07;3.99984E-06;0.002977557;0.006560179;0.043625014;0.054731434;0.069004032;0.095768368;0.110726286;EJ
NDC_W;NE;nuclear;0.0286641;0.0328515;0.0413713;0.0387116;0.0387102;0.038633757;0.044639498;0.026832034;0.032391061;0.038072257;0.036375201;EJ
NDC_W;NE;hydro;0.0038691;0.0032009;0.0047996;0.0061486;0.0071797;0.0071687;0.0071609;0.0071619;0.0071459;0.007086;0.0070938;EJ
NDC_W;NE;wind;0;0.000349204;0.001526278;0.01159634;0.015607194;0.023190942;0.069751637;0.095870911;0.115922393;0.155108208;0.183303291;EJ
NDC_W;NE;solar;9.96012E-05;8.95014E-05;0.000132099;0.000532378;0.005316268;0.011003151;0.068318015;0.085709144;0.107186545;0.146337984;0.166786131;EJ
NDC_W;NH;nuclear;0.0155723;0.0352926;0.0408319;0.0355608;0.0355607;0.035564537;0.045896427;0.051764464;0.057527295;0.065315603;0.041493838;EJ
NDC_W;NH;hydro;0.0057891;0.0065769;0.0053789;0.0046352;0.0054125;0.0054042;0.0053983;0.0053991;0.005387;0.0053418;0.0053478;EJ
NDC_W;NH;wind;0;0;0.0002738;0.00154428;0.004312774;0.010210265;0.036862699;0.049135015;0.059087104;0.068288292;0.077011648;EJ
NDC_W;NH;solar;0;0;0;0;0.000479602;0.001891182;0.010682955;0.014136921;0.018450123;0.023727664;0.02814494;EJ
NDC_W;NJ;nuclear;0.0907099;0.117164;0.1226482;0.1247121;0.1236052;0.121269758;0.138621502;0.136111812;0.125224548;0.117881568;0.117417345;EJ
NDC_W;NJ;hydro;0.0001064;0.000108;0.0000663;0.0000349;0.0000408;0.0000407;0.0000406;0.0000407;0.0000406;0.0000402;0.0000403;EJ
NDC_W;NJ;wind;0;0;4.55996E-05;0.000078598;0.003767219;0.005933238;0.015354567;0.024580519;0.039004125;0.057124011;0.069160568;EJ
NDC_W;NJ;solar;0;0;0.000191199;0.00233324;0.009340711;0.015529484;0.057820928;0.076168415;0.098710549;0.124587454;0.148734879;EJ
NDC_W;NM;nuclear;0;0;0;0;0;6.29516E-06;0.000163583;0.000362005;0.000626675;0.001014599;0.001440984;EJ
NDC_W;NM;hydro;0.0006972;0.0006061;0.0007927;0.000363;0.0004239;0.0004232;0.0004228;0.0004228;0.0004219;0.0004183;0.0004188;EJ
NDC_W;NM;wind;0;0.00287207;0.006631442;0.00760992;0.015099398;0.021951334;0.071433802;0.087817574;0.106544013;0.13086624;0.161768104;EJ
NDC_W;NM;solar;0.000345506;0.000310598;0.000539686;0.004751298;0.011404741;0.018235125;0.061716405;0.080082341;0.10020536;0.125133606;0.146105003;EJ
NDC_W;NV;nuclear;0;0;0;0;0;0.000010978;0.000242699;0.000491656;0.000832728;0.001369561;0.002051113;EJ
NDC_W;NV;hydro;0.0058883;0.0062526;0.0078809;0.008262;0.0096475;0.0096327;0.0096222;0.0096236;0.0096021;0.0095215;0.0095321;EJ
NDC_W;NV;wind;0;0;0;0.00112916;0.002226158;0.005493575;0.022046968;0.029953808;0.038409623;0.051573358;0.062767238;EJ
NDC_W;NV;solar;0.000170502;0.000153202;0.002194588;0.008516966;0.023893435;0.035921911;0.108874703;0.137420186;0.167263098;0.200043233;0.240249995;EJ
NDC_W;NY;nuclear;0.0901483;0.1584108;0.1566996;0.1672374;0.1639168;0.151076191;0.144764755;0.104663608;0.086602012;0.11558285;0.149168724;EJ
NDC_W;NY;hydro;0.0952017;0.0944657;0.092829;0.0946892;0.110568;0.110399;0.110278;0.110295;0.110048;0.109125;0.109246;EJ
NDC_W;NY;wind;0;0.0003723;0.00939665;0.0144915;0.026803655;0.052989137;0.172464216;0.240506826;0.303087499;0.361085238;0.427423897;EJ
NDC_W;NY;solar;0;0;0;0.000462794;0.01522986;0.032125957;0.140954471;0.177659877;0.222724285;0.28237684;0.336334507;EJ
NDC_W;OH;nuclear;0.0406946;0.0552481;0.0591501;0.0651523;0.0650273;0.064680908;0.132084978;0.147900086;0.157988177;0.169710897;0.180713836;EJ
NDC_W;OH;hydro;0.0006157;0.0018943;0.0015674;0.0016666;0.0019461;0.0019431;0.001941;0.0019413;0.0019369;0.0019207;0.0019228;EJ
NDC_W;OH;wind;0;4.80999E-05;4.55993E-05;0.004262647;0.028734277;0.045537763;0.163177691;0.198455267;0.239306304;0.291208511;0.331255307;EJ
NDC_W;OH;solar;0;0;0.000117198;0.000239791;0.016077503;0.026408066;0.089044022;0.115518442;0.147975417;0.191345069;0.222824925;EJ
NDC_W;OK;nuclear;0;0;0;0;0;1.18821E-05;0.000351604;0.000689497;0.001200501;0.002035226;0.003099361;EJ
NDC_W;OK;hydro;0.0092671;0.009661;0.0102609;0.0097211;0.0113513;0.0113339;0.0113215;0.0113232;0.0112978;0.0112031;0.0112156;EJ
NDC_W;OK;wind;0;0.003033514;0.0137828;0.05115701;0.052945094;0.056716362;0.10668904;0.119784379;0.138625861;0.14385893;0.18020041;EJ
NDC_W;OK;solar;0.000103935;9.26856E-05;0.000138095;0.00056428;0.001263424;0.010417099;0.093067085;0.118803281;0.152679523;0.218718256;0.264769467;EJ
NDC_W;OR;nuclear;0.02317908;0;0;0;0;1.47436E-05;0.000304784;0.000686101;0.001219902;0.00213524;0.003218648;EJ
NDC_W;OR;hydro;0.139959;0.113669;0.111573;0.114051;0.133177;0.132972;0.132827;0.132847;0.132549;0.131438;0.131584;EJ
NDC_W;OR;wind;2.30015E-06;0.00265385;0.0141885;0.0241788;0.027972079;0.034227239;0.058466078;0.070788885;0.084866567;0.087659227;0.107465586;EJ
NDC_W;OR;solar;5.78008E-05;5.19006E-05;7.65996E-05;0.000423494;0.003977778;0.006866423;0.019751654;0.024829164;0.030281702;0.037711152;0.043751184;EJ
NDC_W;PA;nuclear;0.2205209;0.2847367;0.2912778;0.3018919;0.2998051;0.295044478;0.354484205;0.36028112;0.345793558;0.332817693;0.327642937;EJ
NDC_W;PA;hydro;0.0097372;0.0081987;0.0085197;0.0095014;0.0110948;0.0110777;0.0110657;0.0110673;0.0110425;0.0109499;0.0109621;EJ
NDC_W;PA;wind;0;0.0010273;0.00671055;0.0122244;0.039444808;0.057562991;0.19379347;0.263916443;0.355390659;0.437927888;0.495828999;EJ
NDC_W;PA;solar;0;0;6.83996E-05;0.000246894;0.019076799;0.03501823;0.149373639;0.197666725;0.25806387;0.331537946;0.391365739;EJ
NDC_W;RI;nuclear;0;0;0;0;0;1.6256E-06;5.96075E-05;0.000122313;0.000214971;0.000354187;0.000547779;EJ
NDC_W;RI;hydro;0.0000336;0.0000246;0.0000135;0.0000114;0.0000133;0.0000133;0.0000133;0.0000133;0.0000132;0.0000131;0.0000132;EJ
NDC_W;RI;wind;0;0;0.0000111;1.12998E-05;9.95123E-05;0.000341134;0.001993484;0.002529463;0.003272226;0.004719236;0.006781784;EJ
NDC_W;RI;solar;0;0;0;6.78996E-05;0.000503483;0.001683155;0.008600984;0.01131771;0.014714978;0.018837626;0.022138882;EJ
NDC_W;SC;nuclear;0.1636428;0.198327;0.1945678;0.1993043;0.1944741;0.185899029;0.209146391;0.189548561;0.165606056;0.155096825;0.148740908;EJ
NDC_W;SC;hydro;0.0111848;0.010782;0.0086778;0.0093491;0.0109169;0.0109002;0.0108883;0.0108899;0.0108655;0.0107744;0.0107864;EJ
NDC_W;SC;wind;0;0;0;0;0.004740117;0.008233099;0.042623909;0.059163387;0.079316415;0.102843303;0.124965617;EJ
NDC_W;SC;solar;0;0;0;1.97994E-05;0.006249619;0.01325984;0.069113323;0.088498915;0.111962712;0.14066947;0.168811855;EJ
NDC_W;SD;nuclear;0;0;0;0;0;2.79301E-06;7.61385E-05;0.000160739;0.000273395;0.000438827;0.00063058;EJ
NDC_W;SD;hydro;0.0133525;0.0112926;0.0191379;0.0177004;0.0206687;0.020637;0.0206145;0.0206175;0.0205714;0.0203988;0.0204215;EJ
NDC_W;SD;wind;0;0.000571505;0.004965124;0.009106;0.009362378;0.009769134;0.012785994;0.014488588;0.01586164;0.01017969;0.01224681;EJ
NDC_W;SD;solar;3.35004E-05;3.01004E-05;4.43996E-05;0.000178993;0.000976679;0.001903883;0.006212895;0.008269956;0.010819511;0.017438472;0.019890503;EJ
NDC_W;TN;nuclear;0.0534371;0.10377;0.103815;0.0935869;0.0934082;0.093076492;0.121491987;0.132665257;0.142768056;0.148424393;0.147603458;EJ
NDC_W;TN;hydro;0.0339897;0.0313588;0.0297279;0.0349637;0.0408271;0.0407644;0.04072;0.040726;0.0406347;0.0402939;0.0403388;EJ
NDC_W;TN;wind;0;1.19001E-05;0.000146899;0.000167094;0.007103158;0.012725998;0.077560202;0.107111282;0.141313141;0.179425932;0.213699726;EJ
NDC_W;TN;solar;0;0;0;0.00034669;0.004975166;0.01024146;0.043959769;0.057056506;0.073312888;0.092850902;0.111282993;EJ
NDC_W;TX;nuclear;0.0605242;0.142692;0.154693;0.147552;0.147545;0.147624681;0.295832289;0.330732505;0.367437738;0.436845605;0.421471626;EJ
NDC_W;TX;hydro;0.006087;0.0048942;0.0046094;0.0034902;0.0040755;0.0040692;0.0040648;0.0040654;0.0040563;0.0040223;0.0040268;EJ
NDC_W;TX;wind;0;0.015314;0.0950115;0.1633492;0.212121914;0.272296834;0.71994013;0.853525409;1.015842037;1.207447781;1.599198162;EJ
NDC_W;TX;solar;0.000468338;0.000420892;0.000695766;0.00438653;0.042234685;0.097184039;0.502752323;0.652396647;0.827266706;1.125287578;1.410337214;EJ
NDC_W;UT;nuclear;0;0;0;0;0;8.7465E-06;0.000236564;0.000491453;0.00083709;0.001372876;0.002007222;EJ
NDC_W;UT;hydro;0.001725598;0.0028813;0.0025406;0.0028053;0.0032757;0.0032707;0.0032672;0.0032676;0.0032603;0.003233;0.0032366;EJ
NDC_W;UT;wind;0;0;0.0016205;0.00228211;0.006293671;0.014885359;0.052006694;0.069680738;0.08849034;0.117850129;0.140661729;EJ
NDC_W;UT;solar;0.000104101;0.000093601;0.000138099;0.00070729;0.054008456;0.086040438;0.274194635;0.342016026;0.414201001;0.50114343;0.572364293;EJ
NDC_W;VA;nuclear;0.0909035;0.104201;0.0994466;0.105209;0.105208;0.104953351;0.13233375;0.098579261;0.059878575;0.081505747;0.106131377;EJ
NDC_W;VA;hydro;0.004444;0.0054033;0.0054366;0.0041821;0.0048834;0.0048759;0.0048706;0.0048713;0.0048604;0.0048197;0.004825;EJ
NDC_W;VA;wind;0;0;0;0;0.004609909;0.007984129;0.045825115;0.065834655;0.093323164;0.129018818;0.167737563;EJ
NDC_W;VA;solar;0;0;0;0;0.007754248;0.016282745;0.067577181;0.086641527;0.110593;0.140428825;0.168117052;EJ
NDC_W;VT;nuclear;0.0137998;0.0151965;0.0178987;0;0;1.74502E-06;6.18692E-05;0.000125804;0.000210682;0.000346208;0.000526567;EJ
NDC_W;VT;hydro;0.0045748;0.0043693;0.0048277;0.0041582;0.0048555;0.0048481;0.0048428;0.0048435;0.0048327;0.0047921;0.0047975;EJ
NDC_W;VT;wind;0;4.16003E-05;5.05001E-05;0.00118628;0.001220849;0.001312963;0.002270574;0.002837195;0.00345989;0.003324806;0.004797207;EJ
NDC_W;VT;solar;0;0;0;0.000227099;0.000607636;0.001334809;0.004753207;0.006156045;0.007940769;0.009810725;0.011382123;EJ
NDC_W;WA;nuclear;0.0219129;0.0307632;0.0345857;0.0305984;0.0305981;0.030629264;0.053074761;0.065386541;0.080498323;0.08044536;0.111385002;EJ
NDC_W;WA;hydro;0.2959092;0.264531;0.249261;0.267867;0.312787;0.312307;0.311967;0.312013;0.311314;0.308703;0.309047;EJ
NDC_W;WA;wind;0;0.00180153;0.0171732;0.0257974;0.037800764;0.057907175;0.114620203;0.143159538;0.175272439;0.208816593;0.250632971;EJ
NDC_W;WA;solar;3.30004E-06;3.00004E-06;4.39998E-06;2.12997E-05;0.003421511;0.006265965;0.019959505;0.025660593;0.03197525;0.041434599;0.050383423;EJ
NDC_W;WI;nuclear;0.0428394;0.037028;0.0497046;0.0375254;0.0375251;0.037534796;0.032419151;0.022965442;0.031416753;0.04353183;0.056816904;EJ
NDC_W;WI;hydro;0.0061141;0.0056204;0.0072193;0.0079468;0.0092795;0.0092652;0.0092551;0.0092565;0.0092358;0.0091583;0.0091685;EJ
NDC_W;WI;wind;0;0.0003344;0.003939567;0.005767893;0.024354017;0.032058392;0.064876597;0.081433344;0.09884692;0.118207844;0.139052376;EJ
NDC_W;WI;solar;0;0;0;6.59987E-06;0.029303803;0.038140714;0.098029344;0.12499013;0.15557982;0.19648654;0.22002053;EJ
NDC_W;WV;nuclear;0;0;0;0;0;4.44536E-06;0.000123343;0.000261197;0.000458288;0.000752069;0.001072977;EJ
NDC_W;WV;hydro;0.0023262;0.0032758;0.0031742;0.0030375;0.0035469;0.0035414;0.0035376;0.0035381;0.0035302;0.0035006;0.0035045;EJ
NDC_W;WV;wind;0;0.000556299;0.003399451;0.005017833;0.011605252;0.016270668;0.058818084;0.070989837;0.084291756;0.096541658;0.108737954;EJ
NDC_W;WV;solar;0;0;0;0;0.011402755;0.017993584;0.068713504;0.087086845;0.109703467;0.13936772;0.159471145;EJ
NDC_W;WY;nuclear;0;0;0;0;0;2.93058E-06;7.66242E-05;0.000183691;0.000320847;0.000521046;0.000720076;EJ
NDC_W;WY;hydro;0.0021876;0.0029691;0.0037403;0.0031683;0.0036996;0.0036939;0.0036899;0.0036905;0.0036822;0.0036513;0.0036554;EJ
NDC_W;WY;wind;0;0.00259237;0.01175163;0.0136975;0.028147928;0.041165963;0.141173686;0.174188328;0.212017548;0.263361235;0.32776628;EJ
NDC_W;WY;solar;0.000111102;9.98994E-05;0.000147296;0.000593886;0.012254568;0.020184091;0.062433912;0.079165627;0.098105459;0.121676332;0.134418754;EJ
