scenario;region;subsector;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units
Reference;Central Southwest grid;KS;0.000277254;0.000119914;0.000206594;0.000126393;0.000110055;0.000119567;0.00013979;0.000157679;0.000175115;0.000188083;0.000198968;EJ
Reference;Central Southwest grid;KS;0.00323147;0.00523555;0.00167453;0.00699024;0.00612923;0.00654773;0.00741394;0.00813611;0.00884757;0.0079368;0.00842789;EJ
Reference;Central Southwest grid;OK;0.085084;0.128715;0.134922;0.138455;0.106102;0.111787;0.126339;0.139578;0.153628;0.170583;0.181529;EJ
Reference;Central Southwest grid;OK;0.0706932;0.116549;0.129464;0.135233;0.115631;0.122469;0.138329;0.152328;0.166304;0.185656;0.195783;EJ
Reference;Central Southwest grid;OK;0.00123801;0.00210221;0.00217634;0.00220838;0.00190502;0.00201615;0.00227349;0.00250289;0.00273141;0.00291822;0.00308085;EJ
Reference;Central Southwest grid;OK;0.00767841;0.0107637;0.0154826;0.00982013;0.00837931;0.00882946;0.00996166;0.01102;0.0120794;0.0144286;0.0151868;EJ
Reference;Central Southwest grid;electricity;0.303052;0.444424;0.476587;0.466955;0.403015;0.427144;0.482656;0.532113;0.581304;0.62126;0.655963;EJ
Reference;Florida grid;FL;0.291153;0.489432;0.51457;0.534768;0.527862;0.544369;0.584445;0.63174;0.677144;0.711967;0.739589;EJ
Reference;Florida grid;FL;0.152901;0.257028;0.27023;0.280837;0.27721;0.285879;0.306925;0.331762;0.355607;0.373894;0.3884;EJ
Reference;Florida grid;FL;0.00231519;0.00389187;0.00409176;0.00425237;0.00419746;0.00432871;0.0046474;0.00502347;0.00538452;0.00566142;0.00588107;EJ
Reference;Florida grid;FL;0.0166694;0.0280214;0.0294607;0.0306171;0.0302217;0.0311667;0.0334613;0.036169;0.0387685;0.0407622;0.0423437;EJ
Reference;Florida grid;electricity;0.463038;0.778373;0.818352;0.850474;0.839492;0.865743;0.929479;1.00469;1.0769;1.13228;1.17621;EJ
Reference;Hawaii grid;HI;0.0228011;0.0244049;0.0240449;0.0226419;0.0241671;0.0236547;0.0218035;0.0204259;0.019833;0.0206244;0.0224083;EJ
Reference;Hawaii grid;HI;0.0119741;0.0128164;0.0126273;0.0118905;0.0126915;0.0124224;0.0114503;0.0107268;0.0104154;0.010831;0.0117678;EJ
Reference;Hawaii grid;HI;0.00018131;0.000194063;0.0001912;0.000180044;0.000192172;0.000188097;0.000173377;0.000162422;0.000157708;0.000164001;0.000178186;EJ
Reference;Hawaii grid;HI;0.00130543;0.00139726;0.00137664;0.00129632;0.00138364;0.0013543;0.00124832;0.00116944;0.0011355;0.00118081;0.00128294;EJ
Reference;Hawaii grid;electricity;0.036262;0.0388127;0.03824;0.0360088;0.0384344;0.0376195;0.0346754;0.0324845;0.0315416;0.0328002;0.0356372;EJ
Reference;Mid-Atlantic grid;DC;0;0;0;5.90985E-05;3.80298E-05;6.22505E-05;0.000123263;0.000208683;0.000320632;0.000432984;0.000559019;EJ
Reference;Mid-Atlantic grid;DC;0.00152164;0.000935204;0;5.90985E-05;0.000127052;0.00019048;0.00028664;0.000393315;0.000519098;0.00065547;0.00084144;EJ
Reference;Mid-Atlantic grid;DC;0;0;0.000489698;0;0;0;0;0;0;0;0;EJ
Reference;Mid-Atlantic grid;DC;0.00038041;0.000233802;0.000489697;0;0;0;0;0;0;0;0;EJ
Reference;Mid-Atlantic grid;DE;0.00997114;0.00994564;0.00760194;0.00537546;0.00378505;0.00371025;0.0041044;0.00459159;0.00530261;0.00601102;0.00674247;EJ
Reference;Mid-Atlantic grid;DE;0.0175378;0.0156738;0.0129634;0.0172376;0.0164121;0.0163476;0.0169105;0.0173781;0.0178969;0.0184642;0.0193831;EJ
Reference;Mid-Atlantic grid;DE;0.000312313;0.000340109;0.000282899;0.00034999;0.000367352;0.000394621;0.000452067;0.000514767;0.000582654;0.000644439;0.000720271;EJ
Reference;Mid-Atlantic grid;DE;0.00316888;0.00259002;0.00219539;0.00255563;0.00267728;0.00287491;0.00329277;0.00375088;0.00424573;0.00472903;0.00523956;EJ
Reference;Mid-Atlantic grid;MD;0.0558954;0.116956;0.107399;0.102507;0.104006;0.111185;0.1265;0.121964;0.12309;0.149577;0.177968;EJ
Reference;Mid-Atlantic grid;MD;0.0579655;0.0731097;0.0545349;0.0358973;0.0437011;0.0509572;0.0642838;0.0775767;0.0914567;0.104057;0.114046;EJ
Reference;Mid-Atlantic grid;MD;0.000823634;0.000546915;0.000958195;0.000307791;0.000325383;0.000351137;0.000405152;0.00046387;0.000526995;0.000584117;0.000653442;EJ
Reference;Mid-Atlantic grid;MD;0.00738569;0.00621175;0.00340068;0.00257963;0.00272518;0.00291932;0.00332094;0.00375725;0.00422484;0.00435604;0.00481812;EJ
Reference;Mid-Atlantic grid;NJ;0.105027;0.142282;0.151325;0.152713;0.162924;0.169602;0.185116;0.200085;0.211765;0.222986;0.236788;EJ
Reference;Mid-Atlantic grid;NJ;0.0319772;0.0598384;0.0737044;0.104954;0.100195;0.0991473;0.101116;0.10218;0.103233;0.104693;0.108372;EJ
Reference;Mid-Atlantic grid;NJ;0.00139986;0.00329699;0.00166249;0.00217064;0.00226936;0.0024295;0.00275553;0.00308766;0.00342352;0.00371538;0.00401839;EJ
Reference;Mid-Atlantic grid;NJ;0.00948074;0.0198804;0.0175443;0.0167918;0.0175076;0.0186601;0.0210069;0.0233933;0.0257979;0.0269065;0.0289619;EJ
Reference;Mid-Atlantic grid;PA;0.427586;0.524582;0.538557;0.517234;0.524236;0.554692;0.617557;0.700117;0.77841;0.817802;0.852332;EJ
Reference;Mid-Atlantic grid;PA;0.205294;0.267294;0.281487;0.250365;0.257059;0.274096;0.307585;0.341791;0.374486;0.400642;0.426612;EJ
Reference;Mid-Atlantic grid;PA;0.00222319;0.00212786;0.00300699;0.0033572;0.00335951;0.0034983;0.00380947;0.00409995;0.00436401;0.00457286;0.0047416;EJ
Reference;Mid-Atlantic grid;PA;0.0138491;0.0165295;0.0224519;0.0226094;0.0226055;0.0235953;0.0258193;0.0278956;0.0297912;0.0325293;0.033943;EJ
Reference;Mid-Atlantic grid;electricity;0.951799;1.26237;1.28005;1.23712;1.26432;1.33471;1.48444;1.63325;1.77944;1.90336;2.02674;EJ
Reference;New England grid;CT;0.0934867;0.0848491;0.0856725;0.0896919;0.084351;0.0888179;0.095753;0.103332;0.103116;0.103878;0.104717;EJ
Reference;New England grid;CT;0.0328379;0.0302216;0.0293127;0.0371986;0.0333857;0.0352653;0.0384393;0.0402704;0.0424444;0.0446222;0.0459114;EJ
Reference;New England grid;CT;0.000590806;0.000408253;0.000455598;0.000597799;0.000535776;0.000581582;0.000652326;0.000699757;0.000754724;0.000809757;0.000847169;EJ
Reference;New England grid;CT;0.00383289;0.0033494;0.00327909;0.00361498;0.00315733;0.00347151;0.0039659;0.00429748;0.00468283;0.00574657;0.00601458;EJ
Reference;New England grid;MA;0.0641502;0.0873027;0.075609;0.0589622;0.0442802;0.048187;0.0550323;0.0468377;0.0543535;0.0638605;0.0822474;EJ
Reference;New England grid;MA;0.0702771;0.0691759;0.0650357;0.0496495;0.0440013;0.0470737;0.0520306;0.0550422;0.0584885;0.0618635;0.0638729;EJ
Reference;New England grid;MA;0.00100141;0.000994929;0.0010135;0.000782598;0.000708173;0.000778065;0.000882847;0.000953724;0.00103574;0.00111843;0.00117484;EJ
Reference;New England grid;MA;0.00777749;0.00767851;0.00730037;0.00674276;0.00619387;0.00669936;0.00745257;0.00796063;0.00854659;0.00810077;0.00849157;EJ
Reference;New England grid;ME;0.0323918;0.0275363;0.0228725;0.0247983;0.0218651;0.0230056;0.0248526;0.0275219;0.0296829;0.0284752;0.0354997;EJ
Reference;New England grid;ME;0.00917269;0.0212265;0.0169001;0.00902977;0.00790737;0.00911142;0.0107848;0.0122317;0.0139332;0.0156684;0.0171869;EJ
Reference;New England grid;ME;0.000148902;0.000323342;0.000222799;8.92998E-05;7.79287E-05;8.14762E-05;8.76613E-05;9.16066E-05;9.63884E-05;0.000101177;0.000104362;EJ
Reference;New England grid;ME;0.000870521;0.0020466;0.00160389;0.000527597;0.000452828;0.000478857;0.000524008;0.00055308;0.000588586;0.000716708;0.000741612;EJ
Reference;New England grid;NH;0.0331293;0.0642323;0.0639579;0.0553214;0.0552976;0.0643471;0.0764512;0.0925299;0.104706;0.118111;0.104525;EJ
Reference;New England grid;NH;0.0110844;0.020597;0.0160592;0.0160177;0.0143868;0.016093;0.0186027;0.0204811;0.02263;0.0248302;0.0265311;EJ
Reference;New England grid;NH;0.000167202;0.000303139;0.000212899;0.0002134;0.000188062;0.0001994;0.000218167;0.000230375;0.000244661;0.000258818;0.00026807;EJ
Reference;New England grid;NH;0.000970623;0.0020936;0.00153229;0.00126049;0.00108778;0.00116983;0.00130637;0.00139577;0.00150102;0.00184544;0.00191796;EJ
Reference;New England grid;RI;0.000228304;0.00662524;0.00615821;0.00814359;0.00578508;0.00561313;0.00623396;0.00686043;0.00714129;0.00763295;0.00899358;EJ
Reference;New England grid;RI;0.00332547;0.010784;0.0177999;0.014963;0.013462;0.0140209;0.0149869;0.0154445;0.0160172;0.016604;0.0168873;EJ
Reference;New England grid;RI;1.48002E-05;0.000283337;0.000304399;0.000249499;0.000222536;0.000239951;0.000267369;0.000285621;0.000306764;0.00032784;0.000341972;EJ
Reference;New England grid;RI;0.000373809;0.0014827;0.00219059;0.00154189;0.00134888;0.00147174;0.00166734;0.00179783;0.00194941;0.00234069;0.00244457;EJ
Reference;New England grid;VT;0.0184985;0.0203442;0.0235901;0.00613377;0.0063046;0.00652558;0.00683389;0.00728002;0.00764603;0.00704198;0.00815588;EJ
Reference;New England grid;VT;0.000329807;0.000757804;0.000812402;0.000781389;0.00127982;0.00263331;0.00440446;0.0058646;0.00752391;0.00918768;0.010337;EJ
Reference;New England grid;VT;3.00003E-07;1.00013E-07;2.99999E-07;9.99998E-08;9.25159E-08;9.86058E-08;1.06178E-07;1.07627E-07;1.09453E-07;1.12084E-07;1.12675E-07;EJ
Reference;New England grid;VT;2.33006E-05;0.0000035;2.09999E-06;0.000227699;0.0002338;0.000248826;0.00026483;0.000275782;0.000287952;8.60056E-05;9.26901E-05;EJ
Reference;New England grid;electricity;0.384684;0.46262;0.441898;0.386539;0.346514;0.376115;0.421695;0.452238;0.487678;0.523227;0.547305;EJ
Reference;New York grid;NY;0.303311;0.353485;0.327878;0.330518;0.334075;0.35752;0.380524;0.399752;0.421617;0.455097;0.493028;EJ
Reference;New York grid;NY;0.159286;0.185635;0.172187;0.173574;0.175442;0.187754;0.199835;0.209933;0.221415;0.238997;0.258917;EJ
Reference;New York grid;NY;0.00241187;0.00281084;0.00260722;0.00262822;0.0026565;0.00284293;0.00302585;0.00317875;0.00335262;0.00361884;0.00392047;EJ
Reference;New York grid;NY;0.0173655;0.0202381;0.018772;0.0189232;0.0191268;0.0204691;0.0217861;0.022887;0.0241388;0.0260557;0.0282274;EJ
Reference;New York grid;electricity;0.482375;0.562168;0.521444;0.525644;0.5313;0.568587;0.605171;0.635751;0.670523;0.723769;0.784093;EJ
Reference;Northwest grid;ID;0.0234667;0.031583;0.0363954;0.0435104;0.049431;0.0530862;0.0584744;0.0629824;0.0676945;0.0686114;0.0740913;EJ
Reference;Northwest grid;ID;0.00776809;0.00380812;0.0039743;0.0103529;0.00936838;0.00949527;0.00927159;0.00893425;0.0085629;0.00815361;0.00830126;EJ
Reference;Northwest grid;ID;0;0.000171104;0.000102998;0.000280592;0.000283575;0.000295503;0.000307973;0.000312639;0.000315094;0.00031686;0.000303952;EJ
Reference;Northwest grid;ID;7.26009E-05;0.00126091;0.00102149;0.00186757;0.00218294;0.00240739;0.00265503;0.0028171;0.002962;0.00304421;0.00298617;EJ
Reference;Northwest grid;MT;0.0492112;0.0610983;0.0592293;0.0616754;0.0725711;0.0995561;0.137672;0.170494;0.205248;0.262246;0.299577;EJ
Reference;Northwest grid;MT;0.0413286;0.0487889;0.0538243;0.051865;0.0595326;0.0752199;0.0911743;0.106002;0.121731;0.135269;0.148614;EJ
Reference;Northwest grid;MT;0.000871985;3.10008E-06;0.00129448;6.70981E-05;0.000063453;6.34108E-05;6.24107E-05;0.000060317;0.000057912;5.56286E-05;5.04722E-05;EJ
Reference;Northwest grid;MT;0.00617948;0.000594006;0.00138349;0.000523392;0.000587867;0.000626568;0.000659386;0.000676523;0.000691602;0.000597695;0.00055706;EJ
Reference;Northwest grid;NV;0.0286587;0.0370162;0.0367784;0.0405426;0.0408191;0.0443833;0.052302;0.0580951;0.0639429;0.0745942;0.0812794;EJ
Reference;Northwest grid;NV;0.0395712;0.0933075;0.0743907;0.0815273;0.0808086;0.0807333;0.0853951;0.0889101;0.0924524;0.0948264;0.10342;EJ
Reference;Northwest grid;NV;0.00112038;0.00224686;0.00150888;0.00218604;0.00291585;0.00347692;0.00427162;0.00496908;0.00570582;0.00643349;0.00732103;EJ
Reference;Northwest grid;NV;0.0082607;0.0158742;0.0155625;0.020068;0.0240773;0.027458;0.0323074;0.036563;0.0410793;0.0434964;0.0488641;EJ
Reference;Northwest grid;OR;0.131456;0.121993;0.138254;0.150169;0.171119;0.179944;0.192884;0.203568;0.21452;0.211869;0.223575;EJ
Reference;Northwest grid;OR;0.0399179;0.0372655;0.0447721;0.0472037;0.0419518;0.0408118;0.0409918;0.0404458;0.0397965;0.0388664;0.0401889;EJ
Reference;Northwest grid;OR;0.000155597;0.00131693;0.000916285;0.00118287;0.00119323;0.00124225;0.00129329;0.00131184;0.00132117;0.00132769;0.00127307;EJ
Reference;Northwest grid;OR;0.00117061;0.0092955;0.00827935;0.00667399;0.00716523;0.00773166;0.00838731;0.00877336;0.00909878;0.0100683;0.0100859;EJ
Reference;Northwest grid;UT;0.0432116;0.0529226;0.0448622;0.0377884;0.040648;0.0549109;0.0735222;0.0866848;0.100091;0.127947;0.142437;EJ
Reference;Northwest grid;UT;0.0618667;0.0926074;0.10529;0.10979;0.167055;0.20901;0.253157;0.289027;0.325669;0.365406;0.396246;EJ
Reference;Northwest grid;UT;0.00166157;0.000187505;0.000501492;0.000584484;0.00072739;0.000842561;0.00100327;0.00113848;0.00127668;0.00141058;0.00155647;EJ
Reference;Northwest grid;UT;0.0118043;0.00143612;0.00392618;0.00379574;0.00498137;0.00595388;0.00731918;0.0084767;0.00966458;0.0117883;0.0130355;EJ
Reference;Northwest grid;WA;0.255891;0.3133;0.317584;0.337313;0.401474;0.437407;0.481166;0.51794;0.555189;0.566433;0.601286;EJ
Reference;Northwest grid;WA;0.0888756;0.0487237;0.0502274;0.0516402;0.0488379;0.0412422;0.0430771;0.0442288;0.0454876;0.0463273;0.0501317;EJ
Reference;Northwest grid;WA;0.000419993;0.000988025;0.000710188;0.00103457;0.000987589;0.00099177;0.000981599;0.000952752;0.000918662;0.000886143;0.000804425;EJ
Reference;Northwest grid;WA;0.00296484;0.00691667;0.00607406;0.00548801;0.00543716;0.00559183;0.00569685;0.0056581;0.0055901;0.00610395;0.00589917;EJ
Reference;Northwest grid;electricity;0.845905;0.982705;1.00686;1.06713;1.23422;1.38248;1.58403;1.74902;1.91907;2.08608;2.26189;EJ
Reference;Southeast grid;AL;0.173578;0.314997;0.330269;0.340043;0.341391;0.359348;0.387611;0.390674;0.382526;0.407706;0.468512;EJ
Reference;Southeast grid;AL;0.10761;0.168258;0.19258;0.181914;0.185612;0.197923;0.22346;0.246911;0.268944;0.286544;0.306683;EJ
Reference;Southeast grid;AL;0.000889357;0.00205071;0.00128778;0.00277001;0.00290674;0.00314825;0.00361023;0.00405294;0.00450983;0.00490778;0.00536446;EJ
Reference;Southeast grid;AL;0.0066026;0.013767;0.0215895;0.0186959;0.0195308;0.0212377;0.0245453;0.0277283;0.0310148;0.0355325;0.0387086;EJ
Reference;Southeast grid;AR;0.0898256;0.110005;0.136506;0.139617;0.157752;0.169602;0.192773;0.204873;0.223079;0.265033;0.293074;EJ
Reference;Southeast grid;AR;0.0465696;0.0557703;0.0761995;0.0553407;0.0600781;0.064748;0.0727315;0.0800042;0.0872845;0.0936327;0.0994931;EJ
Reference;Southeast grid;AR;0.000762749;0.000960406;0.000444694;0.000763876;0.000745914;0.000768904;0.000819958;0.000861291;0.000896354;0.000919973;0.000932691;EJ
Reference;Southeast grid;AR;0.00538363;0.00653073;0.00740343;0.00516045;0.00503972;0.00520274;0.00556447;0.00585517;0.00610073;0.00650856;0.00664438;EJ
Reference;Southeast grid;GA;0.219304;0.302712;0.304491;0.270693;0.279189;0.293727;0.323082;0.361682;0.400018;0.421236;0.403965;EJ
Reference;Southeast grid;GA;0.127143;0.168946;0.17344;0.163337;0.166208;0.174767;0.191104;0.205816;0.220326;0.23181;0.242687;EJ
Reference;Southeast grid;GA;0.00102127;0.00143971;0.000891887;0.00247552;0.00243862;0.00253147;0.00273367;0.00291077;0.00307952;0.00321161;0.00335325;EJ
Reference;Southeast grid;GA;0.00770807;0.00979324;0.0135423;0.0173048;0.0170273;0.0176692;0.0190804;0.020305;0.0214706;0.0227273;0.0238166;EJ
Reference;Southeast grid;LA;0.0886236;0.111731;0.14706;0.141002;0.133865;0.146258;0.172318;0.211058;0.259289;0.273786;0.279341;EJ
Reference;Southeast grid;LA;0.098241;0.137084;0.125824;0.146771;0.145918;0.151227;0.163797;0.17521;0.186621;0.196079;0.205596;EJ
Reference;Southeast grid;LA;0.00440718;0.00559153;0.0072984;0.00238043;0.00243294;0.00259106;0.00290402;0.00320794;0.00352591;0.00380314;0.00413212;EJ
Reference;Southeast grid;LA;0.0297099;0.0401105;0.0268495;0.0160667;0.0163791;0.0174991;0.0197396;0.0219217;0.0242047;0.0274576;0.0297699;EJ
Reference;Southeast grid;MS;0.0445461;0.072092;0.0826829;0.0736043;0.076527;0.0810518;0.0910078;0.105676;0.123835;0.0966784;0.109071;EJ
Reference;Southeast grid;MS;0.0345335;0.0735208;0.095415;0.137466;0.134368;0.136651;0.143237;0.147792;0.151773;0.154749;0.15846;EJ
Reference;Southeast grid;MS;0.00107627;0.00266472;0.00103019;0.00230633;0.00229305;0.00239418;0.00260056;0.00276449;0.00290221;0.00299878;0.0030529;EJ
Reference;Southeast grid;MS;0.00781637;0.0188931;0.0178005;0.0155661;0.0154411;0.0161487;0.0176061;0.0187584;0.0197241;0.0212139;0.0217281;EJ
Reference;Southeast grid;NC;0.203508;0.320665;0.327776;0.309891;0.315729;0.335023;0.374249;0.426307;0.452427;0.432607;0.439993;EJ
Reference;Southeast grid;NC;0.095457;0.141945;0.140287;0.129938;0.132662;0.141364;0.156817;0.170379;0.182879;0.192441;0.201438;EJ
Reference;Southeast grid;NC;0.00078055;0.000521703;0.000863488;0.00188274;0.00185733;0.00192851;0.00207813;0.00219433;0.00229043;0.00235576;0.0023922;EJ
Reference;Southeast grid;NC;0.00592896;0.00370982;0.00616464;0.0188287;0.0190658;0.0197506;0.0210261;0.0220337;0.0228925;0.0180822;0.0182838;EJ
Reference;Southeast grid;SC;0.213211;0.288049;0.290368;0.288696;0.308736;0.322352;0.346401;0.371939;0.400847;0.434084;0.456914;EJ
Reference;Southeast grid;SC;0.0459948;0.0827551;0.0896949;0.068049;0.0717635;0.0787288;0.0920897;0.10532;0.118533;0.129483;0.139576;EJ
Reference;Southeast grid;SC;0.000447729;0.000887506;0.000643391;0.000946571;0.000986895;0.00106448;0.00121411;0.00135758;0.00150586;0.00163493;0.00178441;EJ
Reference;Southeast grid;SC;0.0033023;0.00627273;0.00696763;0.00640852;0.00665483;0.00720443;0.00827732;0.00931008;0.0103781;0.0118377;0.0128792;EJ
Reference;Southeast grid;TN;0.170223;0.249569;0.228426;0.232496;0.225675;0.235207;0.259468;0.28708;0.322389;0.348861;0.352197;EJ
Reference;Southeast grid;TN;0.0961507;0.101064;0.0785075;0.0426628;0.0468;0.0533579;0.0646913;0.0740208;0.0836782;0.0926711;0.100235;EJ
Reference;Southeast grid;TN;0.000761449;0.000109701;0.000530092;0.000473985;0.000476733;0.000501656;0.00055018;0.000588867;0.000621902;0.000645967;0.000660226;EJ
Reference;Southeast grid;TN;0.00574765;0.000903404;0.00212698;0.0035462;0.00357164;0.00374917;0.00409349;0.00436724;0.0046006;0.00460152;0.00471045;EJ
Reference;Southeast grid;VA;0.134597;0.18478;0.173556;0.182681;0.165774;0.178111;0.202521;0.193982;0.185696;0.230956;0.268014;EJ
Reference;Southeast grid;VA;0.0506531;0.0971276;0.0894639;0.11366;0.109338;0.114923;0.125892;0.135414;0.144197;0.151293;0.15863;EJ
Reference;Southeast grid;VA;0.000488331;0.00131661;0.00308176;0.00173495;0.00180227;0.00193473;0.00217136;0.00236492;0.00253629;0.00266935;0.00274838;EJ
Reference;Southeast grid;VA;0.00437166;0.0119263;0.0132716;0.0117105;0.0120612;0.0129538;0.0145792;0.0159029;0.0170658;0.0186994;0.0192876;EJ
Reference;Southeast grid;electricity;2.12698;3.10852;3.21433;3.14688;3.1881;3.37265;3.73644;4.06063;4.37366;4.62946;4.88413;EJ
Reference;Southwest grid;AZ;0.17436;0.237379;0.270427;0.255546;0.274305;0.312861;0.369391;0.412297;0.454108;0.510968;0.480076;EJ
Reference;Southwest grid;AZ;0.0530192;0.109863;0.12184;0.146162;0.137882;0.147031;0.163424;0.174656;0.184986;0.194035;0.204866;EJ
Reference;Southwest grid;AZ;0.000855323;0.00269116;0.00259186;0.00278661;0.00286083;0.00317221;0.00367071;0.00407478;0.00446427;0.00480308;0.00500695;EJ
Reference;Southwest grid;AZ;0.0063589;0.0181768;0.0160614;0.0229632;0.0237037;0.0259542;0.0294821;0.0323719;0.0351652;0.0326684;0.0341439;EJ
Reference;Southwest grid;CO;0.0729045;0.107314;0.11352;0.127156;0.129691;0.140098;0.157083;0.177177;0.19632;0.194986;0.225627;EJ
Reference;Southwest grid;CO;0.0494022;0.071986;0.0753711;0.0725134;0.0784399;0.0888801;0.10695;0.124494;0.141844;0.157041;0.16778;EJ
Reference;Southwest grid;CO;0.00073582;0.00115798;0.00106914;0.00107437;0.00119591;0.00140029;0.00172447;0.00200149;0.00227129;0.00250567;0.00266539;EJ
Reference;Southwest grid;CO;0.00517358;0.00831235;0.00897395;0.00419701;0.00455526;0.00563686;0.0075722;0.009206;0.0107939;0.0167539;0.0177749;EJ
Reference;Southwest grid;NM;0.0596975;0.0839926;0.0773336;0.0686605;0.0602177;0.0699528;0.0869849;0.100568;0.113607;0.122615;0.137964;EJ
Reference;Southwest grid;NM;0.0452085;0.049922;0.0548302;0.0543963;0.0532264;0.0591989;0.0692523;0.0772518;0.0849914;0.0913326;0.0941544;EJ
Reference;Southwest grid;NM;0.00075982;0.000500493;0.000883551;0.000877973;0.000914277;0.00102399;0.00119694;0.00133752;0.00147247;0.00158935;0.00165709;EJ
Reference;Southwest grid;NM;0.00552759;0.00417788;0.00650902;0.00643986;0.00689295;0.00791535;0.00944798;0.0107085;0.0119243;0.0134563;0.0140495;EJ
Reference;Southwest grid;WY;0.089663;0.119132;0.125786;0.146345;0.162579;0.182595;0.217337;0.244115;0.270017;0.292265;0.331317;EJ
Reference;Southwest grid;WY;0.0606603;0.0559191;0.0562609;0.0408185;0.0596161;0.0753913;0.0966715;0.114177;0.131218;0.146206;0.150251;EJ
Reference;Southwest grid;WY;0.000802922;6.49991E-06;0.000123693;1.38996E-05;1.31249E-05;1.35711E-05;1.42028E-05;1.44386E-05;0.000014542;1.45563E-05;1.38162E-05;EJ
Reference;Southwest grid;WY;0.00564789;0.000697196;0.00206694;0.000620486;0.000733946;0.000885933;0.00106322;0.00119687;0.00131906;0.00129253;0.00130313;EJ
Reference;Southwest grid;electricity;0.630777;0.871228;0.933649;0.95057;0.996828;1.12201;1.32126;1.48565;1.64452;1.78253;1.86865;EJ
Reference;Texas grid;TX;0.567865;0.873511;0.913215;1.0015;1.03372;1.13491;1.2902;1.42739;1.56319;1.67933;1.79443;EJ
Reference;Texas grid;TX;0.298218;0.45873;0.479581;0.525945;0.542867;0.596005;0.677557;0.749606;0.820918;0.881913;0.942359;EJ
Reference;Texas grid;TX;0.00451556;0.00694599;0.00726171;0.00796375;0.00821997;0.00902457;0.0102594;0.0113504;0.0124302;0.0133537;0.014269;EJ
Reference;Texas grid;TX;0.032512;0.0500112;0.0522843;0.057339;0.0591838;0.0649769;0.0738678;0.0817226;0.0894972;0.0961469;0.102737;EJ
Reference;Texas grid;electricity;0.903111;1.3892;1.45234;1.59275;1.64399;1.80491;2.05188;2.27007;2.48603;2.67075;2.8538;EJ
