scenario;region;sector;input;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;end-use sector
CO2B;AL;trn_pass_road_LDV;refined liquids;7.10E-04;9.58E-04;9.56E-04;9.64E-04;9.69E-04;6.23E-04;4.86E-04;5.22E-04;5.55E-04;5.48E-04;5.42E-04;EJ;transportation
CO2B;AL;trn_pass_road_LDV_4W;electricity;0;0;0;0;0;0.00328524;0.01516745;0.024354283;0.032729355;0.039686586;0.04789266;EJ;transportation
CO2B;AL;trn_pass_road_LDV_4W;hydrogen;0;0;0;0;0;3.40E-04;0.003230474;0.005433217;0.008156208;0.011407088;0.016499888;EJ;transportation
CO2B;AL;trn_pass_road_LDV_4W;refined liquids;0.201795686;0.272303881;0.271600381;0.273894881;0.262892923;0.234663498;0.188327128;0.155440875;0.128550561;0.11296125;0.09560384;EJ;transportation
CO2B;AL;trn_shipping_intl;electricity;0;0;0;0;0;0;0;2.13E-07;1.13E-06;2.29E-05;2.02E-04;EJ;transportation
CO2B;AL;trn_shipping_intl;hydrogen;0;0;0;0;0;0;0;1.47E-06;9.16E-06;2.16E-04;0.00221971;EJ;transportation
CO2B;AL;trn_shipping_intl;refined liquids;0.0247958;0.0118725;0.0104379;0.0104163;0.010389655;0.010532389;0.00969697;0.00938991;0.00885049;0.00727514;0.004064727;EJ;transportation
CO2B;AR;cement;electricity;3.47E-04;4.77E-04;3.07E-04;3.07E-04;3.33E-04;3.57E-04;2.89E-04;2.91E-04;2.92E-04;2.78E-04;2.78E-04;EJ;industry
CO2B;AR;comm cooking;electricity;2.98E-04;4.44E-04;7.83E-04;2.37E-04;2.74E-04;3.28E-04;4.02E-04;5.18E-04;6.62E-04;8.96E-04;0.001158903;EJ;buildings
CO2B;AR;comm cooking;gas;9.80E-04;0.00370804;0.0061107;0.00302198;0.003009387;0.003003014;0.002818897;0.002558725;0.002291496;0.00181318;0.00150855;EJ;buildings
CO2B;AR;comm cooling;electricity;0.003134234;0.008246;0.008117778;0.006969812;0.007038881;0.006994409;0.006765047;0.006565569;0.006406523;0.006205005;0.00627582;EJ;buildings
CO2B;AR;comm cooling;gas;1.08E-05;1.89E-04;5.54E-04;9.03E-04;8.92E-04;8.66E-04;8.27E-04;7.83E-04;7.33E-04;6.15E-04;5.47E-04;EJ;buildings
CO2B;AR;comm heating;biomass;4.38E-04;0.0010646;0.0013136;8.17E-04;8.22E-04;8.71E-04;0.001034547;0.001007719;8.26E-04;4.82E-04;3.04E-04;EJ;buildings
CO2B;AR;comm heating;coal;1.04E-05;0;0;0;0;0;0;0;0;0;0;EJ;buildings
CO2B;AR;comm heating;electricity;0.001106302;0.0013945;0.001064398;0.0016521;0.001904495;0.002098746;0.002379819;0.002978882;0.003903506;0.006022898;0.007106829;EJ;buildings
CO2B;AR;comm heating;gas;0.0179077;0.0195357;0.023299;0.0221208;0.02104295;0.02049535;0.0188281;0.016544397;0.01382729;0.007988865;0.005983281;EJ;buildings
CO2B;AR;comm heating;refined liquids;0.00266831;0.0037265;0.00264139;9.00E-04;8.67E-04;8.47E-04;7.83E-04;7.05E-04;5.90E-04;3.45E-04;2.57E-04;EJ;buildings
CO2B;AR;comm hot water;electricity;0.0016715;8.40E-04;3.93E-04;8.68E-04;0.001002419;0.001133446;0.001276745;0.001475392;0.001752957;0.00232449;0.002817994;EJ;buildings
CO2B;AR;comm hot water;gas;0.0038038;0.00535373;0.00678063;0.00602973;0.005960167;0.005894872;0.005593199;0.005113412;0.00453758;0.003302379;0.002643336;EJ;buildings
CO2B;AR;comm hot water;refined liquids;4.03E-04;2.31E-04;2.03E-04;4.04E-04;3.88E-04;3.71E-04;3.39E-04;2.93E-04;2.28E-04;1.33E-04;9.53E-05;EJ;buildings
CO2B;AR;comm lighting;electricity;0.0088247;0.0114074;0.0081401;0.0092633;0.008752427;0.008046064;0.006963179;0.005506681;0.005422399;0.005402507;0.005453808;EJ;buildings
CO2B;AR;comm non-building;electricity;0.0035207;0.0043234;0.0059817;0.0074944;0.00771747;0.00791002;0.00812833;0.00832175;0.00851908;0.00867664;0.00883707;EJ;buildings
CO2B;AR;comm office;electricity;0.0014349;0.0023768;0.0038924;0.00257931;0.00241823;0.00250187;0.00259416;0.00268428;0.00277354;0.00284451;0.00291445;EJ;buildings
CO2B;AR;comm other;electricity;0.0015241;0.0049327;0.0065653;0.0080988;0.00964552;0.0101238;0.0109188;0.0121995;0.013797;0.0167703;0.0192102;EJ;buildings
CO2B;AR;comm other;gas;0.0013632;0.0012888;0.0016066;0.0131786;0.0125461;0.0128536;0.0133129;0.0133917;0.0130944;0.0109953;0.00924962;EJ;buildings
CO2B;AR;comm other;refined liquids;3.16E-04;0.0012938;0.0021713;0.0034758;0.00312025;0.00299496;0.00250183;0.00180721;0.00116823;7.81E-04;6.05E-04;EJ;buildings
CO2B;AR;comm refrigeration;electricity;0.00110141;0.00428058;0.00531519;0.00337441;0.003271909;0.003213635;0.003168477;0.00307888;0.003153384;0.003212403;0.003269999;EJ;buildings
CO2B;AR;comm ventilation;electricity;0.0014267;0.004714478;0.005419456;0.004808555;0.004922973;0.005044383;0.005111322;0.005167034;0.005182231;0.005161485;0.004985331;EJ;buildings
CO2B;AR;other industrial energy use;biomass;0.066024;0.0721901;0.0699614;0.0607416;0.06479942;0.067733597;0.076268641;0.074536486;0.072128571;0.05188747;0.019203749;EJ;industry
CO2B;AR;other industrial energy use;coal;0.0051789;0.0073482;0.0060381;0.0036796;0.003910894;0.004055021;0.00411289;0.003935515;0.003500896;0.001330553;3.20E-04;EJ;industry
CO2B;AR;other industrial energy use;electricity;0.0355342;0.061598;0.0587302;0.0539364;0.0497726;0.05393066;0.05259488;0.05727146;0.06367224;0.0855052;0.13575935;EJ;industry
CO2B;AR;other industrial energy use;gas;0.1048419;0.0763818;0.0735457;0.0754786;0.080412618;0.083212804;0.086683811;0.0844921;0.082198814;0.078231473;0.057509161;EJ;industry
CO2B;AR;other industrial energy use;hydrogen;0;0;0;0;0;3.47E-06;2.70E-05;2.21E-05;2.43E-05;1.94E-04;7.86E-04;EJ;industry
CO2B;AR;other industrial energy use;refined liquids;0.014387;0.0226462;0.0178682;0.010347;0.010504647;0.010759743;0.010682355;0.011037864;0.010590131;0.008446114;0.005314142;EJ;industry
CO2B;AR;other industrial feedstocks;refined liquids;0.0063706;0.00703431;0.0311728;0.0258388;0.0263931;0.0277912;0.0290075;0.0292766;0.0295948;0.0299232;0.0312258;EJ;industry
CO2B;AR;process heat cement;biomass;2.56E-05;3.66E-05;2.37E-05;2.37E-05;2.87E-05;3.25E-05;2.37E-05;3.09E-05;3.48E-05;3.10E-05;2.73E-05;EJ;industry
CO2B;AR;process heat cement;coal;0.00169087;0.00241485;0.00156711;0.00156711;0.001891776;0.002090299;0.001515314;0.001338288;7.49E-04;3.56E-04;1.71E-04;EJ;industry
CO2B;AR;process heat cement;gas;7.69E-05;1.10E-04;7.12E-05;7.12E-05;8.41E-05;9.03E-05;6.52E-05;6.48E-05;6.11E-05;5.40E-05;5.02E-05;EJ;industry
CO2B;AR;process heat cement;hydrogen;0;0;0;0;0;1.30E-07;9.35E-08;3.98E-06;3.11E-05;7.73E-05;1.36E-04;EJ;industry
CO2B;AR;process heat cement;refined liquids;7.69E-04;0.00109766;7.12E-04;7.12E-04;5.74E-04;5.49E-04;6.29E-04;7.87E-04;0.001312568;0.001534842;0.001650663;EJ;industry
CO2B;AR;resid clothes dryers;electricity;0.0017206;0.0029443;0.0024919;0.002088;0.002126538;0.00219526;0.002264977;0.002329413;0.002484832;0.002644695;0.00283195;EJ;buildings
CO2B;AR;resid clothes dryers;gas;5.59E-04;6.04E-04;2.82E-04;2.00E-04;2.00E-04;2.02E-04;2.02E-04;1.89E-04;1.83E-04;1.59E-04;1.26E-04;EJ;buildings
CO2B;AR;resid clothes washers;electricity;0;4.07E-04;3.99E-04;3.09E-04;2.64E-04;2.35E-04;2.10E-04;1.76E-04;1.89E-04;2.02E-04;2.15E-04;EJ;buildings
CO2B;AR;resid computers;electricity;0;7.56E-04;0.001648;0.00116864;0.00102851;8.59E-04;7.26E-04;6.16E-04;5.14E-04;5.40E-04;5.66E-04;EJ;buildings
CO2B;AR;resid cooking;electricity;0.00101209;0.00118693;0.00132119;0.00111213;0.001203915;0.001320544;0.001479351;0.001645459;0.001851043;0.00201665;0.002202006;EJ;buildings
CO2B;AR;resid cooking;gas;0.00190098;0.00181279;0.00121629;8.38E-04;8.00E-04;7.60E-04;6.98E-04;6.13E-04;4.81E-04;4.03E-04;3.06E-04;EJ;buildings
CO2B;AR;resid cooking;refined liquids;1.76E-04;6.52E-05;2.62E-04;1.21E-04;1.15E-04;1.09E-04;1.00E-04;9.46E-05;8.29E-05;7.39E-05;5.92E-05;EJ;buildings
CO2B;AR;resid cooling;electricity;0.0111954;0.018637;0.0130368;0.0125132;0.013244982;0.013754674;0.014307144;0.015021395;0.015777188;0.016655995;0.017618408;EJ;buildings
CO2B;AR;resid dishwashers;electricity;0;0.0011172;0.0012393;0.0010056;0.001019152;0.001032066;0.001041598;0.001056018;0.001068739;0.001126114;0.001185572;EJ;buildings
CO2B;AR;resid freezers;electricity;0.00141695;9.78E-04;9.87E-04;8.18E-04;8.45E-04;8.83E-04;9.33E-04;9.81E-04;0.001030339;0.00108126;0.001132237;EJ;buildings
CO2B;AR;resid furnace fans;electricity;0;6.87E-04;0.0015437;0.00115778;0.00107477;0.00100666;9.64E-04;9.33E-04;9.02E-04;9.48E-04;9.94E-04;EJ;buildings
CO2B;AR;resid heating;biomass;0.00265269;0.00606194;0.0097105;0.00523281;0.004775861;0.004508041;0.004277806;0.003610432;0.002733476;0.001880638;0.001187631;EJ;buildings
CO2B;AR;resid heating;coal;2.60E-06;0;0;0;0;0;0;0;0;0;0;EJ;buildings
CO2B;AR;resid heating;electricity;0.002980388;0.00459763;0.0105399;0.0148536;0.015746918;0.016181014;0.016702256;0.017462879;0.018305712;0.019436453;0.020619583;EJ;buildings
CO2B;AR;resid heating;gas;0.025878398;0.017843103;0.0230741;0.022922801;0.020668804;0.019106231;0.0167747;0.013735242;0.010420058;0.007291864;0.004825599;EJ;buildings
CO2B;AR;resid heating;refined liquids;0.00333149;0.003658621;0.0032368;0.0017302;0.001562304;0.001448816;0.001293308;0.001116826;9.21E-04;7.10E-04;5.28E-04;EJ;buildings
CO2B;AR;resid hot water;electricity;0.0021575;0.0051679;0.00781117;0.00916732;0.010053727;0.010905199;0.011707532;0.012311591;0.01264946;0.013215757;0.013982716;EJ;buildings
CO2B;AR;resid hot water;gas;0.008629889;0.0118041;0.008552667;0.006468311;0.005854462;0.005515781;0.005213859;0.004227942;0.003930265;0.003145943;0.002279822;EJ;buildings
CO2B;AR;resid hot water;refined liquids;0.0017533;8.63E-04;0.001445889;5.44E-04;4.98E-04;4.93E-04;5.27E-04;6.16E-04;6.77E-04;6.20E-04;5.16E-04;EJ;buildings
CO2B;AR;resid lighting;electricity;0.006275189;0.0084604;0.0083309;0.0050861;0.003403867;0.001332038;0.001186539;0.001178425;0.001233951;0.001286942;0.001343001;EJ;buildings
CO2B;AR;resid other;electricity;0.0045546;0.0117539;0.0137673;0.0117024;0.012462;0.0131044;0.0138944;0.0146853;0.015568;0.0166321;0.0176203;EJ;buildings
CO2B;AR;resid other;gas;5.59E-04;0;0.0014207;9.58E-04;7.44E-04;7.61E-04;8.35E-04;8.55E-04;8.32E-04;6.37E-04;5.03E-04;EJ;buildings
CO2B;AR;resid other;refined liquids;5.29E-04;3.16E-04;4.10E-04;2.14E-04;1.60E-04;1.63E-04;1.77E-04;1.97E-04;1.92E-04;1.43E-04;1.12E-04;EJ;buildings
CO2B;AR;resid refrigerators;electricity;0.00475701;0.0045852;0.00472533;0.00384199;0.003942982;0.004096956;0.004298247;0.004491239;0.004686495;0.004913633;0.005141408;EJ;buildings
CO2B;AR;resid televisions;electricity;0.001923;0.0034796;0.0042229;0.00335773;0.00311985;0.00304868;0.00324376;0.00343259;0.00362766;0.003815;0.00400426;EJ;buildings
CO2B;AR;trn_aviation_intl;electricity;0;0;0;0;0;0;0;4.35E-10;4.66E-09;8.17E-08;1.21E-06;EJ;transportation
CO2B;AR;trn_aviation_intl;hydrogen;0;0;0;0;0;0;0;3.72E-10;8.87E-09;2.64E-07;5.61E-06;EJ;transportation
CO2B;AR;trn_aviation_intl;refined liquids;0.00196753;0.00150326;0.00116283;0.0015039;0.00152774;0.00145965;0.00138882;0.00136378;0.00139237;0.00133769;0.00131327;EJ;transportation
CO2B;AR;trn_freight;electricity;0;0;0;0;0;8.87E-05;3.77E-04;7.29E-04;9.42E-04;0.0011143;0.00120736;EJ;transportation
CO2B;AR;trn_freight;hydrogen;0;0;0;0;0;1.26E-04;4.60E-04;8.88E-04;0.00114738;0.00135702;0.00147063;EJ;transportation
CO2B;AR;trn_freight;refined liquids;0.00566919;0.00789738;0.00800398;0.00689294;0.00701806;0.006695487;0.00561668;0.00429753;0.00375334;0.00345078;0.00315049;EJ;transportation
CO2B;AR;trn_freight_road;electricity;0;0;0;0;0;7.79E-05;5.88E-04;0.002114561;0.004948008;0.011348355;0.022855018;EJ;transportation
CO2B;AR;trn_freight_road;hydrogen;0;0;0;0;0;3.03E-05;2.56E-04;9.14E-04;0.00219704;0.005330731;0.008860659;EJ;transportation
CO2B;AR;trn_freight_road;refined liquids;0.0858496;0.1195703;0.1212046;0.1043806;0.107305437;0.105564882;0.098046242;0.08955416;0.077742942;0.05260412;0.02646242;EJ;transportation
CO2B;AR;trn_pass;electricity;0;0;9.00E-07;1.20E-06;1.18E-05;2.41E-05;3.78E-05;7.84E-05;1.57E-04;4.91E-04;0.001386634;EJ;transportation
CO2B;AR;trn_pass;hydrogen;0;0;0;0;0;0;0;5.34E-06;1.97E-05;1.06E-04;3.85E-04;EJ;transportation
CO2B;AR;trn_pass;refined liquids;0.007760179;0.006081189;0.004784989;0.006040489;0.006125517;0.006341826;0.006083449;0.005936334;0.0057412;0.004458337;0.002841919;EJ;transportation
CO2B;AR;trn_pass_road;electricity;0;0;0;0;0;1.01E-05;4.76E-05;1.36E-04;2.37E-04;3.21E-04;3.68E-04;EJ;transportation
CO2B;AR;trn_pass_road;gas;0;3.23E-04;3.72E-04;4.63E-04;6.61E-04;6.44E-04;4.65E-04;3.15E-04;2.35E-04;1.71E-04;1.27E-04;EJ;transportation
CO2B;AR;trn_pass_road;hydrogen;0;0;0;0;0;1.55E-05;6.85E-05;1.83E-04;2.99E-04;3.79E-04;4.04E-04;EJ;transportation
CO2B;AR;trn_pass_road;refined liquids;0.00329226;0.00458544;0.00464815;0.00400296;0.005914436;0.006857367;0.00588355;0.004775015;0.00372709;0.002834414;0.002212376;EJ;transportation
CO2B;AR;trn_pass_road_LDV;electricity;0;0;0;0;0;8.42E-05;1.40E-04;1.60E-04;1.87E-04;2.27E-04;2.66E-04;EJ;transportation
CO2B;AR;trn_pass_road_LDV;refined liquids;4.16E-04;5.15E-04;5.19E-04;5.21E-04;4.93E-04;3.01E-04;2.30E-04;2.48E-04;2.63E-04;2.60E-04;2.57E-04;EJ;transportation
CO2B;AR;trn_pass_road_LDV_4W;electricity;0;0;0;0;0;0.001641046;0.007841375;0.012686659;0.017046107;0.020599876;0.02485446;EJ;transportation
CO2B;AR;trn_pass_road_LDV_4W;hydrogen;0;0;0;0;0;1.70E-04;0.001674051;0.002831929;0.00424564;0.005917047;0.008579011;EJ;transportation
CO2B;AR;trn_pass_road_LDV_4W;refined liquids;0.118329491;0.14645489;0.14759509;0.14817219;0.139953866;0.123235353;0.098095253;0.080693196;0.066455411;0.058590099;0.049674901;EJ;transportation
CO2B;AR;trn_shipping_intl;refined liquids;0;1.29E-05;0;0;0;0;0;0;0;0;0;EJ;transportation
CO2B;AZ;cement;electricity;0.00157465;0.00216487;0.00139172;0.00139172;0.001705118;0.001997569;0.001644536;0.001695847;0.001734343;0.001670869;0.001685205;EJ;industry
CO2B;AZ;comm cooking;electricity;8.14E-04;7.40E-04;0.001652414;5.58E-04;7.92E-04;0.001065961;0.0013766;0.001766286;0.002302905;0.003200573;0.004185194;EJ;buildings
CO2B;AZ;comm cooking;gas;0.001896449;0.00361221;0.00864948;0.00489906;0.005519346;0.006069875;0.006077492;0.005785839;0.005338172;0.00429022;0.003437888;EJ;buildings
CO2B;AZ;comm cooling;electricity;0.0184936;0.0217905;0.0211793;0.0193048;0.02210199;0.02444497;0.02547945;0.026051452;0.026628933;0.027052467;0.028060347;EJ;buildings
CO2B;AZ;comm cooling;gas;1.90E-06;2.81E-04;1.71E-04;1.80E-04;2.02E-04;2.18E-04;2.23E-04;2.24E-04;2.18E-04;1.90E-04;1.67E-04;EJ;buildings
CO2B;AZ;comm heating;biomass;7.54E-04;0.0015082;4.31E-04;4.69E-04;5.29E-04;6.25E-04;7.82E-04;7.58E-04;6.14E-04;3.67E-04;2.22E-04;EJ;buildings
CO2B;AZ;comm heating;coal;5.20E-06;2.03E-05;0;0;0;0;0;0;0;0;0;EJ;buildings
CO2B;AZ;comm heating;electricity;7.97E-04;0.002044;0.0012938;0.001815312;0.002381483;0.002899894;0.003440763;0.004186601;0.005202309;0.006927759;0.008010728;EJ;buildings
CO2B;AZ;comm heating;gas;0.0102127;0.0151802;0.0121082;0.0106838;0.01117678;0.01176696;0.011215705;0.009961055;0.008227454;0.004752253;0.003315422;EJ;buildings
CO2B;AZ;comm heating;refined liquids;0.00308423;0.002349;0.0026808;5.58E-04;5.93E-04;6.25E-04;5.97E-04;5.33E-04;4.28E-04;2.37E-04;1.59E-04;EJ;buildings
CO2B;AZ;comm hot water;electricity;0.0020036;0.00145959;8.41E-04;0.0022974;0.003180752;0.004055028;0.004953059;0.005932927;0.007300101;0.009553027;0.011425795;EJ;buildings
CO2B;AZ;comm hot water;gas;0.0126555;0.00861836;0.00833712;0.00739311;0.008267144;0.0090323;0.009168828;0.008862751;0.00820624;0.006206572;0.004834026;EJ;buildings
CO2B;AZ;comm hot water;refined liquids;7.73E-04;3.12E-04;0.00127;0.0030403;0.003237164;0.003376335;0.003265238;0.002853704;0.002100158;0.001100259;6.31E-04;EJ;buildings
CO2B;AZ;comm lighting;electricity;0.0169043;0.0304768;0.0189541;0.0199633;0.020767544;0.021012275;0.019621931;0.017092696;0.017469418;0.018050458;0.018813823;EJ;buildings
CO2B;AZ;comm non-building;electricity;0.0055016;0.0090772;0.0131176;0.0171949;0.0201916;0.0229679;0.0252042;0.0269566;0.0286664;0.0302123;0.0317007;EJ;buildings
CO2B;AZ;comm office;electricity;0.0029489;0.0072442;0.0115658;0.00816738;0.00882924;0.0102027;0.0113063;0.0121925;0.0130555;0.0138267;0.014564;EJ;buildings
CO2B;AZ;comm other;electricity;0.0031966;0.0111915;0.0142803;0.0185465;0.0234999;0.0266715;0.0289673;0.0298195;0.0326604;0.0393808;0.0448279;EJ;buildings
CO2B;AZ;comm other;gas;0.0030985;0.0031488;0.0014669;0.0067567;0.00702419;0.00774718;0.0078318;0.00727397;0.00677464;0.00547666;0.00458028;EJ;buildings
CO2B;AZ;comm other;refined liquids;2.11E-04;6.51E-04;0.0037791;0.0068002;0.00701361;0.00835247;0.0101923;0.0132135;0.0140746;0.0115267;0.00975416;EJ;buildings
CO2B;AZ;comm refrigeration;electricity;0.00338471;0.0087201;0.0118774;0.00823071;0.00897024;0.009753273;0.01032133;0.010614897;0.011287263;0.011893297;0.012475771;EJ;buildings
CO2B;AZ;comm ventilation;electricity;0.003742034;0.01107459;0.01369641;0.01318571;0.015364197;0.017458117;0.018883177;0.019996791;0.020889153;0.021637614;0.021557533;EJ;buildings
CO2B;AZ;other industrial energy use;biomass;0.0045618;9.99E-04;0.001550797;2.30E-04;2.56E-04;2.75E-04;3.00E-04;3.14E-04;3.13E-04;1.61E-04;4.24E-05;EJ;industry
CO2B;AZ;other industrial energy use;coal;0.011753;0.0126175;0.00894429;0.004279712;0.004701812;0.004987243;0.005039576;0.00499584;0.004421896;0.001002016;1.98E-04;EJ;industry
CO2B;AZ;other industrial energy use;electricity;0.0355324;0.0400665;0.040498;0.0507123;0.0607784;0.0707902;0.07756229;0.08411176;0.09256909;0.10997963;0.12734655;EJ;industry
CO2B;AZ;other industrial energy use;gas;0.0154902;0.01508;0.01562389;0.01692291;0.018736526;0.019854366;0.020501219;0.020880836;0.020863913;0.01716735;0.009927593;EJ;industry
CO2B;AZ;other industrial energy use;hydrogen;0;0;0;0;0;1.13E-04;4.61E-04;0.001071059;0.002034449;0.004527239;0.007467012;EJ;industry
CO2B;AZ;other industrial energy use;refined liquids;0.0120092;0.0149229;0.014616799;0.011613602;0.012554511;0.01326733;0.013555785;0.014208324;0.013588416;0.00777459;0.003560943;EJ;industry
CO2B;AZ;other industrial feedstocks;refined liquids;0.0304289;0.0686694;0.0568178;0.0571808;0.0665885;0.0753503;0.0811798;0.087013;0.0930258;0.0989107;0.105512;EJ;industry
CO2B;AZ;process heat cement;biomass;1.16E-04;1.66E-04;1.08E-04;1.08E-04;1.50E-04;1.91E-04;1.38E-04;1.68E-04;1.92E-04;1.68E-04;1.47E-04;EJ;industry
CO2B;AZ;process heat cement;coal;0.00767095;0.0109554;0.00710949;0.00710949;0.00988989;0.01204204;0.0087107;0.008280699;0.00496886;0.002361743;9.65E-04;EJ;industry
CO2B;AZ;process heat cement;gas;3.49E-04;4.98E-04;3.23E-04;3.23E-04;4.34E-04;5.06E-04;3.64E-04;3.70E-04;3.60E-04;3.22E-04;3.01E-04;EJ;industry
CO2B;AZ;process heat cement;hydrogen;0;0;0;0;0;7.71E-07;5.64E-07;9.59E-06;1.09E-04;3.12E-04;5.88E-04;EJ;industry
CO2B;AZ;process heat cement;refined liquids;0.00348679;0.00497973;0.00323158;0.00323158;0.00273623;0.002709343;0.00350295;0.0041509;0.007380162;0.009174031;0.010314404;EJ;industry
CO2B;AZ;resid clothes dryers;electricity;0.0028672;0.0052685;0.004394;0.0046373;0.005201144;0.005779256;0.006179256;0.006448943;0.006930518;0.007422326;0.007946243;EJ;buildings
CO2B;AZ;resid clothes dryers;gas;3.64E-04;9.26E-04;4.51E-04;2.61E-04;2.93E-04;3.21E-04;3.31E-04;3.16E-04;3.01E-04;2.57E-04;2.03E-04;EJ;buildings
CO2B;AZ;resid clothes washers;electricity;0;7.29E-04;7.04E-04;6.85E-04;6.24E-04;5.93E-04;5.55E-04;4.89E-04;5.29E-04;5.67E-04;6.06E-04;EJ;buildings
CO2B;AZ;resid computers;electricity;0;0.0013536;0.0029058;0.00259536;0.00251209;0.002236;0.00193345;0.00165222;0.00138784;0.00146724;0.00154739;EJ;buildings
CO2B;AZ;resid cooking;electricity;0.00168662;0.00212413;0.00232967;0.00246957;0.002911137;0.003353775;0.003776488;0.004158962;0.004608432;0.005002387;0.005416185;EJ;buildings
CO2B;AZ;resid cooking;gas;0.00123652;0.00277643;0.00194437;0.00109639;0.001111208;0.001105875;0.001026193;9.03E-04;6.98E-04;5.65E-04;4.17E-04;EJ;buildings
CO2B;AZ;resid cooking;refined liquids;4.47E-05;5.97E-05;3.28E-04;2.00E-04;2.02E-04;2.00E-04;1.87E-04;1.76E-04;1.53E-04;1.32E-04;1.03E-04;EJ;buildings
CO2B;AZ;resid cooling;electricity;0.0124371;0.0413327;0.0379355;0.0379554;0.044555307;0.049708317;0.053268963;0.056440876;0.059748053;0.063557212;0.067478267;EJ;buildings
CO2B;AZ;resid dishwashers;electricity;0;0.0019991;0.0021853;0.0022334;0.002471585;0.002680368;0.002801781;0.002890129;0.002974665;0.003154807;0.003337889;EJ;buildings
CO2B;AZ;resid freezers;electricity;0.00236118;0.00174925;0.00174002;0.00181689;0.00205349;0.002283725;0.002472247;0.002625197;0.00277995;0.002937317;0.003096549;EJ;buildings
CO2B;AZ;resid furnace fans;electricity;0;0.0012286;0.0027219;0.00257137;0.00262553;0.0026223;0.0025713;0.00250648;0.00244124;0.00258209;0.00272419;EJ;buildings
CO2B;AZ;resid heating;biomass;0.00689833;0.00902421;0.00290509;0.00320199;0.003103955;0.003109683;0.003143935;0.002757942;0.002144742;0.001500057;9.53E-04;EJ;buildings
CO2B;AZ;resid heating;coal;0;1.70E-06;0;0;0;0;0;0;0;0;0;EJ;buildings
CO2B;AZ;resid heating;electricity;0.001886212;0.0022773;0.003524887;0.00504049;0.006262659;0.007130046;0.007846681;0.00867636;0.009622421;0.010757581;0.01185256;EJ;buildings
CO2B;AZ;resid heating;gas;0.014870002;0.0135694;0.015879498;0.014987699;0.014181955;0.013608299;0.012291104;0.010393159;0.008161583;0.005871904;0.003989673;EJ;buildings
CO2B;AZ;resid heating;refined liquids;0.00139341;9.75E-04;0.00183589;5.75E-04;5.39E-04;5.11E-04;4.59E-04;3.92E-04;3.11E-04;2.27E-04;1.56E-04;EJ;buildings
CO2B;AZ;resid hot water;electricity;0.00492227;0.00677739;0.00840819;0.0104731;0.013242999;0.015755429;0.017924061;0.020044344;0.02156106;0.0241214;0.026999769;EJ;buildings
CO2B;AZ;resid hot water;gas;0.01291469;0.0173212;0.0158316;0.01621191;0.01642804;0.016899018;0.016757492;0.014922465;0.014074131;0.011419577;0.008514045;EJ;buildings
CO2B;AZ;resid hot water;refined liquids;6.86E-04;0.0012589;0.0013305;0.001024207;9.82E-04;9.60E-04;9.05E-04;8.08E-04;7.88E-04;6.49E-04;4.84E-04;EJ;buildings
CO2B;AZ;resid lighting;electricity;0.0104567;0.0151392;0.0146898;0.0112956;0.007898213;0.003469848;0.003162452;0.003175146;0.003352512;0.003528058;0.003709801;EJ;buildings
CO2B;AZ;resid other;electricity;0.0075895;0.0210325;0.0242758;0.0259895;0.0300013;0.0335781;0.0365489;0.0389579;0.0415721;0.0444645;0.0471927;EJ;buildings
CO2B;AZ;resid other;gas;3.64E-04;0;0.0022713;0.0012531;0.0010975;0.00118669;0.0012733;0.00132314;0.00126555;9.29E-04;7.35E-04;EJ;buildings
CO2B;AZ;resid other;refined liquids;1.34E-04;2.89E-04;5.12E-04;3.55E-04;2.99E-04;3.23E-04;3.42E-04;3.88E-04;3.71E-04;2.65E-04;2.09E-04;EJ;buildings
CO2B;AZ;resid refrigerators;electricity;0.00792678;0.00820479;0.0083321;0.00853252;0.009566456;0.010578745;0.011380577;0.012022366;0.012666049;0.013373152;0.014089646;EJ;buildings
