scenario;region;sector;input;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;end-use sector
Reference;MI;resid furnace fans;electricity;0;0.0019008;0.0037572;0.00285154;0.0027129;0.00256544;0.0024501;0.0023531;0.0022629;0.00236702;0.00247031;EJ;buildings
Reference;MI;resid heating;biomass;0.0230481;0.0274793;0.0189125;0.0307628;0.03031458;0.03077883;0.03100542;0.03107202;0.03070063;0.030182116;0.02959709;EJ;buildings
Reference;MI;resid heating;coal;0.0034614;2.52E-04;0;0;0;0;0;0;0;0;0;EJ;buildings
Reference;MI;resid heating;electricity;0.0095219;0.0082969;0.0129729;0.020389;0.028370571;0.033878868;0.04025651;0.04772833;0.055160143;0.062545081;0.069111008;EJ;buildings
Reference;MI;resid heating;gas;0.251522;0.2492892;0.2120492;0.2369518;0.22736267;0.22020826;0.20878374;0.19430251;0.17977897;0.16945082;0.162899658;EJ;buildings
Reference;MI;resid heating;refined liquids;0.0419893;0.0497795;0.0278793;0.0168744;0.015976161;0.015228666;0.013837692;0.011901715;0.009691071;0.007580009;0.005740834;EJ;buildings
Reference;MI;resid hot water;electricity;0.0116251;0.0114335;0.0107336;0.0151476;0.01925154;0.02273017;0.026190627;0.030190424;0.031280994;0.032266072;0.033502344;EJ;buildings
Reference;MI;resid hot water;gas;0.05845631;0.07224618;0.05668938;0.05401979;0.05239874;0.0521321;0.052039914;0.050154821;0.052677519;0.055215788;0.057478758;EJ;buildings
Reference;MI;resid hot water;refined liquids;0.0035847;0.010348678;0.004214689;0.0036538;0.003374612;0.003196102;0.00289896;0.002306326;0.002279748;0.002270923;0.002277147;EJ;buildings
Reference;MI;resid lighting;electricity;0.0183967;0.0234216;0.0202769;0.012526;0.008448523;0.003368974;0.003025623;0.003032832;0.003183708;0.003325204;0.003466628;EJ;buildings
Reference;MI;resid other;electricity;0.0133525;0.0325388;0.0335088;0.0288206;0.0323103;0.0343576;0.0365034;0.0382327;0.0399526;0.0417065;0.0434914;EJ;buildings
Reference;MI;resid other;gas;0.0027747;0;0.0116483;0.0055022;0.00429043;0.00442549;0.0046195;0.00494998;0.00534357;0.00561856;0.00584738;EJ;buildings
Reference;MI;resid other;refined liquids;0.0012641;0.001415;0.0013735;0.0010132;7.61E-04;7.82E-04;7.87E-04;8.39E-04;9.12E-04;9.75E-04;0.00104411;EJ;buildings
Reference;MI;resid refrigerators;electricity;0.0139459;0.0126933;0.0115012;0.009462;0.009889388;0.010366881;0.010855799;0.01130328;0.011766949;0.012300962;0.012831826;EJ;buildings
Reference;MI;resid televisions;electricity;0.0056377;0.0096328;0.0102782;0.00826918;0.00787368;0.00777009;0.00825509;0.00868607;0.00912934;0.00955251;0.00997187;EJ;buildings
Reference;MI;trn_aviation_intl;electricity;0;0;0;0;0;0;0;1.60E-09;1.29E-08;9.83E-08;7.04E-07;EJ;transportation
Reference;MI;trn_aviation_intl;hydrogen;0;0;0;0;0;0;0;1.90E-09;3.67E-08;5.23E-07;5.59E-06;EJ;transportation
Reference;MI;trn_aviation_intl;refined liquids;0.0120381;0.0041224;0.00432277;0.00458375;0.00484955;0.00473455;0.00466996;0.00464669;0.00492995;0.00521104;0.00548771;EJ;transportation
Reference;MI;trn_freight;electricity;0;0;0;0;0;1.54E-04;6.65E-04;0.001298824;0.001634574;0.001792884;0.001919567;EJ;transportation
Reference;MI;trn_freight;hydrogen;0;0;0;0;0;2.16E-04;8.19E-04;0.001607435;0.002034262;0.002245635;0.002412511;EJ;transportation
Reference;MI;trn_freight;refined liquids;0.007792975;0.011215587;0.010252746;0.01153186;0.012313072;0.012219643;0.010714082;0.008560274;0.007850891;0.008004249;0.008396271;EJ;transportation
Reference;MI;trn_freight_road;electricity;0;0;0;0;0;1.52E-04;9.74E-04;0.003232227;0.006135224;0.008869988;0.011558981;EJ;transportation
Reference;MI;trn_freight_road;hydrogen;0;0;0;0;0;5.92E-05;4.47E-04;0.001542454;0.002987578;0.004289857;0.005273255;EJ;transportation
Reference;MI;trn_freight_road;refined liquids;0.1166251;0.1661196;0.1513812;0.163315;0.1762324;0.179036335;0.177412468;0.167202144;0.159649372;0.15463755;0.15045433;EJ;transportation
Reference;MI;trn_pass;electricity;0;1.47E-05;1.39E-05;1.80E-05;5.93E-05;1.11E-04;1.73E-04;3.31E-04;5.65E-04;9.89E-04;0.001752621;EJ;transportation
Reference;MI;trn_pass;hydrogen;0;0;0;0;0;0;0;2.69E-05;8.44E-05;2.45E-04;6.31E-04;EJ;transportation
Reference;MI;trn_pass;refined liquids;0.046328598;0.016220699;0.016944299;0.017975099;0.019123812;0.020188277;0.020748361;0.020777284;0.021917567;0.022620419;0.022514055;EJ;transportation
Reference;MI;trn_pass_road;electricity;0;0;0;0;0;1.56E-05;7.11E-05;2.02E-04;3.46E-04;4.45E-04;4.87E-04;EJ;transportation
Reference;MI;trn_pass_road;gas;0;0.00101079;9.87E-04;0.00106059;0.00149269;0.001449139;0.001043785;7.29E-04;5.71E-04;4.64E-04;4.00E-04;EJ;transportation
Reference;MI;trn_pass_road;hydrogen;0;0;0;0;0;2.38E-05;1.02E-04;2.73E-04;4.39E-04;5.30E-04;5.40E-04;EJ;transportation
Reference;MI;trn_pass_road;refined liquids;0.00447245;0.00637066;0.00580536;0.00626306;0.009158592;0.010549777;0.008981839;0.007322743;0.005840105;0.004777182;0.0041345;EJ;transportation
Reference;MI;trn_pass_road_LDV;electricity;0;0;0;0;0;3.29E-04;5.36E-04;6.01E-04;6.73E-04;7.52E-04;8.35E-04;EJ;transportation
Reference;MI;trn_pass_road_LDV;refined liquids;0.00143758;0.00182209;0.00163639;0.00167689;0.00178186;0.00116358;8.94E-04;9.58E-04;0.00103248;0.00111129;0.00118773;EJ;transportation
Reference;MI;trn_pass_road_LDV_4W;electricity;0;0;0;0;0;0.00622865;0.02746487;0.04387716;0.05668309;0.062118478;0.06461752;EJ;transportation
Reference;MI;trn_pass_road_LDV_4W;hydrogen;0;0;0;0;0;6.40E-04;0.006028203;0.010271722;0.014990978;0.018980996;0.023689704;EJ;transportation
Reference;MI;trn_pass_road_LDV_4W;refined liquids;0.408464771;0.517688965;0.464943069;0.476436668;0.465800155;0.418846692;0.337764733;0.280758672;0.240513734;0.23548496;0.23774524;EJ;transportation
Reference;MI;trn_shipping_intl;electricity;0;0;0;0;0;0;0;8.90E-08;2.51E-07;7.12E-07;1.73E-06;EJ;transportation
Reference;MI;trn_shipping_intl;hydrogen;0;0;0;0;0;0;0;7.19E-07;2.59E-06;9.57E-06;2.96E-05;EJ;transportation
Reference;MI;trn_shipping_intl;refined liquids;7.94E-04;0.00228729;0.00276154;0.00310491;0.003137806;0.003198941;0.003178168;0.00321214;0.00330608;0.00342343;0.00353757;EJ;transportation
Reference;MN;cement;electricity;7.47E-04;0.00102653;6.60E-04;6.60E-04;7.59E-04;8.39E-04;9.19E-04;9.90E-04;0.001062748;0.001138668;0.001213082;EJ;industry
Reference;MN;comm cooking;electricity;2.89E-04;8.57E-04;0.001917327;6.25E-04;7.44E-04;8.86E-04;0.001080163;0.001266589;0.001420546;0.001568167;0.0016454;EJ;buildings
Reference;MN;comm cooking;gas;0.00342696;0.0035487;0.00482206;0.00270878;0.002729509;0.002702229;0.002609891;0.002493737;0.002426241;0.002349266;0.00237945;EJ;buildings
Reference;MN;comm cooling;electricity;0.001603688;0.003612789;0.004413211;0.004223;0.004394369;0.004463478;0.004482545;0.004506704;0.00455357;0.004618263;0.004756522;EJ;buildings
Reference;MN;comm cooling;gas;9.40E-06;3.68E-04;1.25E-04;2.76E-05;2.79E-05;2.75E-05;2.64E-05;2.51E-05;2.39E-05;2.24E-05;2.26E-05;EJ;buildings
Reference;MN;comm heating;biomass;0.0015752;0.002272;0.002425;0.0045425;0.00468273;0.00504916;0.005428689;0.005829449;0.006079887;0.006257147;0.006284414;EJ;buildings
Reference;MN;comm heating;coal;0.0066648;0.0010954;6.87E-04;1.38E-04;1.06E-04;8.91E-05;6.88E-05;4.85E-05;3.14E-05;0;0;EJ;buildings
Reference;MN;comm heating;electricity;0.0018911;0.0083205;0.0051496;0.00715609;0.008578929;0.00969032;0.011008935;0.012417934;0.013778729;0.016124079;0.017012774;EJ;buildings
Reference;MN;comm heating;gas;0.051637;0.0744582;0.0693288;0.0713443;0.0692943;0.06836606;0.06716788;0.06616059;0.06530917;0.062568953;0.063832803;EJ;buildings
Reference;MN;comm heating;refined liquids;0.0077359;0.008355;0.0082436;0.0039042;0.003837242;0.00379099;0.003530758;0.003048979;0.002463785;0.001547812;0.001348337;EJ;buildings
Reference;MN;comm hot water;electricity;0.0017155;0.0015019;8.34E-04;0.00227169;0.002751162;0.003206656;0.003693195;0.003994796;0.004146622;0.004261442;0.004192461;EJ;buildings
Reference;MN;comm hot water;gas;0.0138779;0.00903788;0.00989528;0.0100793;0.010185466;0.010202204;0.010218096;0.010366352;0.010711166;0.011021447;0.011575831;EJ;buildings
Reference;MN;comm hot water;refined liquids;0.00594901;3.50E-04;4.86E-04;0.00167379;0.001635661;0.001582049;0.001404868;0.001094678;7.53E-04;3.54E-04;2.37E-04;EJ;buildings
Reference;MN;comm lighting;electricity;0.0131541;0.0244035;0.0165041;0.0187515;0.018103869;0.016963454;0.01508179;0.012538127;0.012644028;0.012893519;0.013231182;EJ;buildings
Reference;MN;comm non-building;electricity;0.0065607;0.0079587;0.010872;0.0137953;0.0145891;0.0152468;0.0158755;0.0164088;0.0169344;0.0173855;0.0178185;EJ;buildings
Reference;MN;comm office;electricity;0.001778;0.0057312;0.009122;0.00624154;0.00605426;0.0064023;0.00673607;0.0070322;0.00731738;0.00755799;0.00778056;EJ;buildings
Reference;MN;comm other;electricity;0.0018572;0.0107565;0.0134521;0.0169406;0.019421;0.0201824;0.0202093;0.0194966;0.019297;0.0195352;0.019828;EJ;buildings
Reference;MN;comm other;gas;0.0054759;0.0043474;0.0018027;0.0064123;0.0058512;0.00589281;0.00584239;0.00562734;0.0055259;0.00552507;0.00555636;EJ;buildings
Reference;MN;comm other;refined liquids;0.0013181;6.12E-04;0.0016545;0.0051994;0.00477207;0.00536879;0.00673138;0.00879725;0.0102051;0.0109109;0.0114885;EJ;buildings
Reference;MN;comm refrigeration;electricity;0.00146772;0.0102833;0.0106644;0.00664439;0.00660032;0.006607621;0.006602459;0.006498484;0.006712388;0.006895568;0.007070021;EJ;buildings
Reference;MN;comm ventilation;electricity;0.001394956;0.009669645;0.0114421;0.010615611;0.011166293;0.011672294;0.012052379;0.012414935;0.012651151;0.01283251;0.012726854;EJ;buildings
Reference;MN;other industrial energy use;biomass;0.0276356;0.034921;0.034613;0.029643;0.032177834;0.033974607;0.035623603;0.037223039;0.038686917;0.039944068;0.040745784;EJ;industry
Reference;MN;other industrial energy use;coal;0.0211254;0.0195576;0.0207016;0.0137671;0.014814588;0.015458805;0.01604014;0.016602279;0.017142571;0.017621452;0.017893292;EJ;industry
Reference;MN;other industrial energy use;electricity;0.0813949;0.0747879;0.0755627;0.0673352;0.0705038;0.0799187;0.09085802;0.1008532;0.1114425;0.12255581;0.1346674;EJ;industry
Reference;MN;other industrial energy use;gas;0.0639442;0.0603364;0.1005618;0.0940002;0.101926728;0.106373643;0.110642415;0.114891464;0.118926568;0.122437004;0.124317698;EJ;industry
Reference;MN;other industrial energy use;hydrogen;0;0;0;0;0;5.83E-06;2.50E-05;4.68E-05;7.28E-05;1.05E-04;1.56E-04;EJ;industry
Reference;MN;other industrial energy use;refined liquids;0.0302179;0.0320149;0.0272186;0.0193591;0.019922609;0.020600659;0.020840631;0.021636432;0.022582026;0.023559397;0.024586081;EJ;industry
Reference;MN;other industrial feedstocks;refined liquids;0.0776505;0.110012;0.0893995;0.100483;0.107526;0.115785;0.124501;0.133001;0.141772;0.150576;0.159156;EJ;industry
Reference;MN;process heat cement;biomass;5.51E-05;7.87E-05;5.11E-05;5.11E-05;6.72E-05;7.99E-05;9.29E-05;1.04E-04;1.13E-04;1.18E-04;1.20E-04;EJ;industry
Reference;MN;process heat cement;coal;0.00363736;0.00519477;0.00337113;0.00337113;0.00443324;0.005100013;0.005677994;0.005987818;0.006298868;0.006678796;0.006977917;EJ;industry
Reference;MN;process heat cement;gas;1.65E-04;2.36E-04;1.53E-04;1.53E-04;1.96E-04;2.17E-04;2.36E-04;2.42E-04;2.47E-04;2.56E-04;2.60E-04;EJ;industry
Reference;MN;process heat cement;hydrogen;0;0;0;0;0;2.28E-07;1.75E-06;4.17E-06;7.02E-06;8.32E-06;9.16E-06;EJ;industry
Reference;MN;process heat cement;refined liquids;0.00165335;0.00236126;0.00153233;0.00153233;0.001183338;0.001095886;0.00107233;0.001198797;0.001299483;0.001360893;0.001499729;EJ;industry
Reference;MN;resid clothes dryers;electricity;0.0031031;0.0049329;0.0036515;0.0032586;0.003446303;0.003618325;0.003798416;0.003938453;0.004197942;0.004450264;0.004689385;EJ;buildings
Reference;MN;resid clothes dryers;gas;6.24E-04;0.0012748;5.35E-04;2.15E-04;2.23E-04;2.28E-04;2.32E-04;2.31E-04;2.42E-04;2.53E-04;2.63E-04;EJ;buildings
Reference;MN;resid clothes washers;electricity;0;6.82E-04;5.85E-04;4.81E-04;4.22E-04;3.82E-04;3.42E-04;2.88E-04;3.07E-04;3.27E-04;3.45E-04;EJ;buildings
Reference;MN;resid computers;electricity;0;0.0012674;0.0024149;0.00182384;0.00165726;0.00140043;0.00117812;9.92E-04;8.23E-04;8.60E-04;8.96E-04;EJ;buildings
Reference;MN;resid cooking;electricity;0.00182528;0.00198878;0.00193601;0.00173548;0.001924881;0.002117691;0.002330947;0.002523368;0.002724955;0.002854975;0.002982187;EJ;buildings
Reference;MN;resid cooking;gas;0.00212187;0.00382446;0.00230851;9.03E-04;8.73E-04;8.28E-04;7.56E-04;6.94E-04;6.23E-04;6.38E-04;6.51E-04;EJ;buildings
Reference;MN;resid cooking;refined liquids;2.23E-04;1.87E-04;4.60E-04;1.69E-04;1.63E-04;1.54E-04;1.37E-04;1.22E-04;1.07E-04;1.11E-04;1.17E-04;EJ;buildings
Reference;MN;resid cooling;electricity;0.00441679;0.00805012;0.00423411;0.00508879;0.005600315;0.005907189;0.006197785;0.006504951;0.006811401;0.007175858;0.007525647;EJ;buildings
Reference;MN;resid dishwashers;electricity;0;0.0018718;0.0018161;0.0015694;0.001642896;0.001689753;0.001720167;0.001754912;0.001790252;0.001889555;0.001984054;EJ;buildings
Reference;MN;resid freezers;electricity;0.00255547;0.00163781;0.00144604;0.00127671;0.001357183;0.001434666;0.00150967;0.001578586;0.001649315;0.001722667;0.001794618;EJ;buildings
Reference;MN;resid furnace fans;electricity;0;0.0011504;0.002262;0.00180692;0.00173206;0.00164193;0.001567;0.00150547;0.00144741;0.00151346;0.00157782;EJ;buildings
Reference;MN;resid heating;biomass;0.0094344;0.0115353;0.0142052;0.0143954;0.01388507;0.01373776;0.01335262;0.012853704;0.012170341;0.011462028;0.010844395;EJ;buildings
Reference;MN;resid heating;coal;0.0016656;9.56E-05;0;0;0;0;0;0;0;0;0;EJ;buildings
Reference;MN;resid heating;electricity;0.0053449;0.00668659;0.0125499;0.0171476;0.021702059;0.024527177;0.027612877;0.031243754;0.034881957;0.038714041;0.042145854;EJ;buildings
Reference;MN;resid heating;gas;0.0825186;0.0917653;0.089188;0.0925124;0.08719775;0.08302569;0.07668653;0.06899553;0.061167267;0.054862175;0.05041125;EJ;buildings
Reference;MN;resid heating;refined liquids;0.023928501;0.020716899;0.019903;0.013039;0.012139704;0.011396613;0.010141001;0.008473046;0.006610517;0.004851095;0.003351059;EJ;buildings
Reference;MN;resid hot water;electricity;0.00464199;0.00653161;0.00779308;0.00939417;0.011479691;0.01324947;0.014983569;0.016889139;0.017573151;0.018326475;0.019150086;EJ;buildings
Reference;MN;resid hot water;gas;0.0161581;0.0261878;0.02281109;0.0198493;0.019157161;0.01884749;0.018495519;0.017460997;0.018255208;0.018931372;0.019532369;EJ;buildings
Reference;MN;resid hot water;refined liquids;0.003242989;0.005296811;0.0018668;0.0017587;0.001606271;0.001490156;0.001305007;9.56E-04;9.08E-04;8.58E-04;8.05E-04;EJ;buildings
Reference;MN;resid lighting;electricity;0.0113171;0.0141749;0.0122078;0.007937189;0.00538758;0.002175703;0.001950152;0.001952712;0.002048348;0.002140561;0.00222974;EJ;buildings
Reference;MN;resid other;electricity;0.008214;0.0196927;0.0201741;0.0182625;0.0199043;0.0211776;0.0224301;0.023514;0.0246272;0.0257292;0.0267972;EJ;buildings
Reference;MN;resid other;gas;6.24E-04;0;0.0026965;0.0010324;8.14E-04;8.33E-04;8.63E-04;9.31E-04;9.99E-04;0.00103351;0.00107435;EJ;buildings
Reference;MN;resid other;refined liquids;6.69E-04;9.07E-04;7.18E-04;3.00E-04;2.27E-04;2.32E-04;2.32E-04;2.49E-04;2.69E-04;2.82E-04;3.02E-04;EJ;buildings
Reference;MN;resid refrigerators;electricity;0.0085791;0.00768207;0.00692428;0.0059957;0.00632998;0.006655438;0.006961691;0.007246422;0.007538767;0.007875653;0.008205551;EJ;buildings
Reference;MN;resid televisions;electricity;0.0034681;0.0058298;0.006188;0.00523991;0.00502717;0.00497271;0.00527783;0.00555469;0.00583693;0.00610631;0.00636808;EJ;buildings
Reference;MN;trn_aviation_intl;electricity;0;0;0;0;0;0;0;1.96E-09;1.60E-08;1.24E-07;8.94E-07;EJ;transportation
Reference;MN;trn_aviation_intl;hydrogen;0;0;0;0;0;0;0;2.28E-09;4.45E-08;6.43E-07;6.92E-06;EJ;transportation
Reference;MN;trn_aviation_intl;refined liquids;0.00614322;0.0152067;0.0107144;0.00588062;0.00621977;0.00599706;0.00586346;0.00582337;0.00616477;0.00650206;0.0068267;EJ;transportation
Reference;MN;trn_freight;electricity;0;0;0;0;0;1.11E-04;4.78E-04;9.36E-04;0.001185042;0.001310237;0.001406455;EJ;transportation
Reference;MN;trn_freight;hydrogen;0;0;0;0;0;1.56E-04;5.85E-04;0.001154239;0.001467243;0.001628919;0.001755412;EJ;transportation
Reference;MN;trn_freight;refined liquids;0.00534611;0.008550234;0.007990169;0.00827387;0.008787026;0.008607801;0.007478149;0.005946398;0.005444404;0.005569228;0.005862224;EJ;transportation
Reference;MN;trn_freight_road;electricity;0;0;0;0;0;1.09E-04;6.98E-04;0.002330889;0.004451341;0.006501875;0.008543714;EJ;transportation
Reference;MN;trn_freight_road;hydrogen;0;0;0;0;0;4.14E-05;3.11E-04;0.001084423;0.002108731;0.003041222;0.003753682;EJ;transportation
Reference;MN;trn_freight_road;refined liquids;0.08095634;0.1250612;0.1177723;0.1195622;0.128199683;0.128842571;0.126872769;0.119737454;0.114597805;0.111327809;0.108546489;EJ;transportation
Reference;MN;trn_pass;electricity;0;7.36E-05;6.43E-05;9.96E-05;1.37E-04;1.76E-04;2.21E-04;3.81E-04;6.16E-04;0.001079867;0.001940414;EJ;transportation
Reference;MN;trn_pass;hydrogen;0;0;0;0;0;0;0;3.30E-05;1.04E-04;3.01E-04;7.75E-04;EJ;transportation
Reference;MN;trn_pass;refined liquids;0.023702498;0.058459496;0.041273597;0.022807498;0.024170826;0.024973835;0.025327634;0.025259258;0.026543448;0.027252518;0.026930963;EJ;transportation
Reference;MN;trn_pass_road;electricity;0;0;0;0;0;1.21E-05;5.55E-05;1.57E-04;2.67E-04;3.42E-04;3.72E-04;EJ;transportation
Reference;MN;trn_pass_road;gas;0;8.06E-04;6.04E-04;5.51E-04;7.93E-04;7.78E-04;5.72E-04;4.02E-04;3.14E-04;2.53E-04;2.17E-04;EJ;transportation
Reference;MN;trn_pass_road;hydrogen;0;0;0;0;0;1.84E-05;7.98E-05;2.12E-04;3.38E-04;4.06E-04;4.12E-04;EJ;transportation
Reference;MN;trn_pass_road;refined liquids;0.00310466;0.00479601;0.00451643;0.00458515;0.006856269;0.008014281;0.006952607;0.005693952;0.004526201;0.003674786;0.0031606;EJ;transportation
Reference;MN;trn_pass_road_LDV;electricity;0;0;0;0;0;1.70E-04;2.73E-04;3.07E-04;3.45E-04;3.87E-04;4.30E-04;EJ;transportation
Reference;MN;trn_pass_road_LDV;refined liquids;6.60E-04;9.85E-04;9.11E-04;9.27E-04;9.59E-04;6.01E-04;4.54E-04;4.89E-04;5.28E-04;5.69E-04;6.08E-04;EJ;transportation
Reference;MN;trn_pass_road_LDV_4W;electricity;0;0;0;0;0;0.00343725;0.01516727;0.02418142;0.03122711;0.034227839;0.0355524;EJ;transportation
Reference;MN;trn_pass_road_LDV_4W;hydrogen;0;0;0;0;0;3.50E-04;0.003281305;0.005584466;0.008138481;0.010276602;0.012780692;EJ;transportation
Reference;MN;trn_pass_road_LDV_4W;refined liquids;0.187551687;0.279943879;0.258727881;0.263411982;0.257809312;0.231286623;0.185876735;0.153873527;0.131110977;0.12774076;0.12837256;EJ;transportation
Reference;MN;trn_shipping_intl;electricity;0;0;0;0;0;0;0;4.45E-08;1.29E-07;3.83E-07;9.35E-07;EJ;transportation
Reference;MN;trn_shipping_intl;hydrogen;0;0;0;0;0;0;0;3.48E-07;1.27E-06;4.77E-06;1.48E-05;EJ;transportation
Reference;MN;trn_shipping_intl;refined liquids;0;0.00271594;0.00229648;0.00157245;0.001583292;0.00160344;0.001587959;0.00160816;0.001658399;0.001721293;0.001782027;EJ;transportation
Reference;MO;N fertilizer;gas;0.0714756;0.0476286;0.0458891;0.0481733;0.05404676;0.05959736;0.06276856;0.0641763;0.06637778;0.07129286;0.076127722;EJ;industry
Reference;MO;cement;electricity;0.00109555;0.00150619;9.68E-04;9.68E-04;0.001081745;0.001197433;0.00131065;0.001412416;0.001516139;0.001623444;0.001732517;EJ;industry
Reference;MO;comm cooking;electricity;6.69E-04;0.00114553;0.002597455;8.04E-04;9.29E-04;0.001091689;0.001315111;0.001536343;0.00170985;0.001863636;0.001941508;EJ;buildings
Reference;MO;comm cooking;gas;0.00382511;0.0035758;0.005236;0.0027551;0.002697494;0.00261302;0.002464187;0.00229943;0.002206471;0.002122527;0.002160555;EJ;buildings
Reference;MO;comm cooling;electricity;0.00943861;0.0126494;0.0151845;0.0138112;0.014081121;0.014116401;0.014050536;0.014062597;0.014143852;0.014253457;0.014672666;EJ;buildings
Reference;MO;comm cooling;gas;2.67E-05;9.72E-04;3.46E-04;7.13E-05;6.97E-05;6.72E-05;6.31E-05;5.89E-05;5.57E-05;5.20E-05;5.28E-05;EJ;buildings
Reference;MO;comm heating;biomass;0.0012269;0.0032089;0.00344291;0.0027791;0.002734746;0.002867719;0.003027948;0.003210428;0.003320684;0.003373933;0.003385878;EJ;buildings
Reference;MO;comm heating;coal;0.0129908;0.0038826;0.00324581;0.0013725;0.00105942;8.89E-04;6.86E-04;4.83E-04;3.13E-04;0;0;EJ;buildings
Reference;MO;comm heating;electricity;0.0023977;0.0059483;0.003700211;0.004887501;0.005716582;0.006387232;0.007202555;0.008112062;0.008933379;0.010287831;0.010775673;EJ;buildings
Reference;MO;comm heating;gas;0.0316025;0.0401501;0.0399277;0.0384859;0.03619292;0.03516785;0.0341459;0.03330369;0.032636657;0.030883581;0.031544841;EJ;buildings
Reference;MO;comm heating;refined liquids;0.0035397;0.0056984;0.00411121;0.0022285;0.002106683;0.002043086;0.001885109;0.001630941;0.001338831;8.71E-04;7.95E-04;EJ;buildings
Reference;MO;comm hot water;electricity;0.0039668;0.00200629;0.0011306;0.00292541;0.003457378;0.003986259;0.004550231;0.004916525;0.005067753;0.005121931;0.005010108;EJ;buildings
Reference;MO;comm hot water;gas;0.0154902;0.00910637;0.010745;0.0102517;0.010033784;0.009862004;0.009741252;0.009782849;0.010085916;0.010418503;0.011015282;EJ;buildings
Reference;MO;comm hot water;refined liquids;0.00496451;4.47E-04;4.57E-04;0.00180131;0.001709245;0.001621101;0.001420054;0.001097954;7.57E-04;3.55E-04;2.50E-04;EJ;buildings
Reference;MO;comm lighting;electricity;0.0304159;0.032599;0.0223595;0.0241471;0.022906963;0.021182213;0.018644489;0.015332443;0.015454321;0.015739744;0.016155128;EJ;buildings
Reference;MO;comm non-building;electricity;0.0076659;0.0090014;0.0122746;0.0152779;0.0157528;0.0162435;0.0168477;0.0174196;0.0179877;0.0184778;0.0189532;EJ;buildings
Reference;MO;comm office;electricity;0.0041112;0.007656;0.0123583;0.00803754;0.00759669;0.00794824;0.00833115;0.00869714;0.00905019;0.00934927;0.00963095;EJ;buildings
Reference;MO;comm other;electricity;0.0042944;0.0143689;0.0182248;0.0218152;0.024396;0.0248274;0.0243703;0.0231643;0.0226561;0.0227698;0.0231512;EJ;buildings
Reference;MO;comm other;gas;0.0061121;0.0043804;0.0019575;0.0065219;0.00553729;0.00549522;0.0053966;0.00510812;0.00499011;0.00500161;0.00500884;EJ;buildings
Reference;MO;comm other;refined liquids;0.0011;7.80E-04;0.0015557;0.0055957;0.00486954;0.00563513;0.00758016;0.0103808;0.012287;0.0132588;0.0139308;EJ;buildings
Reference;MO;comm refrigeration;electricity;0.00339379;0.0137367;0.0144479;0.00855629;0.008309772;0.008213777;0.00816445;0.008020347;0.008288321;0.008518716;0.008740844;EJ;buildings
Reference;MO;comm ventilation;electricity;0.003225611;0.01291721;0.0155017;0.01367021;0.014042354;0.014508409;0.014931607;0.015378016;0.015656356;0.015856101;0.015693123;EJ;buildings
Reference;MO;other industrial energy use;biomass;0.0030728;0.0056514;0.0057434;0.0018077;0.001899818;0.001971671;0.002046642;0.002116104;0.002182741;0.002239114;0.002254388;EJ;industry
Reference;MO;other industrial energy use;coal;0.026942;0.0190079;0.0144584;0.0166781;0.017456349;0.017983425;0.018520935;0.019017538;0.019515276;0.019945578;0.020014229;EJ;industry
Reference;MO;other industrial energy use;electricity;0.0459108;0.0591963;0.0610028;0.0575749;0.060535;0.06769512;0.07562958;0.08344973;0.09107639;0.09862946;0.1074382;EJ;industry
Reference;MO;other industrial energy use;gas;0.0459149;0.0562974;0.050787;0.0488054;0.051490065;0.053169035;0.054989265;0.056718054;0.05844168;0.059942457;0.060320257;EJ;industry
Reference;MO;other industrial energy use;hydrogen;0;0;0;0;0;9.90E-05;5.20E-04;0.001002914;0.001644953;0.002478312;0.003552777;EJ;industry
Reference;MO;other industrial energy use;refined liquids;0.030712;0.0395333;0.0237591;0.0174789;0.017914067;0.018461603;0.018851778;0.019437871;0.020162605;0.020896769;0.021367087;EJ;industry
Reference;MO;other industrial feedstocks;refined liquids;0.057442;0.0849622;0.0346838;0.0440221;0.0462749;0.0496325;0.0533473;0.0570772;0.0608455;0.0645855;0.0683659;EJ;industry
Reference;MO;process heat cement;biomass;8.09E-05;1.15E-04;7.49E-05;7.49E-05;9.55E-05;1.13E-04;1.31E-04;1.47E-04;1.60E-04;1.68E-04;1.70E-04;EJ;industry
Reference;MO;process heat cement;coal;0.00533699;0.00762213;0.00494636;0.00494636;0.00629586;0.00722081;0.00803026;0.00848005;0.008930547;0.009470757;0.009908021;EJ;industry
Reference;MO;process heat cement;gas;2.43E-04;3.46E-04;2.25E-04;2.25E-04;2.79E-04;3.10E-04;3.37E-04;3.48E-04;3.56E-04;3.70E-04;3.78E-04;EJ;industry
Reference;MO;process heat cement;hydrogen;0;0;0;0;0;3.56E-07;2.88E-06;7.01E-06;1.17E-05;1.38E-05;1.53E-05;EJ;industry
Reference;MO;process heat cement;refined liquids;0.00242591;0.0034646;0.00224835;0.00224835;0.001707427;0.001617859;0.001590248;0.001769652;0.001901828;0.001985235;0.00219243;EJ;industry
Reference;MO;resid clothes dryers;electricity;0.0041775;0.0069647;0.0060185;0.0051028;0.005286456;0.005528036;0.005782901;0.005990331;0.006381167;0.006758616;0.007128058;EJ;buildings
Reference;MO;resid clothes dryers;gas;0.0010733;0.0016331;7.23E-04;2.74E-04;2.72E-04;2.72E-04;2.73E-04;2.67E-04;2.82E-04;2.97E-04;3.10E-04;EJ;buildings
